WebAppID,CategoryID,Subject,MainText,Rating,Remarks
99,2,Froze on &quotinstalling&quot,"UPDATE 22113 New Update
Same problem

Installed update and froze up I can access through the 'open' option on dropbox App Store page but not through dropbox icon on phone page I deleted and reinstalled - same thing I'm operating on the latest IOS for iPhone 4 Please fix",1,M_192 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,Very good	Fav app  Only bad thing is all the fakes Not good,5,M_193 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Keeps crashing,"Fix it!  How many times do I have to send you the crash report before you fix the app? 

Until its fixed, I dislike this app",1,M_194 AppID: 545088883 Src: AppStore_Random
99,2,Guys?,"Seriously? I keep trying to get to one of my files, but the app keeps crashing for some reason Please fix this

Other than that, you're doing an average job!",5,M_195 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,"Wtf	I was happily pinning away when I got a msg telling I'd reached my pin limit Wtf?  Look, if we are going to have limits of what I can pin, then I am going to delete this app and my account That's just stupid Plz fix I love Pinterest but if I can't get the same quality of service I've been used towellwhat's the point",1,M_196 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,"I dislike the update on the news feed, I don't want to see in which boards my pins are being pinned to I prefer the old feed",5,M_197 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,Nice app	Does evrythng gud except tht red eye optn doesnt fnctn properly,4,M_198 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Bad app,Charges made without any request and no approval,1,M_199 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Unfortunate,"The service is great, but the app fails Pressing 'Upload Here' freezes the app and crashes it on the next open",1,M_200 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Doesn't work after recent update,This app was amazing until the most recent update. It says I'm in offline mode even though I'm connected to wifi and all other apps and Internet on my iPhone are working. I can't access anything on the app and there does not appear to be a fix.,1,M_201 AppID: 399072152 Src: AppStore_Random
99,2,Crash and will not open FIX,Just un install and reinstall Works Awesome now Love this app probably best ever!,5,M_202 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Please Fix!,I've had this app for a month and everyday I try to use it and it freezes upon 1st touch. So sad... Want it to work so bad... Can't bring myself to delete it!,1,M_203 AppID: 535886823 Src: AppStore_Random
99,2,Dropbox gas stopped syncing to my iphone,Sometime in the last month Dropbox stopped syncing The most recent files on my phone are all 1 month old yet there are many more current files that I have loaded in Dropbox desktop folder for syncing Help!,1,M_204 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Can't Use on old iPads,Why did you drop support for earlier IOSs? Does Apple make you?,1,M_205 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,Needs a little improvement	Overall the app is great! It would be nice if you could pin posts to your page from the app. Otherwise you CANNOT do it at all if you are mobile. Fix it and you will have five stars!,4,M_206 AppID: #3_Seitenmanager Src: PlayStore_Random
99,2,Please clear the un starred files,Non-starred files occupied more than 600 MB and I have no way to reduce itit eats out all my ipad space,1,M_207 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Better but still needs work,"I'm giving the NFL '12 v3 update three stars largely because it's an improvement over the previous version. The in-game display is better organized, and the ""Scores"" page is vastly superior to the prior version: you can now see all games for the current week on one screen instead of scrolling through a list. After a modest amount of use, the app appears much more stable.

However, it still needs work in many respects. The scoring summary is gone (so far as I can tell); I often found this helpful when checking up on games that I wasn't following play-by-play. The ""team leaders"" appears limited to only 1 QB (passing), 1 player rushing, and 2 receivers, with no apparent way to scroll through players or pull up a full listing. Especially during the preseason games, when teams are running through multiple personnel packages, this is very frustrating--there's no way (for example) to compare the passing stats of the 2 or 3 QBs who have gotten playing time. A more egregious problem is that (at least for the Thursday games in week 2), the teams do not switch properly: checking on the Atlanta vs. Cincinnati game, if I tap on the ""Atlanta Falcons"" button, I get the passing stats for A. Dalton; if i tap on the ""Cincinnati"" button I see the passing stats for M. Ryan (with the rushing and receiving stats for their teams). I'm hoping this is an operator error that will be fixed shortly, but it reflects poorly on the product. (I apologize for the comments length, I'm hoping that the NFL is monitoring this feedback.)",3,M_208 AppID: 389781154 Src: AppStore_Random
99,2,"Great software, despite the new web interface","I love Evernote and I use it everywhere and on various devices (iOS and desktop) I used to love the simplicity of the web interface, but the new one seems too cumbersome and I've had some really weird issues where it has overwritten my notes Overall, I would rate the environment 45",5,M_209 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,TripAdvisor Censors,"I have tried to get information on TA and all I see is this statement that the review has been removed What gives? At this rate, TA is of no use to me",1,M_210 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Dropbox app now useless,Can no longer add files directly from phone Completely loses point for me now Won't use it until I see an update,1,M_211 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Bug is latest ver,"Evernote has been a mainstay in my life for the past years, and it pains me to say that there's a major bug in current ver 
Once I get into webview, I'm unable to go back to Evernote The Done button is not working I tried quoting the app and it won't work either Now I'm re-downloading the app, cross fingers this will help",2,M_212 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Awesome,"I am totally addicted to this, this is my only app that I have from so long ago only one tiny problem it does freeze but only once in a blue moon so it doesnt really bother me #1 best app I am up to level 101 NO JOKE!!!!!!!",5,M_213 AppID: 372836496 Src: AppStore_Random
99,2,Fix this issue please,"Was I the only one to ever report this problem??

Ever since I downloaded the latest update the app on my iPad continues to show a pop up alert message I click ok and it pops right back up!  I've turned off all alerts for the app and I have been in contact with Apple Support We reset to complete default mode, reloaded the app and still the issue It is so annoying Is any else experiencing this?",3,M_214 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,not liking this app anymore,I loved SoundHound before the last update. Now I can't view my history. I've tried several times and after 30 minutes of waiting for it to download I just give up. Back to using Shazam. I hope this gets fixed.,1,M_215 AppID: 284972998 Src: AppStore_Random
99,2,Slow and buggy,"Please fix the crashes , bugs and if its possible ,make the App faster",4,M_216 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Usually very reliable,Until the last update Please fix,1,M_217 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,Good	This app can be improved if there was a option to select it as a default camera .....,4,M_218 AppID: #7_Cymera - Camera & Photo Editor Src: PlayStore_Random
99,2,Seat Selection,Every time I try to select a seat it never loads.,2,M_219 AppID: 382698565 Src: AppStore_Random
99,2,Last update=down grade,"The one good thing about the last update ws the ability to make folders. But, you are not able to make folders inside folders. I wish you could. The bad things about the last update? Now typing has lag which is very annoying. I don't see how that happened since there is no crazy graphical interface or anything animated. The major thing that is pretty much a deal breaker for most people is the removal of the TAB button. I always hated that the TAB button was up on the ruler. I would prefer having only one shift key and place the TAB on the keyboard. But now i wish it was back up top at least. Now you have to go through a complicated process and menu to use it. I've stopped using Pages now since it is such a pain to tab unless you are using a bluetooth keyboard.",1,M_220 AppID: 361309726 Src: AppStore_Random
99,2,problem discovery,Poor((	Need updates for Android! WA so lame in Androids(( Fix it!,2,M_221 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,"Although I am an avid Pinner, this app keeps knocking me out of my Pinning time, therefore making my search have to start over  Very irritating  Also slows down a ton when I open another board besides my own  Please fix these problems!  I want to Pin more!",2,M_222 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Awful,This app doesn't work. It's terrible. Goes to show you what happens when media companies lock their content.  I have time Warner and should be able to watch. Whenever I choose my provider nothing happens. It times out then crashes. Really poor job by everyone involved here. Garbage.,1,M_223 AppID: 429009175 Src: AppStore_Random
99,2,Yup It's ugly,"The white app icon is so atrocious, I'm hiding it away in a new folder that I'm naming 'Ugly Apps' It will be joined by Photos and iBooks Some other Apple bloat-ware apps, like Game Center, Newsstand, and Passbook could go in too, but they'll just stay in my 'Crap!' folder instead",1,M_224 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,"I am a little bit in love with pinterest!	very addictive, a little slow though!",5,M_225 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,File names illegible,"This is not a review of the Dropbox service (which is great) but of this app, which can use a lot of improvements The single most frustrating thing about it is that it displays only a dozen or so characters in a file name Since I have thousands of files, some with long and descriptive names, it is impossible to find what I'm looking for unless I download the files to the iPad one by one There is no way to resize the file list to make more of the files visible Why not?",2,M_226 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Annoyed,"I love Dropbox on my Mac and I use it all the time to share files with my photography clients However I find it very annoying I cannot email the link to my clients in the iPhone app! Makes it hard for on-the-go sharing! What's the point of the app if I cannot share my folders?!
Please change!",4,M_227 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Send to Dropbox option no longer available in Apps,What happened?  I used  to rely on Dropbox to transfer files from my iPad to my computer The camera upload still works but that's about it They need to fix this App!!!!!,1,M_228 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Useless App!!,What happened?? I can't access my program now. Will cancel if problem is not fixed soon!,1,M_229 AppID: 331308914 Src: AppStore_Random
99,2,Bad update,Since update I can not open links or pictures from email. Please fix.,1,M_230 AppID: 422689480 Src: AppStore_Random
99,2,Absolutely lame now!!!,After this latest update I can't even get into my account on either my iPhone or iPad it says incorrect password!!! What a freakin joke of an update! Do they even test before sending out these updates or what?,1,M_231 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,Mostly great!	Best photo editing app for me I've ever used. Except the one thing I really wish you could do is use one of your own gallery photos as the background for a pic frame,4,M_232 AppID: #6_Photo Studio PRO Src: PlayStore_Random
99,2,Used to work....,"I'm very disappointed with this app. I loved when it worked, but since the new update it won't even open! That last update was at the end of October, and now it's the beginning of December .... one would think that a big company, with I'm sure a nicely paid Tech team, would have figured out the bugs by now. Don't waste your money on this app until they fix it!",1,M_233 AppID: 350213975 Src: AppStore_Random
99,2,Useless now,I like the app but suddenly it won't open and I can't get to my notes,2,M_234 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,"This app is misbehaving big time on me WHY??? I love this one and its just not working right for me'( now it won't download the features is Stuck I don't know if its me or you ???Please Try Helping me,Thanks Again '( '(	SOS PLEASE HELP GET THIS APP TO WORK FOR ME TY PAM THERESE LUKASZ PARKRIDGE,IL 60068 '(  -#  X  @  &gt&ltTHANK-YOU FOR FIXING MY PROBLEM ,SO FAR GREAT JUST LIKE NORMAL TY TY TY TY ) ) )!!! ((((HUGZ))))!!!!!!!  =]",5,M_235 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Dropbox is great but problems working with  new IOS update,Dropbox no longer accepts files from my iPad since latest IOS update Before this issue the app actually worked and was an easy five star,2,M_236 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Videos stopped playing,Latest version seems to have stopped playing my videos  Sad,2,M_237 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Wish they would fix this,I love this app....... When its WORKING!!!!!!!!!!!!!!!,2,M_238 AppID: 284847138 Src: AppStore_Random
99,2,"Buggy, slow and insecure","Frequently crashes and does not allow local storage of personal notes, which are automatically stored on painfully slow Evernote servers  Personal notes and passwords have been compromised by hackers once already  Hope you did not have anything sensitive in your notes!",1,M_239 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Bug,"""Attic"" is a synonym of ""noggin"" but not vice versa. By the way I like the wiktionary thing.",4,M_240 AppID: 293283136 Src: AppStore_Random
99,2,Check deposit has never worked,Gave me an error first time after uploading check images. App crashed the second time while uploading check images.,1,M_241 AppID: 348177453 Src: AppStore_Random
99,2,Crashes when reading PDFs,"Argh Crashes all the time This service, and this app, would be great if the app didn't crash when reading PDFs

Great when it works",2,M_242 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,No more alerts,All my settings are on and yet the phone doesn't alert me on the relevant info I plugged in. The iPad version is keeping better updates.,2,M_243 AppID: 317469184 Src: AppStore_Random
99,2,Less than desirable,"Looks like it would be a great app, but it only downloads grades for 1 class...hmmm. Pretty useless for me right now.  I'm extremely disappointed since the website is difficult to use on my iPhone. This app has too many connection problems & it's too slow. I'll use the crappy designed website until this app gives me something useful to see. I'll try back later :(",1,M_244 AppID: 464352883 Src: AppStore_Random
99,2,problem discovery,Best pic edit app	Great app Jus cant find how to remove text from a pic,5,M_245 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,App has frozen,After I installed my 12th vid app has frozen and I cannot access the app or any pics.  Any help ?,1,M_246 AppID: 492342639 Src: AppStore_Random
99,2,problem discovery,2114	Will not let me share recipes with any of my friends,2,M_247 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Miss distance from current location,"Really need to know how far a restaurant is from my current location so that I don't hAve to take a cab from hotel or fight traffics Would like to know what's near me  

Too bad it has the makings of a great app!!!

Back to yelp",1,M_248 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,You ruined this app,"I can't load 2 minutes of any video, and now I can't even fast forward the video at all. I used to love this app, but you idiots ruined it for me. Does anyone know where I can get a new flash video player?",1,M_249 AppID: 384941497 Src: AppStore_Random
99,2,after update something missing!!,"I always use dropbox with Upad, but this newest version can't open PDF files with Upad anymore plz update as soon as possible",3,M_250 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Fix your updae??,Just installed update and it's unusable now because it crashes 100% of the time upon startup,1,M_251 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Don't waste your money,"I just installed on my 3Gs and it took forever to load .. Now when I tap 
on it it's just a blank white screen .. I'm pissed",1,M_252 AppID: 370144231 Src: AppStore_Random
99,2,Crashes,This app used to work flawlessly After the most r event update however I can't even open it I get the logo screen and then the app crashes completely The update has rendered it useless!!,1,M_253 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Photos won't load!,None of my photos will load even tho they have been uploaded to Dropbox for months Ever since the update none of my photos show up in Dropbox It's just white boxes App is no use for me if it won't load my photos,1,M_254 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,What needs to be done,"It's need an update where u can post a new chapter of your story and where u can upload a cover for the story! >:0
And it keeps crashing!",3,M_255 AppID: 306310789 Src: AppStore_Random
99,2,"Like trip advise, don't like app","Search engine not complete Searched for house rentals in Healdsburg, CA Having friends there, I know that there are more than 16 b&ampbs Also no results for house rentals in the valley Love trip advisor and use it often on the computer, but this app doesn't provide you with proper search options",2,M_256 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,Can not edit PDF :-(	I just wanna note something in PDF .but I cant.,2,M_257 AppID: #1_OfficeSuite Pro 7  (PDF und HD) Src: PlayStore_Random
99,2,problem discovery,"Just ok	For God's sake we need a new icon and interface, seems so outdated!!",3,M_258 AppID: #1_OfficeSuite Pro 7  (PDF und HD) Src: PlayStore_Random
99,2,problem discovery,Good bt not satisfied :(	Can't reply.. no tagging.. please add more features..,3,M_259 AppID: #3_Seitenmanager Src: PlayStore_Random
99,2,problem discovery,Doesn't save progress online	Great game except it doesn't save my progress in online mode. I'm smashing fools and still stuck on Rank 11.,3,M_260 AppID: #9_Modern Combat 4 Zero Hour Src: PlayStore_Random
99,2,problem discovery,"New update	Great app but would be great if app locker could be turned off from widget and also pattern password rather than numbers or letters.
",3,M_261 AppID: #6_Antivirus PRO Src: PlayStore_Random
99,2,problem discovery,Good camera app	It's a very nice camera app with so many effects except no video recording. Please put video recording with real time effects. it's a good app though.,4,M_262 AppID: #1_Camera Zoom FX Src: PlayStore_Random
99,2,It's amazing,I love this app using it for a long time a year works great but started to show wrong stars even after I adjust them with moon it happen after your new update please fix it,3,M_263 AppID: 295430577 Src: AppStore_Random
99,2,Does the one thing I need (v1.12.2),"I was having problems with my Simple Machines forum crashing  while posting so I installed tapatalk. It freezes almost daily, but not before I finish a post. For that reason alone I keep using it. 

Unfortunately it limits my access to parts of the forum that are very useful to me. I cannot search the forum at all. I cannot see who started a thread, I cannot see auto signatures and I cannot use emoticons. Some of my browsing shortcuts are not available. Tapatalk offers nothing near the full browsing experience but it works and that's enough for now.",2,M_264 AppID: 307880732 Src: AppStore_Random
99,2,Hummmmm,"bought the app, worked good the first time, now it opens with just the home page, wont do anything else, disappointed",2,M_265 AppID: 317809458 Src: AppStore_Random
99,2,Messed up the app,Nice going. I loved this app. You could match any face anyway you want. Till I downloaded the update. Now the hue a saturation is all messed up. It was perfect before. Change it back!,1,M_266 AppID: 320636131 Src: AppStore_Random
99,2,Wonderful,"I use this app traveling through six countries in Europe over a period of three weeks and it was flawless. The off-line option always worked great.
Do not expect this map to give you distances from place to place it will not do that. But once you get into a city if you want to get around, this cannot be beat.",5,M_267 AppID: 327783342 Src: AppStore_Random
99,2,Fix please,Love it but it's crashing with the new update!!,4,M_268 AppID: 343200656 Src: AppStore_Random
99,2,Doesn't work!,The few times it worked it was an awesome app. Now it's total frustration: takes forever to load and then crashes. Lame!,1,M_269 AppID: 350213975 Src: AppStore_Random
99,2,And then some!,The interface works great and mapping is nice :) Only bug I've seen is Facebook integration at times.,5,M_270 AppID: 353881166 Src: AppStore_Random
99,2,APD,"I listen to it a lot. However, it will once in a while disconnect for no apparent reason. When it disconnects, it will repeat previous transmissions. I would like more APD and less Fire and Ambulance. Great app!",4,M_271 AppID: 358640670 Src: AppStore_Random
99,2,Please fix problem with creating play lists and the group button,"I went in and made a playlist, I unselected the group podcasts button so it would go into my list of pod casts so that I could create playlists like NEWS, TECH, etc... it worked for the FIRST playlist created, now it won't work for any of the others I create, it will ONLY allow to select ALL the podcasts... very strange. Please fix.   The ""GROUP by PODCAST"" button is now dead after creating ONE playlist successfully....  I have uninstalled, reinstalled, rebooted my iphone, etc.
Please help... an AWESOME program otherwise.   I just have a lot of podcasts and need to be able to group them... the iPhone's hard installed video app does that for me ... but I really want to use your program vs. the iPhones app....
Please advise.",3,M_272 AppID: 393858566 Src: AppStore_Random
99,2,It won't work anymore,Now it crashes and I can't get in anymore. Please fix!,1,M_273 AppID: 399072152 Src: AppStore_Random
99,2,Track bites,"Good ap but the usage of activity points does not work. Not shown when the add button is selected. Fix this. Other than that, no problem.",4,M_274 AppID: 404299862 Src: AppStore_Random
99,2,Expected more...,I'm glad I didn't pay the $10 for this app. Every time I try to load it it crashes. There's a 50-50 chance that I will get alerts. I got the app so i would know about warnings and to help keep my family safe. I would not recommend this app unless they fix all these issues. I want something that will work all the time not half the time.,1,M_275 AppID: 413511993 Src: AppStore_Random
99,2,New update :(,The new update doesn't work. Won't even open now. Can't believe I paid for this app!! I have found better apps for free!!!,1,M_276 AppID: 420294241 Src: AppStore_Random
99,2,Update bad,Crashes after update,1,M_277 AppID: 421706526 Src: AppStore_Random
99,2,App hasn't work for a month now,App hasn't worked in a month. That shows no effort in trying to fix this. You all failed.,1,M_278 AppID: 432000525 Src: AppStore_Random
99,2,Horrible update,I can't even install it. I am now with out my navigation. This is the worst. Hurry up and fix it and I will change it to an 4 star,1,M_279 AppID: 432000525 Src: AppStore_Random
99,2,Very good app,"Does everything I would need a simple weather app to do. Radar is slow to load, but I have another app for that. There's not a lot of detail in the information, particularly in details for upcoming days. The forecast is no more specific than a high and low temp and a picture representation of the weather for the entire day. Nevertheless, this isn't meant to be too detailed, and it provides plenty of info for the current time. My biggest complaint is that the app crashes on startup often. Sometimes it will load the second time, sometimes it requires a restart of my iPad 3rd generation. It's a nice looking app, the kind that you would want to have on your iPad, it just has a stability problem.",4,M_280 AppID: 464770748 Src: AppStore_Random
99,2,There is no way to move edited photos to iPhoto on Mac!!,After you edit the photos on the iPad there is no way to move them to the iPhoto app on a Mac. They don't update on the Mac. Please fix this.,3,M_281 AppID: 497786065 Src: AppStore_Random
99,2,crashes,The effects are really cool. Nothing like instagram. But the app crashes every time I try to save. Needs to be fixed.,2,M_282 AppID: 520664855 Src: AppStore_Random
99,2,Disappointed,The upgrade keeps crashing and I can't even get it to work!!!!,1,M_283 AppID: 281935788 Src: AppStore_Random
99,2,terrible,doesn't load properly on my 3GS with the latest iOS. used to show picture relating to current weather but not anymore. radar map takes forever to load.,1,M_284 AppID: 295646461 Src: AppStore_Random
99,2,Terrible,The only thing this is good for is starting documents. If you try to upload your documents from google documents the document is just gray.,1,M_285 AppID: 306273816 Src: AppStore_Random
99,2,Went from great to unusable,"This once great app is now useless.  Every address I enter fails.  I was a faithful and constant user before the update, now I am searching for another app that actually works.",1,M_286 AppID: 316126557 Src: AppStore_Random
99,2,Where's My SkyCaddie???,"I have the paid $20.00 version. Worked great until update. Seriously, nothing works now. Greens are not tee boxes and swimming pools are not greens.",1,M_287 AppID: 322399059 Src: AppStore_Random
99,2,brown rice,"Will definitely download and re-rate as 5 stars when this is fixed. Unusable if you want that option, which is why I give 1 star.  Dont bother putting brown rice in the special secrion as it may be missed.  Great way to order and avoid any miscommunication with staff.  Love the food a ton!",1,M_288 AppID: 327228455 Src: AppStore_Random
99,2,App won't open,"I downloaded this app so I could load my physical card and take advantage of the $10 free offer but the app won't open. I've rebooted my phone, and deleted and reinstalled the app. No luck. Was there any quality control on this thing?",1,M_289 AppID: 331177714 Src: AppStore_Random
99,2,Recent update crashes,This app was great until the most recent update. Now it crashes all the time. Do NOT download until this problem is (hopefully) fixed!,2,M_290 AppID: 331308914 Src: AppStore_Random
99,2,Cool,It is the best app ever.,5,M_291 AppID: 367623543 Src: AppStore_Random
99,2,wow - way to kill a potentially great app!,"First off, let me say that it looks great...if I could get it to stay up for more than 5 seconds...then it CRASHES!  The concept is wonderful and the app appears to be very nicely done from a user interface standpoint but it is very unstable.  Big disappointment since I use this for my doctoral studies, major failure in the mobility and convenience categories...0 out of 10 for usefulness.",1,M_292 AppID: 376413870 Src: AppStore_Random
99,2,Opted out,I was using the app which seemed great until I noticed it was posting to my fb page even though I opted out. Deleted app because it doesn't give you the option again after the fact,3,M_293 AppID: 393422300 Src: AppStore_Random
99,2,Fix this app,"Every time I use it, it crashes. If I don't use for 25 days, pinger says they will give away my number. Terrible app.",2,M_294 AppID: 399355755 Src: AppStore_Random
99,2,Freezes during payment processing,"The app is fine but the one thing, (and really only thing you need it for) isn't working. I attempted to pay a bill using the credit card already on file and  after several minutes of ""beach ball"" froze the app. I had to go to the website to pay my bill.",3,M_295 AppID: 416023011 Src: AppStore_Random
99,2,Great app but constantly freezes,"This is just do frustrating. Only solution is
Delete and re download app. Then it freezes again on camera launch...! Happened for the last month.
Please fix it then I will
Gladly give all
Five stars...!",1,M_296 AppID: 478351777 Src: AppStore_Random
99,2,Fun game but errors,Very fun but the server is apparently not that big for all users. My app keeps getting errors when I try to open it and play where I don't get that with other games. Haven't been able to play all day,3,M_297 AppID: 497595276 Src: AppStore_Random
99,2,Game won't load!!!!!,"Very aggravating! First, game wouldn't load, just got loading spinner. Now game will load for 1 play then when you try to play again......black screen, loading spinner! Waste of money! Please fix it!!",1,M_298 AppID: 524509185 Src: AppStore_Random
99,2,Horrible update,"Ever since iOS 7 update, Dropbox has not worked constantly crashes, when it does run it is EXTREMELY slow, and there are problems with camera uploading PLEASE FIX ASAP",1,M_299 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Dropbox not working,"Since the update, it won't backup to Dropbox",3,M_300 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Why not support previous IOS?,I have an ipad 1st gen which can not update anymore I want to install dropbox on that device but dropbox can not be installed! I hate it Why not support the previous IOS version? How can we use it?,1,M_301 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Crash,My iPad works fine when I open Dropbox But every time I open it on my iPhone 4 is either crashes or it continuously pulls up a messiah making it hard to close It needs to fixed Fast Even after the current update just a day ago it is still crashing on IPhone!! This needs to be fixed,1,M_302 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Bugs!!!!!,"I care more about the functionality than the looks, so this review will say nothing about the updated look  There are some major bugsproblems with the update!!!!  I am no longer given the option to 'open in'  This means, I can look at my Numbers spreadsheets, but I can't 'open in' Numbers, so I can't work with those spreadsheets or enter any info on them  Major issue!!!  It makes dropbox completely useless for me     Please fix this !!!!!",1,M_303 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Bring back colored icons,"This update makes it harder and slower to use The icons for different file types all look very similar, which makes it slower to scan through and find the desired file The old version used colors, which made it much faster to use",1,M_304 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,whiteout horrid on iPad,"The inverted colors of the icon induce retinal after images, and in-app, the whiteout is hard on the eyes The experience on an iPad Air is one of huge expanses of white or badly contrasting off-whitelight blue and stencil-thin pale icons battling the brightness of it all The spartan look works fine on an iPhone, where there is proportionately less white assaulting the eye with the iPad, however, I keep trying to reduce the brightness of the display, but that only further impacts contrast and legibility 
Also why is it not possible to change names of files or folders??",1,M_305 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Can't open JPEG with new update,"Since they did a new update almost all my JPEG take too much time to open or even don't open I need to save the file to see the photo on my iPhone 

How can I have the old version?????",1,M_306 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Maximization,HOW CAN I CAN MAXIMIZE THE SLIDE SHOW ?! IT DISAPPEARED  BAD UPDATE,2,M_307 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Doesn't work on iPad,When I open it crashes my iPad,1,M_308 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Downloads of favorites can't resume?,Im on a crappy hotel wifi that goes in and out Been trying to download a 1gb file for over 2 days now But for some reason dropbox has not allowed favorited downloads the ability to resume  and instead restarts the download from the beginning every time it fails It's almost 2014 We have the technology to RESUME A DOWNLOAD what's the problem here?,2,M_309 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Fix the starred items feature!,"It does a poor job at retaining the starred items in memory So I wait a long time for an MP3 to buffer, I 'star' it so I won't have to wait next time But then next time it often has to buffer all over again!",3,M_310 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Ok,Needs to be less crazy,1,M_311 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Could be better,"Music takes 15 seconds to load after you have selected a song ( doesn't matter if I'm on Verizon LTE or Wifi) also, it doesn't play the next song automatically instead you have to open the app, go back and pick the next song in the folder You can't even hit the 'next' button to skip tracks  Please fix these in the next update!

Running iOS7 Same issues on iOS 6",2,M_312 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,It's stupid,You can't download any videos into your phone Like come on I don't know why yahoo would do this to me making a deal with Dropbox,1,M_313 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,iPad app crashes,"I typically don't leave support as my feedback, but I can't seem to get a response This app crashes each and every time I try to open it on my iPad 3rd gen I use it often on my Iph5 but for some reason here it doesn't work Please update ASAP so it works again",2,M_314 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Not universal,"It works on a few platforms but I love to keep changing my phones every couple of weeks and this app is not universal on all platforms They need to release this app on more platforms like newer Windows Phone 8 like Lumia 1020 and then it will be true 5 stars Till then, sky drive wins",2,M_315 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Great app Beware of newest version,Always loved Dropbox Reliable and handy Newest version has menu problems Can't upload Please fix! Thanks!,4,M_316 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Please fix,I'm having issues with moving my files,3,M_317 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,App does work,I install Dropbox yesterday When I start the App the  dialog box ' app wants your location' appears in an endless loop,1,M_318 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Can't use,I have not been able to use Please fix,1,M_319 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Don't update,New update doesn't detail what's changed Now the app doesn't work Just a black screen with a gray bar at the bottom Please fix soon,2,M_320 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Doesn't work on iPad mini,I get a pop up about push notifications and if I push ok it pops back up again making it completely inoperable I tried changing all the push notification options and it doesn't fix it!,1,M_321 AppID: Not stated Src: RE2014_app_and_play_store_apps
