99_3760_4,information giving,So because of this program I updated my iOS and it changed its look completely and its stability 
99_3761_2,problem discovery,It crashes every time within 2 minutes of using it 
99_3762_2,problem discovery,Please make it stable and if possible bring back the old UI 
99_3763_5,feature request,It would be nice to have a word counter feature though 
99_3764_4,information giving,If you are looking for an app to keep all your information from pictures to web links quotes recipes etc This is the ultimate app look no more 
99_3765_4,information giving,Blurring out the right side means you can t read or really see that area when the sidebars open anyway 
99_3766_2,problem discovery,I currently cannot attach photos without it crashing so I may have to find a replacement soon 
99_3767_2,problem discovery,Just installed it on a new iPad I m glad I don t have too much invested in it because I m abandoning it over the font size issue 
99_3768_5,feature request,The font is smaller than that of any other app I use and there is NO way to control it short of using Evernote through a web browser which entirely defeats the purpose 
99_3769_4,information giving,s problems with this app 5 ptcgkm This is a great app which I have been using for many years 
99_3770_2,problem discovery,I tried fixing it myself before contacting support but I made the problem worse 
99_3771_4,information giving, n nI recommend Evernote to everyone I meet 
99_3772_2,problem discovery,Since the new update the app crashes a lot on my 4s especially when I try to take a photo in the app 
99_3773_2,problem discovery,Start crashing 
99_3774_2,problem discovery,But since IOS7 it crashes and freezes on a website at least once a week 
99_3775_4,information giving,The only way I can continue is to go through iTunes to delete the whole app then reinstall it 
99_3776_4,information giving,Love the ease with which other apps can integrate with Evernote 
99_3777_2,problem discovery,It constantly reports failure to synch it freezes momentarily between all actions it crashes here and thee and the search function sometimes fails to find key words 
99_3778_2,problem discovery,Note some of my problems may be related with some incompatibility of iPad2 with iOS7 
99_3779_2,problem discovery,The problems I ve experienced are not as severe as what others are reporting 
99_3780_4,information giving,I am still working on EN but will also be on stand by and looking for possible alternatives 
99_3781_2,problem discovery,Yodaman70 Not sure if this is an Evernote or iTunes issues but found this app and two others aren t upgradeable yet 60 other apps no problem 
99_3782_5,feature request,It s time for Evernote to take a good hard look at its software and start pulling features 
99_3783_2,problem discovery,Still crashes a lot when capturing and attaching photos to the note 
99_3784_5,feature request,This app is ok but we need to get these machines to be more than places to brain dump 
99_3785_2,problem discovery,And each time a sync error occurs the error report transmission fails as well 
99_3786_5,feature request,I would use it exclusively if it had spreadsheet editing capabilities 
99_3787_2,problem discovery,Had been five for me but the update one previous to this broke it for whole tribes of us and it took them a week to get the fix out see below 
99_3788_4,information seeking,How do these things get out of the gate 
99_3789_5,feature request,My only wish list item would be a URL scheme for passing information to the app or opening a search from elsewhere something Launch Center Pro could use 
99_3790_4,information giving, n n iOS Redesign nProps to the Evernote team for not just tweaking the look of their app for iOS 7 like so many others 
99_3791_4,information giving,Will update rating accordingly 
99_3792_2,problem discovery,Tech support tried to help and I m a premium user but none of them came right out and said what was wrong something like 'Sir you are experiencing what millions of others are experiencing '
99_3793_4,information giving,We have created an unreliable app 
99_3794_4,information giving,Just use Notebooks or OneNote 
99_3795_4,information giving,These guys know how to think outside of the box to let a note taking app evolve and immerse itself into your life and business 
99_3796_4,information giving, n nHighly recommended note taking app 
99_3797_4,information seeking,It s already possible to rearrange boards why not the pins on a single board 
99_3798_4,information giving,This app provides me with just that the opportunity to glance at photos and most photos have links for further information 
99_3799_4,information giving,Pinterest is now my go to resource whenever I need ideas or inspiration for nearly anything in life 
99_3800_2,problem discovery,The only problem is that it s like a giant vortex where I look up and an hour has passed 
99_3801_4,information giving,No longer have to cut a tree down when I can pin it 
99_3802_4,information giving,This is the easiest way for me to use Pinterest so I don t just spend hours on the site 
99_3803_5,feature request,This can be frustrating when your in the middle of adding important ingredients 
99_3804_5,feature request, nBut you should be able to rearrange your boards on here 
99_3805_2,problem discovery,Works well crashes sometimes but good 
99_3806_4,information giving,This app has made my life so much easier 
99_3807_4,information giving,I have had this app and I m literally on it everyday 
99_3808_4,information giving,Powerful for seeing goals I have set for the year to attract what I need to make a goal a reality 
99_3809_4,information giving,I love how you can look ion vastly different categories where you can find anything you can think of 
99_3810_5,feature request,I recommend some improvements such as being able to rearrange pins and boards on the app 
99_3811_2,problem discovery,I uninstalled the app from my iPad because it always crashes 
99_3812_4,information giving,I enjoying seeing how many folks are following me and sometimes adding photos I take or find outside of pinterest 
99_3813_4,information giving,I can always find what I need and great new ideas 
99_3814_4,information giving,You can create any type of board you want and pretty much everything else is customizable too 
99_3815_5,feature request,It needed to happen 
99_3816_4,information giving,I m not sure how I managed in life without Pinterest or this app for that matter but it s my 1 go to if I need a little inspiration 
99_3817_2,problem discovery,I wish after it crashes you could go back instead of starting over 
99_3818_4,information giving,You look further and it was wasn t what you expected 
99_3819_4,information giving,You have to arrow back using your browser and it takes you ALL The Way Back to the Beginning of scrolling 
99_3820_4,information giving,I ve learned how to do so many things through Pinterest pins and enjoying pinning items of my own 
99_3821_4,information giving,I totally recommend this app 
99_3822_2,problem discovery,I have had no problems with it crashing my phone 
99_3823_4,information giving,This is such a fun way to kill time waiting for appointments when I can t sleep or just feeling lazy bones 
99_3824_4,information giving,I love this app I get recipes how to s ideas and tons of diy ideas 
99_3825_2,problem discovery,The app used to have major freezing problems 
99_3826_4,information giving,You can create a board of your own to refer back to also 
99_3827_5,feature request, nIt still needs improvements at the functionality level such as allowing a bigger number of secret boards more flexibility in the search of pins pinners and boards and more flexibility in the display on one s pins and boards and boards that are followed 
99_3828_4,information giving,I recommend it often 
99_3829_4,information giving,I spend hours just looking and getting great ideas 
99_3830_5,feature request, I think it could be better by being able to private message someone though you could block the person from messaging if needed 
99_3831_5,feature request,Also I think it could be better if a pin could be deleted from your group board like for example if it was inappropriate and you didn t want it on your board and also if you didn t need to follow a person back for them to be added to a group board 
99_3832_2,problem discovery,Please fix this I love Pinterest way too much not to use it 
99_3833_2,problem discovery,Can t stop pinning 
99_3834_4,information giving,In hope i don t jinx myself but i haven t had any issues with this app 
99_3835_4,information giving,Love the changes Pinterest has added I don t ever have problems with this app because they re great at addressing any 
99_3836_4,information giving,Well here s your review 
99_3837_4,information giving,I have had no problems with it at all 
99_3838_4,information giving,The potential is there just waiting 
99_3839_4,information giving,I love the app and use it a lot when I need to pass time 
99_3840_2,problem discovery,Can do what I like to do n rarely crashes 
99_3841_2,problem discovery,Please fix the fixes 
99_3842_4,information giving,I recommend this app to all my friends and will continue to use it faithfully 
99_3843_5,feature request,Please add a back to top of page button 
99_3844_2,problem discovery,I love Pinterest but this app crashes almost every time I use it 
99_3845_4,information giving,Love having a source of photos to reference when I need them 
99_3846_4,information giving,Nice app you can save your pics and grab pics from others and share comments 
99_3847_5,feature request,The app is hard to see clearly on my phone maybe I need to get the iPad 
99_3848_2,problem discovery,Never had the problem before 
99_3849_2,problem discovery,The only suggestions fix the glitch that boots you out and shuts down your iPad on occasion create main topic board to house boards as subtopics e g Main topic 'decorating' and boards under this would be kitchen bedroom etc I just have so many boards it would make things more organized and easier to find 
99_3850_4,information giving,I don t understand why fix something that is not broken to really break it 
99_3851_4,information seeking,I wish there were no limitations on searches and I know there are thousands of pins so why only show a couple hundred 
99_3852_4,information giving,The upgrades have made great improvements 
99_3853_4,information giving,Haven t had any issues at all on iPhone 4S 
99_3854_4,information giving,There are so many great ideas on this app 
99_3855_5,feature request,The only issue with this app is the lack of ability to print a pin from within the app you have to open in safari and that is to many extra steps please add a print button 
99_3856_4,information giving,Love how you can create group boards and progressively invite members 
99_3857_2,problem discovery,The mobile app is slow and crashes a lot but I love it when it s not struggling 
99_3858_5,feature request,Can you try to add some instructions or a replay for when you first join 
99_3859_5,feature request,That I need to ask 
99_3860_2,problem discovery,The only problem is that I ll just mean to take a peek before I know it I ll discover I ve lost hours 
99_3861_4,information giving,The best place to keep all your ideas favorite things and plans is one place and better yet to share 
99_3862_4,information giving,Easy to use great way to kill time at a doctor s office and such 
99_3863_5,feature request,I love fantasy art picture but you need to do if people like us is more easy phone to select action a picture 
99_3864_4,information giving,I have no problems with this app 
99_3865_4,information giving,This app runs so smoothly and I rarely have issues with it anymore 
99_3866_5,feature request,Brittany Lauren Please please please give us an update to be able to search for pins on our boards 
99_3867_2,problem discovery,There is still a crashing issue on occasion and pins on my homepage refuse to load 
99_3868_2,problem discovery,The app crashes sometimes and that can be very frustrating 
99_3869_5,feature request,I learn a lot from what other folks post it lacks a reliable search function it needs to add a setting of BOARDS PERSONS I FOLLOW 
99_3870_4,information giving,Overall it is fun provides a lot of good info 
99_3871_5,feature request,The only bad thing about it is that you can t get on it without wifi 
99_3872_5,feature request,Minus one star for occasional crashes of the app and I wish there was a better way to keep people from pinning links to spammy websites 
99_3873_4,information giving,There are so many recipes and ideas that you can pin now and use as a resource later 
99_3874_2,problem discovery, n nPinterest was crashing on my iPad but seems to be better since the update 
99_3875_4,information giving,I don t like updates that change everything around but I seem to be getting used to how to navigate it 
99_3876_4,information giving,I have to careful when I open it because it can be hours before I come up for air 
99_3877_5,feature request,Please take off the new update where it recommends sending certain pins to people who may like it on your Facebook friends list 
99_3878_4,information giving,It s good that we can view what we ve already pinned and be told when we re about to pin something we may have forgotten has already been pinned to our board s 
99_3879_2,problem discovery,Fantastic app I recommend it entirely only crashes sometimes 
99_3880_4,information seeking,How to make or do anything 
99_3881_2,problem discovery,I use Pinterest a lot but the app is constantly crashing when I go to open a pin 
99_3882_4,information giving,Everything you need is right here and more 
99_3883_5,feature request,But I wish there were a way to organize pins within boards like sub boards or something 
99_3884_2,problem discovery,It s so easy to use has very few bugs and is so much fun 
99_3885_5,feature request,I enjoy using Pinterest on the iPad and iPhone but some features like the ability to change the cover image of a board are missing 
99_3886_2,problem discovery,I love Pintrest and the app version is laid out well but it crashes all the time and sometimes takes several tries to reach the web page linked to the pin 
99_3887_2,problem discovery,5 9 12 Update Bugs are fewer 
99_3888_2,problem discovery,Can we get a fix on this 
99_3889_4,information giving,Never have any problems with it never crashes 
99_3890_4,information giving,The ideas that I have been able to use and share have been a tremendous help to me my family friends and co workers 
99_3891_4,information seeking,Will there ever be an update that allows us to move multiple pins to one board at a time 
99_3892_4,information giving,Pintrest provides an easy way to find and store ideas 
99_3893_4,information giving,I love how you can create boards secret boards send to other pinners or just like something 
99_3894_4,information giving,I have no problems with it at all 
99_3895_2,problem discovery,After update takes longer for boards to load sometimes the app crashes 
99_3896_4,information giving,I have had no problems with Pinterest ever 
99_3897_2,problem discovery,because it crashes now and then 
99_3898_2,problem discovery,Pinterest helps you find recipes to make delicious dishes gives you amazing gift ideas and room decor 
99_3899_4,information seeking,Why is it stuck 
99_3900_4,information seeking,Why aren t our personal Boards in alpha order the way they come up to pin 
99_3901_4,information seeking,Why can t we change the cover photo on our Boards anymore 
99_3902_2,problem discovery,The only problem I have with it is that it randomly closes the app 
99_3903_4,information giving,it always gives me ideas i can use or elaborate on 
99_3904_5,feature request,For those who like to visually learn read and live this app fits the personal functionality I need in order for the platform to be an intuitive seamless process regardless of the task I m attempting to perform 
99_3905_5,feature request,I wish you could still pin without opening 
99_3906_5,feature request,I wish there was some type of messenger available 
99_3907_5,feature request,It would be nice to be able to respond to pins that have been sent to us with a message 
99_3908_2,problem discovery,i like the new update but it still crashes every so often 
99_3909_4,information seeking,I m sure there is a way to turn that off but I haven t figured it out 
99_3910_5,feature request,I wish there was a way to take off your recently viewed categories 
99_3911_2,problem discovery,They ve been hits at get togethers and if I ever need to fix or clean something I can find it on Pinterest 
99_3912_2,problem discovery,s Fling This version crashes repeatedly and completely shuts my iPad down 
99_3913_5,feature request,I need Pinterest Anonymous 
99_3914_4,information giving,No matter what you need it s on Pinterest 
99_3915_4,information giving,Prior to this last update you made some improvements and did update and it was great 
99_3916_2,problem discovery,Then there was this last update Now iPad wants to crash sometimes not anywhere like before but just some 
99_3917_5,feature request,And you know it would be great to be able to have more than 350 boards I have noticed some of the people I follow have more but I can t figure out how to do it 
99_3918_2,problem discovery,If we could just solve these issues it would be awesome 
99_3919_5,feature request,The only improvement I suggest is to add the ability to zoom in on the pictures after they have been pinned 
99_3920_2,problem discovery,I have had the iPhone 4S and 5s with both of them I had loading issues when saving an image that would freeze and continue to load hours after I have exited the app 
99_3921_4,information giving,I love this app really liked when the added the I think you ve already posted this 
99_3922_4,information giving,Any time I need an idea I come here 
99_3923_4,information giving,I can pretty much find everything I need here and the app is simple to use 
99_3924_4,information giving, nOverall I recommend it 
99_3925_4,information giving,I can t believe I was missing out on such great ideas for such a long time 
99_3926_4,information giving,There are so many great ideas and funny things 
99_3927_4,information giving,s78 All of my new contacts I have made on this app and all of the great information I have gained I m just so excited to be able to pin all day long 
99_3928_5,feature request,Wish the app would allow you to view in both portrait and landscape format 
99_3929_2,problem discovery,My only problem is not being able to stop 
99_3930_4,information giving,I can always find projects that I can t wait to try and gifts to make for family 
99_3931_4,information giving,Great app nothing else like it gives me awesome ideas of things I can t afford puts my head in debt 
99_3932_4,information seeking,Now I can access things out and about such as ingredients for recipes what was the name of that glue they said to use or how much vinegar do I need to buy to clean my house 
99_3933_4,information giving,I can t stop 
99_3934_4,information giving,The only problem is I spend too much time on it 
99_3935_2,problem discovery,The only complaint I can share is I tried a recipe that had three ingredients followed the recipe completely and failed all three times 
99_3936_2,problem discovery,Very infrequently do I have any problems and it is so convenient 
99_3937_4,information giving,Honestly I m not sure I like the latest update but I will either adjust or they will update it again 
99_3938_4,information seeking,How do people come up with these great ideas 
99_3939_4,information giving,Unfortunately it didn t take long before a few a wipes posted bad links 
99_3940_4,information giving,It helps me plan my meals travel and make my dreams come true 
99_3941_2,problem discovery,Constantly crashes when viewed on my iPad 
99_3942_2,problem discovery,Works awesome on my phone but crashes if you repin too quickly back to back 
99_3943_4,information giving,Works fine I have had no issues 
99_3944_5,feature request,This app needs an update 
99_3945_4,information giving,Don t listen to anybody who gave them one star they are just mad because they didn t get any followers 
99_3946_5,feature request,The way I think is to categorize first and then comment but once you select a category you ve pinned it and then you must do the several step process of editing 
99_3947_4,information giving,It helps me keep track of my pins and makes the easy to find when I need them 
99_3948_4,information giving,When I try to pin from Facebook half the time it tells me I need to log in first 
99_3949_4,information giving,So sometimes I just skip it and email the item to myself 
99_3950_2,problem discovery,I was nvr a big Facebook fan bc it gave too much personal without any personality Pinterest let s your real self shine through whether you intended to or not nI just wish that with the update that they would fix the crashing of my iPad if I have too many windows open or I have left it open too long 
99_3951_4,information giving,I have had no problems at all 
99_3952_4,information giving,I love to cook and have many apps and bookmarks for recipe searches but Pinterest is often the first and last place I need to search 
99_3953_4,information giving,Definitely recommend this to anyone 
99_3954_4,information giving,Luv the inspiration of others nConnection has never failed 
99_3955_4,information giving,I was the person who said they would never Pinterest and now I can t stop 
99_3956_4,information giving,I love Pinterest I love the ease this app provides 
99_3957_4,information giving,Recent updates have made this app much better 
99_3958_4,information giving,At first when I signed up I had no idea what this was and I actually thought it was a waste of time but now that I understand it I absolutely love it and can t stop pinning 
99_3959_4,information giving,I have never had any problems with this app 
99_3960_4,information giving,Only bug I found was when I expand a pin and try to scroll down to the related pubs area they sometimes won t load so I have to exit the pin and try again 
99_3961_4,information giving,God bless the person people who created it 
99_3962_4,information giving,It s an amazing app for everything you need 
99_3963_4,information giving,Sometimes I just give up waiting and just shut it down 
99_3964_4,information giving, nI ve made the most delicious recipes from it and even used tips for my dogs 
99_3965_4,information giving,Some day my things will be on this app this app make my day 
99_3966_4,information giving,Highly recommend this app 
99_3967_4,information giving,I find everything what I need and ever imagine 
99_3968_2,problem discovery,A bit glitchy sometimes so you may need to do an uninstall reinstall but otherwise go for it 
99_3969_2,problem discovery,I also can t pin from Zulily any more but I don t know if it is Pinterest or Zulily 
99_3970_4,information giving,I just sometimes get overwhelmed with how much is available and lose track of time 
99_3971_4,information giving,It s often the first place I go when I can t figure out what to make for dinner 
99_3972_5,feature request,Great app just wish it didn t glitch on occasion 
99_3973_4,information giving,There are SO many great ideas that are shared throughout this app 
99_3974_4,information giving,Pinterest is there to find anything I need 
99_3975_4,information seeking,It can only get better with time how can I invest 
99_3976_4,information giving,Wouldn t plan an event without it 
99_3977_2,problem discovery,It s my go to DIY site when the creative juices have failed me 
99_3978_4,information giving,I recommend this to everyone 
99_3979_4,information giving,Find everything I need from recipes to decorating and more 
99_3980_4,information giving,I no longer need magazines to get ideas for decorating hairstyles clothing organizing and so many other things 
99_3981_4,information giving,Seriously if you know me you know that I can t function without Pinterest 
99_3982_4,information giving,I m a teacher and there s anything I can t find in this app 
99_3983_4,information giving,Love to pin recipes crafts then in store just look up for what you need 
99_3984_4,information giving,Wow when I first downloaded Pinterest I didn t expect to be as cool and filled with GREAT ideas as it is 
99_3985_4,information giving,If u don t have you are missing out and when you are getting started or don t have many followers follow me cuz I love Pinterest and I pin every day 
99_3986_4,information giving,I looked at everything wedding when my daughter was planning her event 
99_3987_4,information giving,Decks for the backyard was really fun when we were planning our backyard update 
99_3988_5,feature request,The only thing I would love added to Pinterest overall is keywords because a lot of times the captions for the pin do not contain any information about what the pin is about and then there is no way to search for it 
99_3989_2,problem discovery,I love this site but the app crashes every time I use it 
99_3990_4,information giving,Great thing just need more money 
99_3991_4,information seeking,Is there any way of getting the last version back otherwise please change it 
99_3992_2,problem discovery,The only problem is the newest update makes if a bit difficult to find and like things 
99_3993_2,problem discovery,The update crashes sometimes but not as much as it used to 
99_3994_4,information giving,It s so much more convenient and clear here 
99_3995_4,information giving,A few updates ago this thing was added where whnevr you pinned something you would have to hold your finger on the screen and slide it 
99_3996_4,information giving,This was Christmas gift central right here 
99_3997_2,problem discovery,They made a change some where along the way and I can no longer get this app to open my pinterest account using Facebook on my IPad 
99_3998_2,problem discovery,I think I followed all the instructions properly but still there is a problem 
99_3999_2,problem discovery,I have been hoping for a new version to fix the issue 
99_4000_4,information giving,Pinterest has made my life so much easier 
99_4001_5,feature request,The only thing I would like to see added is a find feature for every board considering how many pins I have now 
99_4002_4,information giving,When I need to find something Pinterest is my first stop 
99_4003_5,feature request,Could add feature that loads more pins when you reach the bottom and run out of pins 
99_4004_2,problem discovery,Wish it didn t crash on occasion but other than that it s great 
99_4005_2,problem discovery,The down side is that it does indeed crash on you everyonce in a while not constant at all and doesn t pick up where you left off and you will be lucky if you find that specific pin again 
99_4006_4,information giving,Just remember that it s probably a good idea to try some things out and see if you like them if not you can delete it off 
99_4007_2,problem discovery,I pick up some great ideas crazy photos and so on but occasionally it just puts up colored boxes instead of photos 
99_4008_4,information giving,When I posted one image to FB any time anyone clicked on it it went to Pinterest without a way back to FB so I deleted it 
99_4009_4,information giving,I was frustrated when they swept in with the anti nude censorship but I still use it and the app provides all the features I need 
99_4010_4,information giving,I really like having Pinterest at my finger tips 
99_4011_2,problem discovery,I get frustrated because it crashes with some regularity 
99_4012_4,information giving,Just download it you won t regret it 
99_4013_4,information giving,I just love pinterest since day one 
99_4014_4,information giving,It s awesome that you can find almost anything you can think 
99_4015_5,feature request,I just wish they d add a Farm Ranch category 
99_4016_2,problem discovery,The App gets a 50 50 sometimes it works and sometimes you have issues 
99_4017_5,feature request,Wish you could save images that you are trying to pin 
99_4018_2,problem discovery,Love getting a ideas for EVERYTHING but some of the websites pinned do not work 
99_4019_2,problem discovery,Crashes have been minimized in the last updates but still crashes on my iPad 
99_4020_4,information giving,I sort of wish links would open in chrome like they do on the app but get why they don t Please don t get much more complex 
99_4021_2,problem discovery,Love the app but have also noticed that my tablet will automatically shut down only on the Pinterest site 
99_4022_4,information giving,Just relax and find things you like 
99_4023_4,information giving,Definitely recommend Pinterest 
99_4024_2,problem discovery,Great ideas but it crashes since upgrade 
99_4025_2,problem discovery,BUT the app seems to crash a lot 
99_4026_2,problem discovery,I just hope you can fix the crashing problem 
99_4027_5,feature request,We really need an open in safari button 
99_4028_2,problem discovery,It s constantly crashing on me or not showing the pictures just a bunch of colored tiles 
99_4029_5,feature request,I liked the list better I don t need a picture to know the category 
99_4030_5,feature request,My only complaint is that you can t search your own pins or likes as you can on a computer 
99_4031_5,feature request,Im a crafter I would like to see more patterns that go with these crafts like the havoc made with recycled bottles there not for sale but there is no pattern either 
99_4032_4,information giving,Just I had a few extra hours in the day to browse 
99_4033_4,information giving,Love this app so much it has everything that you want to learn and much more I just absolutely love it 
99_4034_2,problem discovery,It s a great app but it crashes way too much please fix this 
99_4035_4,information giving,It s useful for event planning motivation cooking and pretty much anything you re looking for 
99_4036_4,information giving,I planned my daughters entire baby shower using Pinterest 
99_4037_2,problem discovery,I don t like the fact that it always crashes when I m on my iPad 
99_4038_2,problem discovery,Please fix the crashes on the iPads an it would be worth that fifth star 
99_4039_4,information giving,It makes me loom like the crafty creative one 
99_4040_2,problem discovery,Occasionally mine will shut down on me 
99_4041_4,information seeking,I never have a problem 
99_4042_4,information giving,Totally awesome app that is helpful when I need to find something quick to cook crafts made or little thing to do around the house 
99_4043_5,feature request,Not impressed with update also need to put a sidebar on pins so you can see how far you have to scroll down to get to the bottom of a topic 
99_4044_5,feature request,I need to see what I am working on or towards in order for me to make the connection 
99_4045_4,information giving,Please change it back to the old Pinterest that we all liked 
99_4046_4,information giving,I can t stop pinning 
99_4047_4,information giving,I can t stop looking at it 
99_4048_4,information giving,If I never need ideas about anything this is my go to app 
99_4049_4,information giving,Highly recommend it 
99_4050_4,information giving,When I get married I intend to use a ton of the ideas for my wedding and it s a great place to find and store funny pictures 
99_4051_4,information giving,I can add as many as I want to anything I want 
99_4052_2,problem discovery,But it still crashes a LOT 
99_4053_4,information seeking,Always looking forward to what they have planned for the next update 
99_4054_4,information giving,Does everything I need it to do 
99_4055_4,information giving,Any idea or anything you think you want to do is here 
99_4056_4,information giving,I can t help but say that Pinterest is awesome and that I m totally 100 addicted and it s nice because I have so many followers interested in just what I pin 
99_4057_4,information giving,This app never crashes or freezes up 
99_4058_4,information giving,Pinterest can redefine your life by making you the chef artist or seamstress you thought you could never be 
99_4059_4,information giving,I LOVE it and highly recommend it to everyone 
99_4060_4,information giving,My only complaint is the offensive material and language that people post 
99_4061_5,feature request,Update 12 28 2013 LOVE Pinterest but see my request below 
99_4062_5,feature request,Please change it BACK to the APP opening when I pin in Safari and or Chrome 
99_4063_5,feature request,Please make an iPad HD version 
99_4064_4,information giving,If there were only a way to help me to really DO the ideas I ve pinned 
99_4065_4,information giving,You can find anything you need on Pinterest 
99_4066_4,information giving,I plan to do the same for crafts 
99_4067_4,information giving,Just not fond overall of the update but love the app in general 
99_4068_4,information giving,this app has everything just love Pinterest Whenever I m sad bitter or angry I just click on the Humor page Brilliant 
99_4069_5,feature request, nGranted all of my pins are from other interesting boards but I don t like the idea of someone else adding something to my board 
99_4070_4,information giving,I love Pinterest and so far this app works how I expected it to 
99_4071_4,information giving,Save those posts for Tumblr please 
99_4072_2,problem discovery,Haven t had many problems 
99_4073_4,information giving,Now I can finally use Pinterest on both 
99_4074_4,information giving,I love that you can go to the board that you most recently pinned on 
99_4075_5,feature request,I would like to post video using the copy and paste on my iPhone 
99_4076_4,information seeking,What did I ever do before Pinterest 
99_4077_4,information giving,Pinterest has provided me with access to ideas for home and classroom 
99_4078_2,problem discovery,Although sometimes it crashes on me the solution is always simple 
99_4079_4,information giving,Has everything I need plus more amazing app 
99_4080_2,problem discovery,Good app crashes sometimes 
99_4081_4,information seeking,Haven t had any problems 
99_4082_2,problem discovery,Love the app but unfortunately the crashing problem from 2 versions ago is still a problem 
99_4083_4,information giving,I have never had an in issue with this App it s great to have on the go when you need a recipe at the grocery store 
99_4084_4,information giving,It provides inspiration 
99_4085_2,problem discovery,The only problem that I have noticed is that when you click to view a pin read it the close it it starts you back at the beginning of the list and not where you left off at 
99_4086_4,information giving,It always perks me up and makes me happy to see what we as humanity can create often with very simple ordinary materials 
99_4087_4,information giving,Please do add it back 
99_4088_4,information giving,New ideas for decorating clothing parties recipes DIY projects whatever you need Pinterest has SOMETHING to help you out 
99_4089_4,information giving,It is packed with inspiration I just love the pinning sharing 
99_4090_2,problem discovery,This app works great is easy to use and doesn t crash often 
99_4091_4,information giving,I love this application I can create my boards for wedding planning cooking fashion and deserts 
99_4092_2,problem discovery,Now we can t rename boards in the iPad app but we could before 
99_4093_2,problem discovery,The app is easy to use but does tend to crash alot on the iPhone it s perfect on a PC or laptop though 
99_4094_4,information giving,The possibilities are endless here 
99_4095_4,information seeking,I don t know why I have so much trouble opening the pins 
99_4096_5,feature request,I think it should be easier to open them and see the full content 
99_4097_4,information seeking,What did we do before Pinterest 
99_4098_2,problem discovery,Love the concept of this app but it crashes pretty frequently 
99_4099_4,information giving,Tried out Pinterest because my Wife really enjoys it and has gotten several good suggestions for meals nI enjoy the pictures and it s fun to use right up to the point that it shuts down and kicks you off which seems to happen with surprising regularity nOnce you ve been kick off and return the time between being kicked off gets shorter and shorter nI m using an iPad to view Pinterest so maybe it s the reason for the shut downs nYour site would be more fun without the shutdowns nI DO enjoy Pinterest thank you 
99_4100_4,information giving,If you need inspiration of any kind you can find it here 
99_4101_5,feature request,I use boards to pin tons of ideas as inspiration when I first start a project or begin planning a party but it would be nice to have a way to rank the pins to narrow down the ones I want to focus on first 
99_4102_4,information giving,It provides an easy way to share ideas and pictures with friends and followers 
99_4103_4,information giving,The idea and concept of pintrest is great 
99_4104_4,information giving,I have never had any issues 
99_4105_4,information giving,Love how easy it is to find ideas when you need something specific but also just find things that I never would have thought to try 
99_4106_4,information seeking,What did we do before Pinterest 
99_4107_4,information giving,No need to sign in every time and it loads quickly 
99_4108_4,information giving,I just wish people would only post links that were safe 
99_4109_5,feature request,It is very cool how we can touch a picture and then we get the three options on what we can to do but is there any way that y all can put another option that saves a pin to the camera roll 
99_4110_4,information giving,There are so many inspiring ideas out there and it has taken my creativity to a whole new level 
99_4111_4,information seeking,The app is little tough to learn at first that s why only 
99_4112_5,feature request, nYou can create an online scrapbook of your favorite photos 
99_4113_4,information giving,Once I figured out how to navigate this app it became very easy to switch from looking at my own pins to looking at recent pins of people I follow 
99_4114_2,problem discovery,We spend time organizing our boards but Pinterest fails to organizing themselves by not putting things in alphabetical order please learn you ABC s 
99_4115_4,information giving,You have to get it 
99_4116_4,information giving,I really recommend it 
99_4117_5,feature request,You can t change the board covers anymore change that please 
99_4118_4,information giving,I just love so much Pinterest 
99_4119_4,information giving, please consider it 
99_4120_4,information giving,If you have an iPad you must get this app 
99_4121_4,information giving,I just love this app I use it all the time for just about everything 
99_4122_4,information giving,I recommend this app to all 
99_4123_4,information giving,You can create secret boards just for you or invite friends to your secret boards 
99_4124_4,information giving,I like it so far especially when I need recipes or a drink 
99_4125_4,information giving,If I need it Pinterest has it 
99_4126_5,feature request,I wish you could drag and drop pins between boards and delete with pins with one click 
99_4127_4,information giving,I use this all the time and I just love it 
99_4128_2,problem discovery,Love it but it crashes a lot 
99_4129_4,information giving,Please do not change settings or do a thousand upgrades we users do not like 
99_4130_4,information giving,I highly recommend it 
99_4131_4,information giving,I did not get the idea of this app at first but the more I surfed the more I found I needed to return 
99_4132_5,feature request,Seems like the controls are fairly user friendly but every now and then I have to re search for something because it bumps me out to the home page 
99_4133_4,information giving, n nSecondly you have to get together with apple so I can just pin from my photos on my phone 
99_4134_4,information giving,I have to scroll through a list of randomly organized rather NOT organized or DISorganized names to find the one I need 
99_4135_5,feature request, n nThx now can you STOP asking me to rate Pinterest every third or fourth time I try to open it 
99_4136_4,information giving,I need a meeting 
99_4137_4,information giving,Love the abundance of ideas available at your fingertips 
99_4138_2,problem discovery,I adore Pinterest wholeheartedly but I do have a problem with how it does occasionally crash on me 
99_4139_5,feature request,Just wish the scrolling down then back up just a little bit didn t bring the top menu bar back 
99_4140_5,feature request,And the news ticker I don t know what to call the thing that tells me when someone has liked a pin or followed a board needs a better information hierarchy an undifferentiated list doesn t serve me needs 
99_4141_4,information giving,Highly recommend getting it 
99_4142_4,information giving,I have made a few of these great ideas but I m excited to do so many more 
99_4143_4,information giving,I just wish editing my boards was easier 
99_4144_5,feature request,One thing I would like to see the subscribers in order of appearance 
99_4145_5,feature request,I love Pinterest but I think it needs to be revamped 
