PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
416,0,3,1,5.441216717002968e-05,0,0,-0.4863374216869257,0
417,1,2,1,0.3309581202291914,1,1,0.005955680025033696,0
418,1,2,1,-0.9003114911643764,0,2,-0.3866707201133388,0
419,0,2,0,0.02314071738079948,0,0,-0.3866707201133388,0
420,0,3,1,-1.5159462968611603,0,2,-0.1621689579829361,0
421,0,3,0,5.441216717002968e-05,0,0,-0.4894421904510968,1
422,0,3,0,-0.6694484390280824,0,0,-0.49271407711891657,2
423,0,3,0,-0.05381363333129851,0,0,-0.4898609919445778,0
424,0,3,1,-0.13076798404339648,1,1,-0.35848215805212236,0
425,0,3,0,-0.9003114911643764,1,1,-0.2414492887801075,0
426,0,3,0,5.441216717002968e-05,0,0,-0.5024451714361923,0
427,1,2,1,-0.13076798404339648,1,0,-0.12491978668775715,0
428,1,2,1,-0.8233571404522784,0,0,-0.12491978668775715,0
429,0,3,0,5.441216717002968e-05,0,0,-0.49237782784290063,2
430,1,3,0,0.17704941880499545,0,0,-0.4863374216869257,0
431,1,1,0,-0.13076798404339648,0,0,-0.11384570873513637,0
432,1,3,1,5.441216717002968e-05,1,0,-0.32425318983493084,0
433,1,2,1,0.9465929259259753,1,0,-0.12491978668775715,0
434,0,3,0,-0.9772658418764744,0,0,-0.5049620073345151,0
435,0,1,0,1.5622277316227593,1,0,0.4771073601910807,0
436,1,1,1,-1.2081288940127684,1,2,1.7677408088510642,0
437,0,3,1,-0.6694484390280824,2,2,0.04370821849987721,0
438,1,2,1,-0.43858538689178844,2,3,-0.2708962687904854,0
439,0,1,0,2.6395886415921312,1,4,4.647001076532463,0
440,0,2,0,0.10009506809289746,0,0,-0.43700743807979686,0
441,1,2,1,1.1774559780622693,1,1,-0.11988611489111134,0
442,0,3,0,-0.7464027897401804,0,0,-0.45714212526638004,0
443,0,3,0,-0.36163103617969045,1,0,-0.4918744606632361,0
444,1,2,1,-0.13076798404339648,0,0,-0.3866707201133388,0
445,1,3,0,5.441216717002968e-05,0,0,-0.48507900373776425,0
446,1,1,0,-1.9776724011337483,0,2,0.9997696105865636,0
447,1,2,1,-1.2850832447248663,0,1,-0.255795253400548,0
448,1,1,0,0.3309581202291914,0,0,-0.11384570873513637,0
449,1,3,1,-1.9007180504216503,2,1,-0.26066180729354516,1
450,1,1,0,1.7161364330469553,0,0,-0.034313694348132716,0
451,0,2,0,0.4848668216533874,1,2,-0.08968408411123653,0
452,0,3,0,5.441216717002968e-05,1,0,-0.2463983948905696,0
453,0,1,0,0.02314071738079948,0,0,-0.08968408411123653,1
454,1,1,0,1.4852733809106613,1,0,1.145663540471827,1
455,0,3,0,5.441216717002968e-05,0,0,-0.4863374216869257,0
456,1,3,0,-0.05381363333129851,0,0,-0.4894421904510968,1
457,0,1,0,2.716542992304229,0,0,-0.11384570873513637,0
458,1,1,1,5.441216717002968e-05,1,0,0.395813560675251,0
459,1,2,1,1.5622277316227593,0,0,-0.43700743807979686,0
460,0,3,0,5.441216717002968e-05,0,0,-0.49237782784290063,2
461,1,1,0,1.4083190301985633,0,0,-0.11384570873513637,0
462,0,3,0,0.3309581202291914,0,0,-0.4863374216869257,0
463,0,1,0,1.3313646794864653,0,0,0.12676380314453292,0
464,0,2,0,1.4083190301985633,0,0,-0.3866707201133388,0
465,0,3,0,5.441216717002968e-05,0,0,-0.4863374216869257,0
466,0,3,0,0.6387755230775833,0,0,-0.5064721088735089,0
467,0,2,0,5.441216717002968e-05,0,0,-0.6484216535389205,0
468,0,1,0,2.0239538358953473,0,0,-0.11384570873513637,0
469,0,3,0,5.441216717002968e-05,0,0,-0.4928811950225652,2
470,1,3,1,-2.227774040948067,2,1,-0.26066180729354516,1
471,0,3,0,5.441216717002968e-05,0,0,-0.5024451714361923,0
472,0,3,0,0.6387755230775833,0,0,-0.47400492578514347,0
473,1,2,1,0.25400376951709347,1,2,-0.08968408411123653,0
474,1,2,1,-0.5155397376038864,0,0,-0.3707300882677209,1
475,0,3,1,-0.5924940883159844,0,0,-0.45034666834090825,0
476,0,1,0,5.441216717002968e-05,0,0,0.39858208016340624,0
477,0,2,0,0.3309581202291914,1,0,-0.22559322262067316,0
478,0,3,0,-0.05381363333129851,1,0,-0.5065566745596926,0
479,0,3,0,-0.5924940883159844,0,0,-0.4969926981460655,0
480,1,3,1,-2.131581102557944,0,1,-0.4010166847337793,0
481,0,3,0,-1.5929006475732583,5,2,0.2958951755118318,0
482,0,2,0,5.441216717002968e-05,0,0,-0.6484216535389205,0
483,0,3,0,1.5622277316227593,0,0,-0.4863374216869257,0
484,1,3,1,2.562634290880033,0,0,-0.455380340137554,0
485,1,1,0,-0.36163103617969045,1,0,1.1854295476653287,1
486,0,3,1,5.441216717002968e-05,3,1,-0.13565761536436197,0
487,1,1,1,0.4079124709412894,1,0,1.163700193253568,0
488,0,1,0,2.1778625373195433,0,0,-0.05042144409739929,1
489,0,3,0,0.02314071738079948,0,0,-0.4863374216869257,0
490,1,3,0,-1.5929006475732583,1,1,-0.32828012727224753,0
491,0,3,0,5.441216717002968e-05,1,0,-0.2463983948905696,0
492,0,3,0,-0.6694484390280824,0,0,-0.5024451714361923,0
493,0,1,0,1.9469994851832493,0,0,-0.034313694348132716,0
494,0,1,0,3.178269096576817,0,0,0.3483299278831318,1
495,0,3,0,-0.6694484390280824,0,0,-0.4863374216869257,0
496,0,3,0,5.441216717002968e-05,0,0,-0.3573083057891445,1
497,1,1,1,1.8700451344711513,1,0,0.9274538680872313,1
498,0,3,0,5.441216717002968e-05,0,0,-0.3443878770215141,0
499,0,1,1,-0.36163103617969045,1,2,2.4029901895877646,0
500,0,3,0,-0.43858538689178844,0,0,-0.49145565916975514,0
501,0,3,0,-0.9772658418764744,0,0,-0.47400492578514347,0
502,0,3,1,-0.6694484390280824,0,0,-0.49237782784290063,2
503,0,3,1,5.441216717002968e-05,0,0,-0.4948100980550399,2
504,0,3,1,0.5618211723654855,0,0,-0.455380340137554,0
505,1,1,1,-1.0542201925885724,0,0,1.093228788100527,0
506,0,1,0,-0.9003114911643764,1,0,1.5442457810799908,1
507,1,2,1,0.25400376951709347,0,2,-0.12491978668775715,0
508,1,1,0,5.441216717002968e-05,0,0,-0.11384570873513637,0
509,0,3,0,-0.13076798404339648,0,0,-0.1948878246611338,0
510,1,3,0,-0.28467668546759245,0,0,0.48910360681684706,0
511,1,3,0,-0.05381363333129851,0,0,-0.49237782784290063,2
512,0,3,0,5.441216717002968e-05,0,0,-0.4863374216869257,0
513,1,1,0,0.4848668216533874,0,0,-0.11913106412161445,0
514,1,1,1,1.8700451344711513,1,0,0.5475787653441219,1
515,0,3,0,-0.43858538689178844,0,0,-0.4974960653257301,0
516,0,1,0,1.3313646794864653,0,0,0.036576512298389464,0
517,1,2,1,0.3309581202291914,0,0,-0.43700743807979686,0
518,0,3,0,5.441216717002968e-05,0,0,-0.1621689579829361,2
519,1,2,1,0.4848668216533874,1,0,-0.12491978668775715,0
520,0,3,0,0.17704941880499545,0,0,-0.4894421904510968,0
521,1,1,1,0.02314071738079948,0,0,1.2341715984066093,0
522,0,3,0,-0.5924940883159844,0,0,-0.4894421904510968,0
523,0,3,0,5.441216717002968e-05,0,0,-0.5029485386158568,1
524,1,1,1,1.1005016273501713,0,1,0.5189714017894245,1
525,0,3,0,5.441216717002968e-05,0,0,-0.5028639729296732,1
526,0,3,0,0.8311613998578283,0,0,-0.49237782784290063,2
527,1,2,1,1.5622277316227593,0,0,-0.43700743807979686,0
528,0,1,0,5.441216717002968e-05,0,0,3.817033162951754,0
529,0,3,0,0.7157298737896813,0,0,-0.4888542575852486,0
530,0,2,0,-0.5155397376038864,2,1,-0.41687275089321363,0
531,1,2,1,-2.131581102557944,1,1,-0.12491978668775715,0
532,0,3,0,5.441216717002968e-05,0,0,-0.5028639729296732,1
533,0,3,0,-0.9772658418764744,1,1,-0.5028639729296732,1
534,1,3,1,5.441216717002968e-05,0,2,-0.19824427701513722,1
535,0,3,1,0.02314071738079948,0,0,-0.47400492578514347,0
536,1,2,1,-1.7468093489974543,0,2,-0.11988611489111134,0
537,0,1,0,1.1774559780622693,0,0,-0.11384570873513637,0
538,1,1,1,0.02314071738079948,0,0,1.4944124302931971,1
539,0,3,0,5.441216717002968e-05,0,0,-0.35646868933346404,0
540,1,1,1,-0.5924940883159844,0,2,0.3482453621969482,1
541,1,1,1,0.4848668216533874,0,2,0.7811411367084872,0
542,0,3,1,-1.5929006475732583,4,2,-0.01870931177853076,0
543,0,3,1,-1.4389919461490623,4,2,-0.01870931177853076,0
544,1,2,0,0.17704941880499545,1,0,-0.12491978668775715,0
545,0,1,0,1.5622277316227593,1,0,1.4944124302931971,1
546,0,1,0,2.6395886415921312,0,0,-0.12491978668775715,0
547,1,2,1,-0.8233571404522784,1,0,-0.12491978668775715,0
548,1,2,0,5.441216717002968e-05,0,0,-0.3693045524149108,1
549,0,3,0,0.25400376951709347,1,1,-0.2351571990343002,0
550,1,2,0,-1.6698549982853563,1,1,0.09152810056801232,0
551,1,1,0,-0.9772658418764744,0,2,1.5841789061771412,1
552,0,2,0,-0.20772233475549448,0,0,-0.12491978668775715,0
553,0,3,0,5.441216717002968e-05,0,0,-0.49078316061772326,2
554,1,3,0,-0.5924940883159844,0,0,-0.5029485386158568,1
555,1,3,1,-0.5924940883159844,0,0,-0.4918744606632361,0
556,0,1,0,2.4856799401679353,0,0,-0.11384570873513637,0
557,1,1,1,1.4083190301985633,1,0,0.1489119590497745,1
558,0,1,0,5.441216717002968e-05,0,0,3.9327230485884233,1
559,1,1,1,0.7157298737896813,1,1,0.955306180872432,0
560,1,3,1,0.4848668216533874,1,0,-0.29807809649237277,0
561,0,3,0,5.441216717002968e-05,0,0,-0.49237782784290063,2
562,0,3,0,0.7926842245017793,0,0,-0.4894421904510968,0
563,0,2,0,-0.13076798404339648,0,0,-0.3766033765200472,0
564,0,3,0,5.441216717002968e-05,0,0,-0.4863374216869257,0
565,0,3,1,5.441216717002968e-05,0,0,-0.4863374216869257,0
566,0,3,0,-0.43858538689178844,2,0,-0.1621689579829361,0
567,0,3,0,-0.8233571404522784,0,0,-0.4894421904510968,0
568,0,3,1,-0.05381363333129851,0,4,-0.22408312108167944,0
569,0,3,0,5.441216717002968e-05,0,0,-0.5028639729296732,1
570,1,3,0,0.17704941880499545,0,0,-0.4902797934380587,0
571,1,2,0,2.4856799401679353,0,0,-0.43700743807979686,0
572,1,1,1,1.7930907837590533,2,0,0.38809593507663365,0
573,1,1,0,0.4848668216533874,0,0,-0.11711759540295616,0
574,1,3,1,5.441216717002968e-05,0,0,-0.49237782784290063,2
575,0,3,0,-1.0542201925885724,0,0,-0.4863374216869257,0
576,0,3,0,-0.8233571404522784,0,0,-0.35646868933346404,0
577,1,2,1,0.3309581202291914,0,0,-0.3866707201133388,0
578,1,1,1,0.7157298737896813,1,0,0.4771073601910807,0
579,0,3,1,5.441216717002968e-05,1,0,-0.3573083057891445,1
580,1,3,0,0.17704941880499545,0,0,-0.4888542575852486,0
581,1,2,1,-0.36163103617969045,1,1,-0.04438103794142432,0
582,1,1,1,0.7157298737896813,1,1,1.5841789061771412,1
583,0,2,0,1.8700451344711513,0,0,-0.12491978668775715,0
584,0,1,0,0.4848668216533874,0,0,0.15948266982273065,1
585,0,3,0,5.441216717002968e-05,0,0,-0.47299819142581434,1
586,1,1,1,-0.9003114911643764,0,2,0.955306180872432,0
587,0,2,0,1.3313646794864653,0,0,-0.3464013457401724,0
588,1,1,0,2.3317712387437393,1,1,0.9462455716384695,1
589,0,3,0,-0.5924940883159844,0,0,-0.4863374216869257,0
590,0,3,0,5.441216717002968e-05,0,0,-0.4863374216869257,0
591,0,3,0,0.4079124709412894,0,0,-0.5049620073345151,0
592,1,1,1,1.7161364330469553,1,0,0.9274538680872313,1
593,0,3,0,1.3313646794864653,0,0,-0.5024451714361923,0
594,0,3,1,5.441216717002968e-05,0,2,-0.49237782784290063,2
595,0,2,0,0.5618211723654855,1,0,-0.12491978668775715,0
596,0,3,0,0.4848668216533874,1,1,-0.1621689579829361,0
597,1,2,1,5.441216717002968e-05,0,0,0.016023023618325298,0
598,0,3,0,1.4852733809106613,0,0,-0.6484216535389205,0
599,0,3,0,5.441216717002968e-05,0,0,-0.5029485386158568,1
600,1,1,0,1.4852733809106613,1,0,0.49782998024351216,1
601,1,2,1,-0.43858538689178844,2,1,-0.10478509950117394,0
602,0,3,0,5.441216717002968e-05,0,0,-0.4894421904510968,0
603,0,1,0,5.441216717002968e-05,0,0,0.2052890831722074,0
604,0,3,0,1.1005016273501713,0,0,-0.4863374216869257,0
605,1,1,0,0.4079124709412894,0,0,-0.11384570873513637,1
606,0,3,0,0.4848668216533874,1,0,-0.3353272677875516,0
607,0,3,0,0.02314071738079948,0,0,-0.4894421904510968,0
608,1,1,0,-0.20772233475549448,0,0,-0.034313694348132716,0
609,1,2,1,-0.5924940883159844,1,2,0.18876253192945994,1
610,1,1,1,0.7926842245017793,0,0,2.441497778832105,0
611,0,3,1,0.7157298737896813,1,5,-0.01870931177853076,0
612,0,3,0,5.441216717002968e-05,0,0,-0.5064721088735089,0
613,1,3,1,5.441216717002968e-05,1,0,-0.3363340021468808,2
614,0,3,0,5.441216717002968e-05,0,0,-0.49237782784290063,2
615,0,3,0,0.4079124709412894,0,0,-0.4863374216869257,0
616,1,2,1,-0.43858538689178844,1,2,0.6603330135889879,0
617,0,3,0,0.3309581202291914,1,1,-0.35848215805212236,0
618,0,3,1,-0.28467668546759245,1,0,-0.32425318983493084,0
619,1,2,1,-1.9776724011337483,2,1,0.13683114673782454,0
620,0,2,0,-0.28467668546759245,0,0,-0.43700743807979686,0
621,0,3,0,-0.20772233475549448,1,0,-0.3573908580066095,1
622,1,1,0,0.9465929259259753,1,0,0.40974072380221066,0
623,1,3,0,-0.7464027897401804,1,1,-0.33146744825388363,1
624,0,3,0,-0.6694484390280824,0,0,-0.4902797934380587,0
625,0,3,0,-0.6694484390280824,0,0,-0.32425318983493084,0
626,0,1,0,2.408725589455837,0,0,0.002347544081197954,0
627,0,2,0,2.100908186607445,0,0,-0.3997582667846179,2
628,1,1,1,-0.6694484390280824,0,0,0.921244330558889,0
629,0,3,0,-0.28467668546759245,0,0,-0.4894421904510968,0
630,0,3,0,5.441216717002968e-05,0,0,-0.49271407711891657,2
631,1,1,0,3.8708582529856987,0,0,-0.04438103794142432,0
632,0,3,0,1.6391820823348573,0,0,-0.5063875431873253,0
633,1,1,0,0.17704941880499545,0,0,-0.034313694348132716,1
634,0,1,0,5.441216717002968e-05,0,0,-0.6484216535389205,0
635,0,3,1,-1.5929006475732583,3,2,-0.08666388103324908,0
636,1,2,1,-0.13076798404339648,0,0,-0.3866707201133388,0
637,0,3,0,0.17704941880499545,0,0,-0.4888542575852486,0
638,0,2,0,0.10009506809289746,1,1,-0.11988611489111134,0
639,0,3,1,0.8696385752138773,0,5,0.1506737441786005,0
640,0,3,0,5.441216717002968e-05,1,0,-0.32425318983493084,0
641,0,3,0,-0.7464027897401804,0,0,-0.4902797934380587,0
642,1,1,1,-0.43858538689178844,0,0,0.7469121684912956,1
643,0,3,1,-2.131581102557944,3,2,-0.08666388103324908,0
644,1,3,0,5.441216717002968e-05,0,0,0.48910360681684706,0
645,1,3,1,-2.227774040948067,2,1,-0.26066180729354516,1
646,1,1,0,1.4083190301985633,1,0,0.8964967865378598,1
647,0,3,0,-0.8233571404522784,0,0,-0.4894421904510968,0
648,1,1,0,2.0239538358953473,0,0,0.06635974158478332,1
649,0,3,0,5.441216717002968e-05,0,0,-0.49640476528021726,0
650,1,3,1,-0.5155397376038864,0,0,-0.49640476528021726,0
651,0,3,0,5.441216717002968e-05,0,0,-0.4894421904510968,0
652,1,2,1,-0.9003114911643764,0,1,-0.18532384824750675,0
653,0,3,0,-0.6694484390280824,0,0,-0.47861979608830835,0
654,1,3,1,5.441216717002968e-05,0,0,-0.49078316061772326,2
655,0,3,1,-0.9003114911643764,0,0,-0.5125125150294839,2
656,0,2,0,-0.43858538689178844,2,0,0.8314778546749452,0
657,0,3,0,5.441216717002968e-05,0,0,-0.4894421904510968,0
658,0,3,1,0.17704941880499545,1,1,-0.3363340021468808,2
659,0,2,0,-0.5155397376038864,0,0,-0.3866707201133388,0
660,0,1,0,2.1778625373195433,0,2,1.6323350375212924,1
661,1,1,0,1.5622277316227593,2,0,2.042579288947925,0
662,0,3,0,0.7926842245017793,0,0,-0.5029485386158568,1
663,0,1,0,1.3313646794864653,0,0,-0.13322534515222276,0
664,0,3,0,0.4848668216533874,0,0,-0.4974960653257301,0
665,1,3,0,-0.7464027897401804,1,0,-0.4888542575852486,0
666,0,2,0,0.17704941880499545,2,0,0.8314778546749452,0
667,0,2,0,-0.36163103617969045,0,0,-0.3866707201133388,0
668,0,3,0,5.441216717002968e-05,0,0,-0.4918744606632361,0
669,0,3,0,1.0235472766380733,0,0,-0.4863374216869257,0
670,1,1,1,5.441216717002968e-05,1,0,0.39858208016340624,0
671,1,2,1,0.7926842245017793,1,1,0.13683114673782454,0
672,0,1,0,0.10009506809289746,1,0,0.39858208016340624,0
673,0,2,0,3.1013147458647192,0,0,-0.43700743807979686,0
674,1,2,0,0.10009506809289746,0,0,-0.3866707201133388,0
675,0,2,0,5.441216717002968e-05,0,0,-0.6484216535389205,0
676,0,3,0,-0.9003114911643764,0,0,-0.4918744606632361,0
677,0,3,0,-0.40010821153573944,0,0,-0.4863374216869257,0
678,1,3,1,-0.9003114911643764,0,0,-0.45026210265472455,0
679,0,3,1,1.0235472766380733,1,6,0.2958951755118318,0
680,1,1,0,0.4848668216533874,0,1,9.667166525013505,1
681,0,3,1,5.441216717002968e-05,0,0,-0.48457563655809965,2
682,1,1,0,-0.20772233475549448,0,0,0.8964967865378598,1
683,0,3,0,-0.7464027897401804,0,0,-0.4626791642426904,0
684,0,3,0,-1.2081288940127684,5,2,0.2958951755118318,0
685,0,2,0,2.3317712387437393,1,1,0.13683114673782454,0
686,0,2,0,-0.36163103617969045,1,2,0.18876253192945994,1
687,0,3,0,-1.2081288940127684,4,1,0.1506737441786005,0
688,0,3,0,-0.8233571404522784,0,0,-0.44363577710162005,0
689,0,3,0,-0.9003114911643764,0,0,-0.49145565916975514,0
690,1,1,1,-1.1311745433006704,0,1,3.6067927997556075,0
691,1,1,0,0.10009506809289746,1,0,0.49925551609632224,0
692,1,3,1,-1.9776724011337483,0,1,-0.37828059596268965,1
693,1,3,0,5.441216717002968e-05,0,0,0.48910360681684706,0
694,0,3,0,-0.36163103617969045,0,0,-0.5029485386158568,1
695,0,1,0,2.3317712387437393,0,0,-0.11384570873513637,0
696,0,2,0,1.7161364330469553,0,0,-0.3766033765200472,0
697,0,3,0,1.1005016273501713,0,0,-0.4863374216869257,0
698,1,3,1,5.441216717002968e-05,0,0,-0.49271407711891657,2
699,0,1,0,1.4852733809106613,1,1,1.5841789061771412,1
700,0,3,0,0.9465929259259753,0,0,-0.494391296561559,0
701,1,1,1,-0.9003114911643764,1,0,3.9327230485884233,1
702,1,1,0,0.4079124709412894,0,0,-0.11913106412161445,0
703,0,3,1,-0.9003114911643764,0,1,-0.3573908580066095,1
704,0,3,0,-0.36163103617969045,0,0,-0.4925449457465493,2
705,0,3,0,-0.28467668546759245,1,0,-0.4902797934380587,0
706,0,2,0,0.7157298737896813,0,0,-0.12491978668775715,0
707,1,2,1,1.1774559780622693,0,0,-0.3766033765200472,0
708,1,1,0,0.9465929259259753,0,0,-0.11913106412161445,0
709,1,1,1,-0.5924940883159844,0,0,2.4029901895877646,0
710,1,3,0,5.441216717002968e-05,1,1,-0.3414522396297103,1
711,1,1,1,-0.43858538689178844,0,0,0.3483299278831318,1
712,0,1,0,5.441216717002968e-05,0,0,-0.11384570873513637,0
713,1,1,0,1.4083190301985633,1,0,0.39858208016340624,0
714,0,3,0,-0.05381363333129851,0,0,-0.457478374542396,0
715,0,2,0,1.7161364330469553,0,0,-0.3866707201133388,0
716,0,3,0,-0.8233571404522784,0,0,-0.494391296561559,0
717,1,1,1,0.6387755230775833,0,0,3.9327230485884233,1
718,1,2,1,-0.20772233475549448,0,0,-0.43700743807979686,0
719,0,3,0,5.441216717002968e-05,0,0,-0.3363340021468808,2
720,0,3,0,0.25400376951709347,0,0,-0.4918744606632361,0
721,1,2,1,-1.8237636997095523,0,1,0.016023023618325298,0
722,0,3,0,-0.9772658418764744,1,0,-0.5063875431873253,0
723,0,2,0,0.3309581202291914,0,0,-0.3866707201133388,0
724,0,2,0,1.5622277316227593,0,0,-0.3866707201133388,0
725,1,1,0,-0.20772233475549448,1,0,0.4207302360686478,0
726,0,3,0,-0.7464027897401804,0,0,-0.47400492578514347,0
727,1,2,1,0.02314071738079948,3,0,-0.22559322262067316,0
728,1,3,1,5.441216717002968e-05,0,0,-0.4926295114327329,2
729,0,2,0,-0.36163103617969045,1,0,-0.12491978668775715,0
730,0,3,1,-0.36163103617969045,1,0,-0.4888542575852486,0
731,1,1,1,-0.05381363333129851,0,0,3.6067927997556075,0
732,0,3,0,-1.4389919461490623,0,0,-0.2701412180209885,1
733,0,2,0,5.441216717002968e-05,0,0,-0.6484216535389205,0
734,0,2,0,-0.5155397376038864,0,0,-0.3866707201133388,0
735,0,2,0,-0.5155397376038864,0,0,-0.3866707201133388,0
736,0,3,0,-0.0922908086873475,0,0,-0.32425318983493084,0
737,0,3,1,1.4083190301985633,1,3,0.04370821849987721,0
738,1,1,0,0.4079124709412894,0,0,9.667166525013505,1
739,0,3,0,5.441216717002968e-05,0,0,-0.4894421904510968,0
740,0,3,0,5.441216717002968e-05,0,0,-0.4894421904510968,0
741,1,1,0,5.441216717002968e-05,0,0,-0.04438103794142432,0
742,0,1,0,0.4848668216533874,1,0,0.9391984311231651,0
743,1,1,1,-0.6694484390280824,2,2,4.634416897040849,1
744,0,3,0,-0.43858538689178844,1,0,-0.32425318983493084,0
745,1,3,0,0.10009506809289746,0,0,-0.4888542575852486,0
746,0,1,0,3.1013147458647192,1,1,0.7811411367084872,0
747,0,3,0,-1.0542201925885724,1,1,-0.24069423801061057,0
748,1,2,1,0.02314071738079948,0,0,-0.3866707201133388,0
749,0,1,0,-0.8233571404522784,1,0,0.4207302360686478,0
750,0,3,0,0.10009506809289746,0,0,-0.49237782784290063,2
751,1,2,1,-1.9776724011337483,1,1,-0.18532384824750675,0
752,1,3,0,-1.8237636997095523,0,1,-0.397241430886295,0
753,0,3,0,0.25400376951709347,0,0,-0.45714212526638004,0
754,0,3,0,-0.5155397376038864,0,0,-0.4894421904510968,0
755,1,2,1,1.4083190301985633,1,2,0.6603330135889879,0
756,1,2,0,-2.2339303890050344,1,1,-0.35646868933346404,0
757,0,3,0,-0.13076798404339648,0,0,-0.49145565916975514,0
758,0,2,0,-0.9003114911643764,0,0,-0.41687275089321363,0
759,0,3,0,0.3309581202291914,0,0,-0.4863374216869257,0
760,1,1,1,0.25400376951709347,0,0,1.093228788100527,0
761,0,3,0,5.441216717002968e-05,0,0,-0.35646868933346404,0
762,0,3,0,0.8696385752138773,0,0,-0.5049620073345151,0
763,1,3,0,-0.7464027897401804,0,0,-0.5028639729296732,1
764,1,1,1,0.4848668216533874,1,2,1.7677408088510642,0
765,0,3,0,-1.0542201925885724,0,0,-0.4918744606632361,0
766,1,1,1,1.6391820823348573,1,0,0.921244330558889,0
767,0,1,0,5.441216717002968e-05,0,0,0.1489119590497745,1
768,0,3,1,0.06161789273684847,0,0,-0.49237782784290063,2
769,0,3,0,5.441216717002968e-05,1,0,-0.1621689579829361,2
770,0,3,0,0.17704941880499545,0,0,-0.4800453319411184,0
771,0,3,0,-0.43858538689178844,0,0,-0.45714212526638004,0
772,0,3,0,1.4083190301985633,0,0,-0.4902797934380587,0
773,0,2,1,2.100908186607445,0,0,-0.43700743807979686,0
774,0,3,0,5.441216717002968e-05,0,0,-0.5029485386158568,1
775,1,2,1,1.8700451344711513,1,3,-0.18532384824750675,0
776,0,3,0,-0.9003114911643764,0,0,-0.49237782784290063,0
777,0,3,0,5.441216717002968e-05,0,0,-0.49237782784290063,2
778,1,3,1,-1.9007180504216503,0,0,-0.397241430886295,0
779,0,3,0,5.441216717002968e-05,0,0,-0.4926295114327329,2
780,1,1,1,1.0235472766380733,0,1,3.6067927997556075,0
781,1,3,1,-1.2850832447248663,0,0,-0.5028639729296732,1
782,1,1,1,-0.9772658418764744,1,0,0.49925551609632224,0
783,0,1,0,-0.05381363333129851,0,0,-0.04438103794142432,0
784,0,3,0,5.441216717002968e-05,1,2,-0.17626323901354432,0
785,0,3,0,-0.36163103617969045,0,0,-0.5064721088735089,0
786,0,3,0,-0.36163103617969045,0,0,-0.5024451714361923,0
787,1,3,1,-0.9003114911643764,0,0,-0.4974960653257301,0
788,0,3,0,-1.6698549982853563,4,1,-0.06199888922968463,2
789,1,3,0,-2.2085354532700423,1,2,-0.23415046467497105,0
790,0,1,0,1.2544103287743673,0,0,0.9462455716384695,1
791,0,3,0,5.441216717002968e-05,0,0,-0.49237782784290063,2
792,0,2,0,-1.0542201925885724,0,0,-0.12491978668775715,0
793,0,3,1,5.441216717002968e-05,8,2,0.7519458402879414,0
794,0,1,0,5.441216717002968e-05,0,0,-0.030371322596999754,1
795,0,3,0,-0.36163103617969045,0,0,-0.4894421904510968,0
796,0,2,0,0.7157298737896813,0,0,-0.3866707201133388,0
797,1,1,1,1.4852733809106613,0,0,-0.1263453225405672,0
798,1,3,1,0.10009506809289746,0,0,-0.4735861242916626,0
799,0,3,0,0.02314071738079948,0,0,-0.5028639729296732,1
800,0,3,1,0.02314071738079948,1,1,-0.1621689579829361,0
801,0,2,0,0.3309581202291914,0,0,-0.3866707201133388,0
802,1,2,1,0.10009506809289746,1,1,-0.11988611489111134,0
803,1,1,0,-1.4389919461490623,1,2,1.7677408088510642,0
804,1,3,0,-2.253168976683059,0,1,-0.47694056317694733,1
805,1,3,0,-0.20772233475549448,0,0,-0.5079822104125026,0
806,0,3,0,0.10009506809289746,0,0,-0.4918744606632361,0
807,0,1,0,0.7157298737896813,0,0,-0.6484216535389205,0
808,0,3,1,-0.9003114911643764,0,0,-0.4918744606632361,0
809,0,2,0,0.7157298737896813,0,0,-0.3866707201133388,0
810,1,1,1,0.25400376951709347,1,0,0.4207302360686478,0
811,0,3,0,-0.28467668546759245,0,0,-0.4896093083547455,0
812,0,3,0,0.7157298737896813,0,0,-0.1621689579829361,0
813,0,2,0,0.4079124709412894,0,0,-0.43700743807979686,0
814,0,3,1,-1.8237636997095523,4,2,-0.01870931177853076,0
815,0,3,0,0.06161789273684847,0,0,-0.4863374216869257,0
816,0,1,0,5.441216717002968e-05,0,0,-0.6484216535389205,0
817,0,3,1,-0.5155397376038864,0,0,-0.4888542575852486,0
818,0,2,0,0.10009506809289746,1,1,0.09664633805084172,1
819,0,3,0,1.0235472766380733,0,0,-0.5185529211854588,0
820,0,3,0,-1.5159462968611603,3,2,-0.08666388103324908,0
821,1,1,1,1.7161364330469553,1,1,1.2341715984066093,0
822,1,3,0,-0.20772233475549448,0,0,-0.47400492578514347,0
823,0,1,0,0.6387755230775833,0,0,-0.6484216535389205,0
824,1,3,1,-0.20772233475549448,0,1,-0.397241430886295,0
825,0,3,0,-2.131581102557944,4,1,0.1506737441786005,0
826,0,3,0,5.441216717002968e-05,0,0,-0.5084855775921673,2
827,0,3,0,5.441216717002968e-05,0,0,0.48910360681684706,0
828,1,2,0,-2.2085354532700423,0,2,0.09664633805084172,1
829,1,3,0,5.441216717002968e-05,0,0,-0.49237782784290063,2
830,1,1,1,2.4856799401679353,0,0,0.962353321387736,0
831,1,3,1,-1.1311745433006704,1,0,-0.3573908580066095,1
832,1,2,0,-2.221617692891099,1,1,-0.2708962687904854,0
