Id,OverallScore,Subject,MainText,SpamStatus,SubjectSpam,MainTextSpam
99_230256_4,10,Convenient App,Fast and convenient app to search for flights,0,0,0
99_230257_4,8,Kayak,Great app even for smaller regional airports ,0,0,0
99_230258_4,10,Great app,I use powerOne all the time whether for a simple conversion or working out mortgage payments for a new dream house Highly recommended ,0,0,0
99_230259_4,10,Best calculator ever ,A well engineered multipurpose calculator If the extensive template library doesn't have what you need you can easily create your own calculators without a steep learning curve As a repeat customer since the Palm handheld days I definitely consider this a great value Keep up the good work ,0,0,0
99_230261_4,10,Wonderful ,Very nice looking app ,0,0,0
99_230262_4,10,Too too cool ,My only complaint with this otherwise wonderful app is the absence of any warning for the bottomless hole in time this thing hides If you are not very careful you will fall into this hole which isn't marked in any fashion by a navigation tool that marks everything else and your family or friends may lose you Leave a note and tell them where you went and don't worry you'll meet thousands of new friends down in that hole Finally I wrote chatted with the guy who wrote this good man and thanks for this jewel ,0,0,0
99_230263_4,10,EXCELLENT APP,Best app in the entire world,0,0,0
99_230264_4,10,Good app,This app has helped me control my phones battery usage ,0,0,0
99_230265_4,10,Battery Doctor,It's easy to use Keeps the battery conditioned for sure ,0,0,0
99_230266_4,10,Great app,Does what you need Monitor the cops Learn the lingo,0,0,0
99_230267_4,10,Me,Great app but I agree needs more coverage ,0,0,0
99_230268_4,10,I love it ,I love it I wish there were more feeds,0,0,0
99_230269_4,10,Yup,Nothing like listening in on big brother ,0,0,0
99_230270_4,10,So cool,This is so cool I love how many different frequencies there are to listen to ,0,0,0
99_230271_4,10,Love this App,Good Job ,0,0,0
99_230272_4,10,Great app ,This app works wonders Scans come out very clear and easy to send items One of my most used apps ,0,0,0
99_230274_4,10,Great scanner,This is a great app ,0,0,0
99_230276_4,10,Awesome D ,Best replacement app if your laptop is broken ,0,0,0
99_230278_4,10,Amazing app,If u know how to use the app then it's perfect in every way it does what it's supposed to Worth every penny,0,0,0
99_230279_4,8,One of the best Apps I've found,Really does what it says provides an amazing view of the heavens above your head ,0,0,0
99_230280_4,10,No regrets,Worth every penny I spent ,0,0,0
99_230281_4,10,Amaizing APP WOW I love it,No words just I love it definetely 3 very good invested ,0,0,0
99_230282_4,10,Education,This is a great educational app for students especially the movies It provides a great visual for abstract content ,0,0,0
99_230283_4,10,Blows My Mind,I finally found my old 3D glasses and took a look at this app again WOW A thing of beauty Mesmerizing ,0,0,0
99_230284_4,10,Great App,I've purchased 4 different swing apps This one is by far the best Great buy ,0,0,0
99_230285_4,10,I love it,One of the best ones ,0,0,0
99_230286_4,10,Love it,Since signing up I've lost 10 lbs in 2 weeks it's great,0,0,0
99_230287_4,10,Best from the best Believe me I spend to much money on this kind of apps No regrets ,Best ,0,0,0
99_230288_4,10,Office manager,Really like this app It has been soo very helpful in tracking with everything instantly accessible It really is amazing Having previously worked in the weight loss industry for many years I know that this is the key to planning and losing weight I am doing well with both ,0,0,0
99_230289_4,10,Audiobooks well worth it ,Simple to use Works flawlessly Loads of books to choose from I'm a fan ,0,0,0
99_230290_4,10,Treasure Island,Really enjoyed this reading Much better in the car than the junk on the radio ,0,0,0
99_230291_4,8,ibooks,Nice presentation Of course the books come from Librivox and the quality varies according to the talents of the volunteers I have found that most of them read well ,0,0,0
99_230294_4,10,Great app ,Just got it I'm sure it will be used often ,0,0,0
99_230295_4,10,Great app ,Helps so much with meal planning and grocery shopping Cuts time off of both those activities ,0,0,0
99_230296_4,10,Frankie Sal ,A must have if you like to cook I think it is great Have tried a baked chicken wing recipe and was almost like deep fried I'm from Buffalo NY so I know Like being able to save Recipes in recipe box on the app Get this app ,0,0,0
99_230297_4,8,Great ,Can't figure out how to modify add delete the main recipe folders and titles in the recipe box Please explain ,0,0,0
99_230298_4,10,Awsome,This app is amazing It has helped me so many times ,0,0,0
99_230299_4,10,Get it,Great in every way ,0,0,0
99_230300_4,10,Love this app,I love the pro version well worth the money I use it way more than the other cooking apps I have purchased ,0,0,0
99_230301_4,10,Awesome,So much fun,0,0,0
99_230302_4,10,AMAZING,It is such a helpful app People of all abilities will love it to help improve and learn ,0,0,0
99_230305_4,10,Great app ,Helpful notations Wish the illustrations were a bit more defined ,0,0,0
99_230306_4,10,Very helpful,It's great for my anatomy class and I'm sure it'll be helpful in college,0,0,0
99_230307_4,10,Loved it,Well worth it Great tool for review and on the spur of the moment reference ,0,0,0
99_230309_4,8,PTA,Good basic muscle app worth the ,0,0,0
99_230312_4,10,Best gReader App I've Found,Excellent app integrates well with Google Reader A must have app on all of my iDevices ,0,0,0
99_230313_4,10,Mr,Love app easy to use,0,0,0
99_230314_4,8,Great,This product does what it says ,0,0,0
99_230315_4,10,Awesome ap,Very helpful in planning trip ,0,0,0
99_230316_4,10,Great app ,I love this app because it gives you lots of great ideas for your home ,0,0,0
99_230319_4,10,iPad tips Secrets,Nice ,0,0,0
99_230320_4,8,Great app,Did not give 5 stars because have found not all campgrounds are listed Sure is helpful though 99 5 of time Have used for gas reservations for camps restaurant locations low clearances Awesome ,0,0,0
99_230322_4,10,Great app ,I love it every one should have it,0,0,0
99_230323_4,10,Bingo,When I was a second grader I kept loosing on the game Bingo When I play it I'm a winner Thank yyy yyy ,0,0,0
99_230324_4,8,Great Application,This application has been a lifesaver It actually remotely sinks with both my IPhone and IPad I love it ,0,0,0
99_230325_4,10,Great App ,Great idea and it works great too ,0,0,0
99_230326_4,10,It is The Best,I love it now i can make people look fat and it is so easy,0,0,0
99_230327_4,10,Amazing,I live this app so much It is really really funny I used it on my whole family and they just started laughing It is really fun to use when u r bored ,0,0,0
99_230328_4,10,Perfect ,This is the best video editor ever I also like extras for iMovie but the only thing was that I wished I could cut out things people said that I didn't want Other than that I love it ,0,0,0
99_230330_4,10,Awesome,This app is very useful It helped me with things,0,0,0
99_230331_4,10,Thumbs up,This app is absolutely the best ,0,0,0
99_230332_4,10,Great ,The first app I ever bought and still one of my favorites ,0,0,0
99_230334_4,10,great app ,I love checking in to see the weather forecasts And it's such a beautiful perspective of our planet It takes me outside of my usual local mentality ,0,0,0
99_230336_4,8,Mercedez 5 14 yay,I think it's a fun and AWSOME game for kids under 12 years old ,0,0,0
99_230339_4,10,Its an AI people ,And the fact people are freaking about how real it is is why i give it a 5 It bases its replies off human replies so its very realistic but varies so much ,0,0,0
99_230340_4,10,Excellent ,Perfect ,0,0,0
99_230341_4,10,Please check you're haha grammar spelling hahaha I use this app everyday When we can I shield,The word and we listen to the word of the day and see if we know the meaning or something very close to it We find it to be an entertaining 'game' Sorry The first part of my review is in the title segment Bummer But CHEERS 5 STARS THE BEST RATING 10 stars no 11 Bbwwahahahahaha,0,0,0
99_230342_4,10,Cynthia's Soul,I'm so impressed with this App I tell everyone how it benefit teaches everyday ,0,0,0
99_230343_4,8,Super Useful,Great App to have around No more need to carry a Dictionary or Thesaurus ,0,0,0
99_230346_4,10,Great app ,Love this app because it helps me keep my finances in order Easy to use ,0,0,0
99_230347_4,10,Best App Ever ,I have already submitted a review when I first downloaded stating That this App is the best Well yesterday it proved itself I have a health condition and yesterday I had to go to the hospital I just emailed myself my list printed it and was able to give it to doctor Even the Nurses and Doctors were impressed There is one thing however that I think would make this App even better Add a COMMENT Area so you can write comments regarding yourself or the medications or whatever ,0,0,0
99_230349_4,10,Father of all sword games,Dis game Is amazing its 3D affect just adds da thrill of u being in da game ,0,0,0
99_230351_4,10,Sword of valor,Awesome graphics,0,0,0
99_230352_4,4,Very innacurate,Told me I was 31 when in 13 very sad app lowers self asteem lol don't get this app it is misleading and very inaccurate do not waste ur time,0,0,0
99_230353_4,10,Coooool app,Cooooool app ,0,0,0
99_230354_4,10,Good,It is cool but not on the right age ,0,0,0
99_230355_4,8,Fun,This app is a good time Fun at parties ,0,0,0
99_230356_4,10,Excellent ,Outstanding You will enjoy listening to podcats on this app ,0,0,0
99_230358_4,10,5 the best ,If the stars could higher I would rate them as so Want to be an orthopedic surgeon and this is the best app I've ever came across for learning the skeletal system I would recommend it to anyone from a surgical trainee to a high school A P student The best can't say it enough ,0,0,0
99_230359_4,10,Innovative ,Pretty clever app works well ,0,0,0
99_230361_4,10,Kitchen digest,This app is a great tool to have for just about all types of foodies ,0,0,0
99_230363_4,10,Great app,Must have,0,0,0
99_230364_4,10,Great app,I love this app on my phone and iPad too It's accurate and easy to add delete cities I love the graphics too,0,0,0
99_230365_4,10,Good ,Very nice ,0,0,0
99_230367_4,8,Nice,Great app and I live how it gives the sky look for the place I'm checking ,0,0,0
99_230368_4,10,Weather ,Weather app is awesome and very easy to use ,0,0,0
99_230369_4,10,Mr ,Very Very GOOD APP ,0,0,0
99_230371_4,10,Awesome ,This app is the best The screensavers are so mesmerizing and makes you think you are looking right outside I love it ,0,0,0
99_230372_4,10,Easy and fun,Beautiful display and lots of info instantly,0,0,0
99_230373_4,10,I like it Is accurate And high tech,Good I like it Is accurate And high tech,0,0,0
99_230374_4,10,Perfect App,Love the learning tool this app provides ,0,0,0
99_230376_4,10,My 4 yr old loves it ,My 4 yr old can't get enough ,0,0,0
99_230377_4,10,Fabulous,This has everything I wanted Craigslist to have but which they NEVER THOUGHT OF I love to be able to see the large size pics circle the ads I like and cross off the ones I have no interest in I haven't tried to upload a picture from my Ipad Hope it will do that Thanks to whoever developed this ap ,0,0,0
99_230378_4,10,Excellent App ,I love this app Easy to navigate and easy to post to One of my favorites ,0,0,0
99_230379_4,10,Beast,Im a rap artist because if this,0,0,0
99_230381_4,10,Great App ,This ap really is handy and fun ,0,0,0
99_230382_4,10,Awesome app ,Without this its literally impossible to play music on my Xbox Thanks Happy birthday ,0,0,0
99_230383_4,10,Great App ,Great way to keep up on your crossfit progress ,0,0,0
99_230384_4,10,Bob Renner,Excellent app easy to use can see where storms are developing and if they are coming You can play or do one frame at a time ,0,0,0
99_230385_4,8,Easy to use,Very nice radar app Easy to use,0,0,0
99_230386_4,10,Status Shuffle Rocks,Lots of topics something for everyone,0,0,0
99_230387_4,10,Love this app,awesome,0,0,0
99_230389_4,10,Owner,Great app ,0,0,0
99_230390_4,8,Backcountryelkhunter,Works great Maps are good better than my Garmin Default is the lowest cache amount so make sure you turn up the cache amount so you don't find yourself without any maps when you lose service Make sure you scout your area with the maps you want before hunting so it will cache your map area for when you lose service you still can use your cached maps Best 5 bucks spent for those who want a good hunting GPS ,0,0,0
99_230391_4,10,Love this app,I love this app it is really handy when u r out in the woods,0,0,0
99_230393_4,8,Needs Retina Support,I've been using Marine Traffic for years online and on my iPhone Downloaded the iPad app and it's as simple good thing as always and the content is great I only give it 4 stars because it needs Retina support which would make it excellent ,0,0,0
99_230394_4,10,Great App ,Love the app use it all the time to check shipping activity in Puget Sound Helpful whether on land or on the water ,0,0,0
99_230395_4,10,Neat app,Great app ,0,0,0
99_230396_4,10,Day one,Really like this app It is a very easy way to journal,0,0,0
99_230397_4,10,Nice little niche,I have Day One on both my iOS devices and my Mac It just works beautifully seamlessly and smoothly Add simple photo function and you'll rule the journal app world Five star ,0,0,0
99_230398_4,8,Great app ,This is cool app I've used before but no search function I need it much ,0,0,0
99_230400_4,10,Love it ,I have been a P 90 X client for some time now and love the workout With the P 90 X app I now have the option of taking my workout to the gym or with me when I travel Plus the nutrition journal makes it easier for me to keep track of what I eat during the day For me it is a great app Glad I purchased this app ,0,0,0
99_230402_4,10,Fun ,I love it it's fun to play on boring car rides ,0,0,0
99_230403_4,10,Great weather app,Great app for viewing weather ,0,0,0
99_230404_4,8,Good or Bad,It's as accurate as any weather forecaster who gets paid good money for often being 100 wrong So far this app has been close enough to allow me to dress appropriately so who cares about too much scientific input I just don't want to be carrying an umbrella when the sun is shining ,0,0,0
99_230405_4,10,Awesome ,Best CL app I've ever used by far ,0,0,0
99_230406_4,10,Good app ,Easy to use,0,0,0
99_230407_4,10,Awesome app ,Great Craigslist app,0,0,0
99_230408_4,10,Fantastico,Great little app to have on phone Handy for those spur of the moment shopping sprees And easy to use to list items also ,0,0,0
99_230409_4,2,Worst,I just want my money back ,0,0,0
99_230410_4,10,Ay yo ,Works yo ,0,0,0
99_230411_4,10,Instagram,Awesome ,0,0,0
99_230414_4,10,Amazing Must Have App,I am truly amazed at how well this app works the thing that stands out to me the most is the fact that when I am recording my voice for translation IT ACTUALLY UNDERSTANDS ME I have a very deep voice and I have never had any type of software that was able to take what I said and convert it to the correct version I am very very very pleased with this app you should get it ,0,0,0
99_230415_4,8,Nice,The adjustments in Snapseed are very good and it's simple to learn and use However I'm not a fan The tools are very specific purpose and I find myself constantly moving back and forth from one limited purpose tool to another If you like a good sample of adjustments presented at one time in one place and on screen at all times Snapseed may not be what you're looking for ,0,0,0
99_230417_4,10,Yup,Solid but weird volume settings ,0,0,0
99_230418_4,10,Alarm Clock Review,Even better than the real thing ,0,0,0
99_230419_4,10,Fantastic app ,I was looking for a good nightstand application and instead found a great app Separate alarms separate days wake to music slide dimmer All around great app ,0,0,0
99_230420_4,10,PIMP,Awesome app ,0,0,0
99_230421_4,8,Na,Very handy makes a workout possible anytime ,0,0,0
99_230422_4,10,Really Great ,Really Great ,0,0,0
99_230423_4,10,Scan,This is so very helpful I like it a lot ,0,0,0
99_230424_4,10,Best lab reference ever ,I am a nursing student and this lab reference is the best I have ever seen or used It has helped me understand the labs so much I highly recommend the app ,0,0,0
99_230425_4,8,RN,Very helpful for the home health nurse in the field ,0,0,0
99_230427_4,10,five star,i realy like app,0,0,0
99_230428_4,10,Awsome app,The app is probably the best music app on the app store ,0,0,0
99_230429_4,10,Amazing ,I use this app every day i love it i dont no what i do without it,0,0,0
99_230430_4,8,Review,Love,0,0,0
99_230431_4,10,D,Guud,0,0,0
99_230432_4,10,Amazing app ,Go to mp 3 skull com One of my favorite apps ,0,0,0
99_230433_4,10,This app,I love this app Music on top of music ,0,0,0
99_230434_4,8,Great ,Very practical easy and for all music lovers ,0,0,0
99_230435_4,10,Radar,Love this app I use it often and it is dependable ,0,0,0
99_230438_4,10,Great ,Gives hourly weather for the day too ,0,0,0
99_230439_4,10,Great ,Really good ,0,0,0
99_230440_4,10,Nice,Good App,0,0,0
99_230441_4,10,Reminders,Best one so far thanks,0,0,0
99_230443_4,8,Look Up ,One of my favorite apps ,0,0,0
99_230444_4,10,So cool ,I love laying in bed at night an watching the stars Almost as cool as the real thing living in the city ,0,0,0
99_230445_4,10,Really love this app,This is a great site love the stars Now I can see them in the daytime too ,0,0,0
99_230446_4,10,Fun app,This is a very useful tool when posting animal that I have up for adoption ,0,0,0
99_230447_4,10,Essential,A must have for students or anyone who wants to improve their word power ,0,0,0
99_230448_4,10,Funny ,Funny ,0,0,0
99_230449_4,10,Lots of fun,Neat app,0,0,0
99_230450_4,8,Oldify,So fun funny love it Did it with friends and family so funny and old LOL,0,0,0
99_230451_4,10,Epic app,This app rules,0,0,0
99_230452_4,10,This is amazing,It guesses is every time Got all of one direction even Cher Lloyd I love this app ,0,0,0
99_230453_4,8,Works as promised,Great app for news on demand No wasted screens to navigate through Would give it 5th star if there was a button to close the app Love NPR ,0,0,0
99_230455_4,10,Great ,But make more apps People apple does not allow to open all apps directly only if the developer of app make it in code The launch of apps without safari is not possible An some apps possible but still not faster ,0,0,0
99_230456_4,10,JFanatic,Best shoe app ever Correct dates and prices Let's me know every thing about the shoe ,0,0,0
99_230457_4,10,J23,This app is the best app ever,0,0,0
99_230459_4,8,ABC1,This game is the best,0,0,0
99_230460_4,10,Frames,Lovee them 3,0,0,0
99_230461_4,8,Best,Love it Keeps me occupied while i have d time to wait,0,0,0
99_230462_4,10,Like,Like ,0,0,0
99_230463_4,10,Nice budgeting app,This helps me keep track of all my budgets that I've set up groceries gas rent etc and also has tons of graphs that compare my income vs expenses Very easy to use and it's already helping me save my money ,0,0,0
99_230464_4,8,Really like it,Just wish I knew how to center the text ,0,0,0
99_230465_4,10,Best thing ever,Its kewl,0,0,0
99_230466_4,10,Birthdays,Love this app don't let me forget Birthdays ,0,0,0
99_230468_4,10,I can't believe this works so well,I never have to take a foreign language class again ,0,0,0
99_230469_4,8,ITranslator 1 0,Itranslater 1 0 is a good app but sometimes it dose't work out as you plan it to that is why I only rate it 4 stars rather than 5,0,0,0
99_230470_4,8,NCLEX,Very helpful ,0,0,0
99_230471_4,10,Very effective tool,Great ,0,0,0
99_230472_4,10,Good,Best app I ever had,0,0,0
99_230473_4,10,Amazing ,I absolutely love this app ,0,0,0
99_230475_4,10,Great app but ,It needs a few things like some more cheats and another game mode Zombies or instead just call it walking dead syndrome superb app though,0,0,0
99_230476_4,10,Great game,5 stars ,0,0,0
99_230477_4,10,Outstanding ,Best game on the i phone ,0,0,0
99_230478_4,10,I love it,Its so funny i love this,0,0,0
99_230480_4,10,Awesome,Many options easy to use show it off on instagram and Facebook ,0,0,0
99_230482_4,10,SongPop,Amazing game It's so much fun and I'm totally addicted Highly recommend it for everyone ,0,0,0
99_230483_4,10,Thecentralscrutinizer,Daddy like ,0,0,0
99_230484_4,8,Well ,I love this app Its so easy to learn how to use it and its very easy to understand The only thing I don't like is that if you choose the option to show what the temp feels like you can't see what the temp actually is I would love to be able to see both at the same time ,0,0,0
99_230486_4,10,Perfect ,Takes a minute to get use to it But with a snake draft It is the perfect app Loved it and was happy with my picks Didn't have to turn pages on a magazine to find my next pick ,0,0,0
99_230487_4,10,Great app,Cant go wrong,0,0,0
99_230488_4,10,I love this app ,Very fun Love it ,0,0,0
99_230489_4,8,good,nice app beautiful,0,0,0
99_230490_4,8,Best available,But i wish u could use it offline,0,0,0
99_230491_4,10,Great app,Best,0,0,0
99_230492_4,10,pow,amazing if only some was free,0,0,0
99_230493_4,10,Love,We always use this app as we are always looking for great places to eat We don't cook a lot so we look for variety in the places we try This app never disappoints ,0,0,0
99_230495_4,10,Great App,Very useful no complaints ,0,0,0
99_230496_4,10,Miller,This app is very helpful in my line of business ,0,0,0
99_230497_4,10,Great app,Great app Use it all the time ,0,0,0
99_230498_4,8,Alright,It is alright ,0,0,0
99_230499_4,6,Yelp ,I use my Yelp app daily and frequently for everything Love it Only gave 4 stars because of the loss in functionality Why can't I publish reviews with app why don't we earn open table points using app ,0,0,0
99_230500_4,8,Translator,Lots of fun Great learning tool m,0,0,0
99_230501_4,10,Shawn's I phone,Very easy to use ,0,0,0
99_230502_4,10,Amazing app Love it ,Best app ,0,0,0
99_230503_4,10,Good app,Very detailed gps even tracks laps at my local park,0,0,0
99_230504_4,10,Don't know,I can't find the clipboard once I save a word to it If anyone knows how to find saved words let me know through the review Otherwise great app ,0,0,0
99_230506_4,10,Excellent,Great app I use it over and over again ,0,0,0
99_230507_4,10,Awesome,It would be even better if you could drive an airplane ,0,0,0
99_230508_4,10,Omg,Best app ever,0,0,0
99_230509_4,10,Using for years,Love this site it nails every question I have ever asked very helpful and resourceful once I found i could download this app for my phone it made it so much more convienant for us my family goes by it and we love it ,0,0,0
99_230512_4,10,Amazing,We use open table all the time Love this app ,0,0,0
99_230513_4,10,Luv it ,This app is the best so helpful,0,0,0
99_230514_4,10,Must have,Great app definitely very useful ,0,0,0
99_230515_4,10,Great perfect,Great perfect love it,0,0,0
99_230517_4,10,Fantastic ,Mint is a great way to get control of your finances It really helps you reign in your spending and makes you aware of what you spend your money on I love the trending charts ,0,0,0
99_230519_4,10,Love it,Makes reading even more fun when you get rewards Love the convenience of downloading a book and being able to read on my phone iPad and computer Extra bonus it's free ,0,0,0
99_230520_4,10,Yay,Free books Love it,0,0,0
99_230521_4,10,Great ,Syncing is a bit tricky at first but otherwise wonderful Reading interface is fab ,0,0,0
99_230523_4,8,Rate app,Seems cool,0,0,0
99_230524_4,10,AWSOME,AWSOME cool,0,0,0
99_230525_4,10,Sk0 t,Incredible ,0,0,0
99_230529_4,10,Great site ,Love this site So much info at your fingertips Watched a video on a procedure prior to surgery and it was comforting Thanks ,0,0,0
99_230531_4,10,I use it all the time ,As an author I definitely nee something like this on the go It's nice not having to wait until I get home to type the next chapter of my book and I don't have to carry around my binder full of notebook paper This is amazing ad extremely convenient ,0,0,0
99_230532_4,10,LOVE,Defiantly my most used app I stay on it constantly ,0,0,0
99_230533_4,10,Amazing Awesome ,U can read books and u don't even need wifi I luv it U can also post books that u wrote your self,0,0,0
99_230535_4,10,Close to perfect ,A great app at hands reach The pronunciation button is a useful tool when unsure of the proper pronunciation of a word Also multiple definitions are given to insure you are using the word in its true context ,0,0,0
99_230536_4,10,Great,This is da best app eva,0,0,0
99_230537_4,10,Wonderful reader ,By the end of the story I wanted to meet the reader Why a great app ,0,0,0
99_230538_4,8,Wonderful,This app is great for road trips The kids can listen to their music and I can put on headphones and listen to my books ,0,0,0
99_230539_4,10,USAA Rocks ,I LOVE this app super easy interface and I use it ALL the time ,0,0,0
99_230541_4,8,Awasome,I think it is a great app,0,0,0
99_230542_4,10,Ayomide,It's the best,0,0,0
99_230543_4,10,Great for travel,Helps me lots when I'm on the road a spending nights away from home Helps me get stay sleeping ,0,0,0
99_230545_4,10,1 Pager simple straightforward,Thanks for the thought effort that went into creating this app Very handy for those of us that love the outdoors natures transitions ,0,0,0
99_230546_4,10,Great App,I think it is very helpful to me being a first semester nursing student I believe it will help me in level two with applying knowledge to diseases ,0,0,0
99_230548_4,10,Great Worked well ,Loved it ,0,0,0
99_230549_4,8,Works well,Easy to use I wished it was able to determine what hole you were on ,0,0,0
99_230550_4,10,Great app,Very easy to use,0,0,0
99_230551_4,10,Better than the others,I recently used this app during Hurricane Isaac This app refreshed faster and was much more reliable than the other two with the big websites Get it You may need it when it counts I did ,0,0,0
99_230552_4,10,Use it often ,Travel all d Eastern us and use this frequently to stay abreast of weather conditions,0,0,0
99_230553_4,10,Thank you,I've used several flashcard aps in the past and this is by far the best ,0,0,0
99_230554_4,10,LOVE IT ,Good job ,0,0,0
99_230555_4,6,Well ok,This app is good but very confusing and hard to navigate at first The review sheet doesn't make any sense but good app overall,0,0,0
99_230556_4,8,Commuter,Very nice Better if map would center on my location automatically when I trim app on ,0,0,0
99_230557_4,10,Works as advertised,Accurate and easy to use I highly recommend it ,0,0,0
99_230558_4,10,Getting paid sooner,I love this app No more waiting for checks in the mail I can take credit cards immediately Good pricing too,0,0,0
99_230560_4,10,Great ,At first I thought it wouldn't work but after using it I have realized that it does work ,0,0,0
99_230561_4,10,Great app,My favorite app It really works You must try it ,0,0,0
99_230562_4,10,Great app,Loved it,0,0,0
99_230563_4,10,Relaxation,Very relaxing voice I love it ,0,0,0
99_230564_4,8,Thank you,Helps me relax and shake off stress,0,0,0
99_230565_4,8,It's iight ,Coooool,0,0,0
99_230566_4,6,Yay,Good app,0,0,0
99_230569_4,10,Amazing App ,that's all amazing awesome pretty cool love it ,0,0,0
99_230570_4,10,Love it ,Always get great comments about my photo editing Thanks so much ,0,0,0
99_230571_4,10,Reviews,This is such an awesome app to use if you want to communicate in a fun way I recommend this app to you ,0,0,0
99_230572_4,10,Good times ,Funny and informative ,0,0,0
99_230573_4,8,Easy App,Great for uploading receipts on the go Easier than reconciling on the computer ,0,0,0
99_230577_4,10,Awesome ,The app is great Whoever created the app for the post office did a wonderful job ,0,0,0
99_230579_4,10,Finding my way,Still old school and use a map and compass I do like to use this app when I have gone hiking in the mountains So far it has done what I wanted and finding more applications with the app that I like ,0,0,0
99_230580_4,10,Compass,Very good ,0,0,0
99_230582_4,8,Nice app,Cool tool Works fast Smooth Boring backgrounds And it would be mice to be able to it the compass rose for a better look But all in all very nice app Thanks ,0,0,0
99_230583_4,10,Superb ,Great way to save Thank u,0,0,0
99_230584_4,8,Great app,Great app Wish the instant deals were more varied but otherwise great deals to be had ,0,0,0
99_230585_4,10,Just plain good,Simply put Just plain good ,0,0,0
99_230586_4,8,Awesome ,Would totally give 5 stars if u didn't have to use the app by itself send from there Would be nice to be able to choose app from inside text message or email Can u work on that ,0,0,0
99_230589_4,6,It works,Very cool app it does what it saids,0,0,0
99_230590_4,10,Great app ,Love being able to work on my phone or laptop My family tree is always up to date ,0,0,0
99_230591_4,10,Great app,Using for a few days now Easy to navigate and understand Love it Hope it stays free ,0,0,0
99_230592_4,10,Addictive,This app is great but don't start with it unless you have plenty of time it is addictive ,0,0,0
99_230594_4,10,Awesome,Best App Ever Made ,0,0,0
99_230595_4,10,Dope AF,Always a big help love your video of the venese beach wax king selection,0,0,0
99_230596_4,10,Best,Love this app ,0,0,0
99_230597_4,10,Awesome App,Love this App Gives you locations and deals and everything you need Definitely amazing ,0,0,0
99_230598_4,10,Muy buena ,Excelente aplicacion ,0,0,0
99_230599_4,2,Apps,Stupid app,0,0,0
99_230600_4,8,Nice app ,The concept is very interesting For the most part it's very accurate at recognizing your hand written numbers and operators entered for calculation I would definitely recommend it ,0,0,0
99_230601_4,10,Groupon,LOVE IT From excursion with the kids to experiencing new eateries I've save a lot of money I try and take advantage of the huge savings on massages and good It's AWESOME ,0,0,0
99_230602_4,10,Groupon,This is huge,0,0,0
99_230603_4,10,LuV iT ,Helps with the hard to find SoNGs ,0,0,0
99_230604_4,10,Almost deleted,So glad I open it b4 I did ,0,0,0
99_230605_4,10,Tickled Pink,This is one of my very FAVORITE apps I tell everyone I know about it If you are a music lover you'll love it I really like that it even gives the lyrics to the song shows other songs music by the same musician s Our children love it too It's great Thank you,0,0,0
99_230606_4,10,Fantastic ,Just great I like Shazam too but don't always want my friends to know the cheesy songs I'm looking up I choose this one ,0,0,0
99_230607_4,10,Love this app ,I love this app ,0,0,0
99_230608_4,8,Great App,This app works very well ,0,0,0
99_230609_4,10,HWHBYSI On TV,Great App ,0,0,0
99_230611_4,8,Fantastic,I would of given it a 5 if I could pin on Pinterest from it ,0,0,0
99_230612_4,10,Awesome ,This is so amazing awesome it's everything to me ,0,0,0
99_230614_4,10,Great,Audiobooks and e books from the library this app is wonderful ,0,0,0
99_230615_4,10,Like it,It's amazing app ,0,0,0
99_230616_4,10,Very good,These program it's very good one,0,0,0
99_230617_4,8,Good app,Love it ,0,0,0
99_230618_4,8,Nook Review,Live my Nook It's the best ,0,0,0
99_230619_4,8,ms,Best reading app by far Love the NOOK reading app on my iPad Thanks for a great reading app ,0,0,0
99_230620_4,10,Apple app storw,A ,0,0,0
99_230621_4,10,So Awesome,This app works like a charm Don't have to spend the extra time finding an available associate ,0,0,0
99_230623_4,10,Great app very friendly layout on the iPhone,Please read the instructions to make sure your school is on the list for this app It seems like everyone who marked this app poorly because they couldn't log in didn't bother to read the instructions It clearly states your school's system must be enabled for this app to work ,0,0,0
99_230624_4,10,oh yeah ,Family Guy AND South Park I'm lovin this app ,0,0,0
99_230625_4,8,Please make speaker button more accessible ,Great app Just need a more accessible speaker button ,0,0,0
99_230626_4,10,Great app ,It's like a mix of texting and talking but better I love it ,0,0,0
99_230627_4,10,La Laa Laa Love iit ' ,Easy way to get in contact with people,0,0,0
99_230628_4,10,Everyday use ,A must have best in it's class if it had real peers ,0,0,0
99_230629_4,10,Very satisfied with this app ,Worth it ,0,0,0
99_230630_4,10,This app is awesome ,I don't lie ,0,0,0
99_230631_4,10,Great listens,I love having my books with my everywhere I go ,0,0,0
99_230632_4,8,Thanks Handy peace of mind,I was on plaquenil for years and check my color perception regularly This is appreciated ,0,0,0
99_230633_4,8,Cool,I think it's cool,0,0,0
99_230634_4,2,Lame,Deleted in less than 5 minutes,0,0,0
99_230635_4,10,The Brightest Flashlight,Awesome I give this app a 10 I use this flashlight all the time It has helped me even during the day trying to find things in the darkest places100 totally wonderful,0,0,0
99_230636_4,10,Me,Love this saves me from having to turn on light using settings I use it all the time ,0,0,0
99_230637_4,10,Help,Ok I really like this app I just cant find where all of the ringtones are saved to,0,0,0
99_230638_4,10,Make my life soooooooo easy ,Must have ,0,0,0
99_230639_4,10,Best app,The first and best app for parking rates at any place What a life saver The most useful app ,0,0,0
99_230640_4,8,Vevo,Its great But can u put some robert downey jr music Pleaseee ,0,0,0
