FeedbackID,CategoryID,WebAppID,Datetime,ContactName,Subject,Rating,OverallScore,MainText,Status,SpamStatus,Remarks,ContactEmail,MainTextCleaned,SubjectCleaned
1844,2,99,2019-12-04 16:44:01,,Horrible,1,4,"The Evernote desktop version effectively ruined my windows 7 computer and brought to a halt my MS Office especially outlook  Still trying to repair the effects of this program Sadly haven't even got to really use the program   If you use a Mac then maybe no issues, but it was a bad purchase for this windows computer user",0,0,M_159 AppID: Not stated Src: RE2014_app_and_play_store_apps,,The Evernote desktop version effectively ruined my windows 7 computer and brought to a halt my MS Office especially outlook Still trying to repair the effects of this program Sadly haven't even got to really use the program If you use a Mac then maybe no issues but it was a bad purchase for this windows computer user,Horrible
1845,2,99,2019-12-04 16:44:01,,Crashes!!!,1,4,This app keeps crashing as its loading my document Im a student in college using my iPad and this is not very good considering this is my book file,0,0,M_160 AppID: Not stated Src: RE2014_app_and_play_store_apps,,This app keeps crashing as its loading my document Im a student in college using my iPad and this is not very good considering this is my book file,Crashes 
1846,2,99,2019-12-04 16:44:01,,Select allwhat the hell happened to that basic functionality??,1,4,Seriouslywhy did select all functionality no longer available on everything?! (For most apple app) If i need to upload 500 imagesi have to check those 500 images one-by-one!?!,0,0,M_161 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Seriouslywhy did select all functionality no longer available on everything For most apple app If i need to upload 500 imagesi have to check those 500 images one by one ,Select allwhat the hell happened to that basic functionality 
1847,2,99,2019-12-04 16:44:01,,"Good design, but buggy",3,12,"The layout is very clean but it fails to load editing settings or feedback components It has potential, but is still buggy",0,0,M_162 AppID: Not stated Src: RE2014_app_and_play_store_apps,,The layout is very clean but it fails to load editing settings or feedback components It has potential but is still buggy,Good design but buggy
1848,2,99,2019-12-04 16:44:01,,problem discovery,4,16,"Disapointed	Developer pls optimize it for galaxy grand duo., and hope in modern combat 5 its comopatible with this grand duo too., not all can buy  high n phones all the time. Im really a fan of Modern Combat. Pls update and optimize it and il giv 5 star",0,0,M_163 AppID: #9_Modern Combat 4 Zero Hour Src: PlayStore_Random,,Disapointed Developer pls optimize it for galaxy grand duo and hope in modern combat 5 its comopatible with this grand duo too not all can buy high n phones all the time Im really a fan of Modern Combat Pls update and optimize it and il giv 5 star,problem discovery
1849,2,99,2019-12-04 16:44:01,,problem discovery,1,4,No good.	It will let me make them but I can't share them to anything like Instagram!! :(( please fix this soon.,0,0,M_164 AppID: #2_flipagram Src: PlayStore_Random,,No good It will let me make them but I can't share them to anything like Instagram please fix this soon ,problem discovery
1850,2,99,2019-12-04 16:44:01,,Evernote,4,16,"Overall good maneuverability Love the connectivity I hate how hard iris to put different notes into different notebooks, though!",0,0,M_165 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Overall good maneuverability Love the connectivity I hate how hard iris to put different notes into different notebooks though ,Evernote
1851,2,99,2019-12-04 16:44:01,,problem discovery,3,12,How about an English version?,0,0,M_166 AppID: #6_MomentCam Src: PlayStore_Random,,How about an English version ,problem discovery
1852,2,99,2019-12-04 16:44:01,,Total Disappointment,1,4,Major sync failure! You put documents at work and go home and sync again only to find none of them are there Other times when they are actually synced you can't open them! I'm deleting it,0,0,M_167 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Major sync failure You put documents at work and go home and sync again only to find none of them are there Other times when they are actually synced you can't open them I'm deleting it,Total Disappointment
1853,2,99,2019-12-04 16:44:01,,problem discovery,2,8,NO	Fix the comments!,0,0,M_168 AppID: Not stated Src: RE2014_app_and_play_store_apps,,NO Fix the comments ,problem discovery
1854,2,99,2019-12-04 16:44:01,,App taking to much memory,3,12,"Does anyone else have their Dropbox app, not the site, increasing in memory even without any favorite files??? Have to erase app once every 2 weeks!!!",0,0,M_169 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Does anyone else have their Dropbox app not the site increasing in memory even without any favorite files Have to erase app once every 2 weeks ,App taking to much memory
1855,2,99,2019-12-04 16:44:01,,Not so useful any more,1,4,With the latest update you can no longer download ePub files to iBooks The option to download is grayed out Looks like I will be moving over to google docs or something else,0,0,M_170 AppID: Not stated Src: RE2014_app_and_play_store_apps,,With the latest update you can no longer download ePub files to iBooks The option to download is grayed out Looks like I will be moving over to google docs or something else,Not so useful any more
1856,2,99,2019-12-04 16:44:01,,problem discovery,4,16,great way to save favourite things	love it but constant emails irritating,0,0,M_171 AppID: Not stated Src: RE2014_app_and_play_store_apps,,great way to save favourite things love it but constant emails irritating,problem discovery
1857,2,99,2019-12-04 16:44:01,,New update problem,2,8,"Every time I log on to my TripAdvisor account through Facebook on my iPod Touch, it crashes I am only able to sign in through my Facebook, but it won't let me in This glitch needs to be fixed",0,0,M_172 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Every time I log on to my TripAdvisor account through Facebook on my iPod Touch it crashes I am only able to sign in through my Facebook but it won't let me in This glitch needs to be fixed,New update problem
1858,2,99,2019-12-04 16:44:01,,problem discovery,4,16,Good	Its good but can u get me a layout of 11 pictutes coz we have a grup of 11 members and we need to use it as the icon can u add the same as soon as possible,0,0,M_173 AppID: #10_Fotocollage Bildbearbeitung Src: PlayStore_Random,,Good Its good but can u get me a layout of 11 pictutes coz we have a grup of 11 members and we need to use it as the icon can u add the same as soon as possible,problem discovery
1859,2,99,2019-12-04 16:44:01,,Scanner,2,8,"It's great when it works, the app disconnects frequently.",0,0,M_174 AppID: 356336433 Src: AppStore_Random,,It's great when it works the app disconnects frequently ,Scanner
1860,2,99,2019-12-04 16:44:01,,Please patch for future updates,3,12,"In a previous version, if the user was looking at pictures and suspended the app it would leave it right where they were upon restarting the app Now the app completely refreshes at start up, which gets annoying sometimes Also its more cumbersome to swipe through images since it's only responsive on the top half of the screen instead of the whole screen",0,0,M_175 AppID: Not stated Src: RE2014_app_and_play_store_apps,,In a previous version if the user was looking at pictures and suspended the app it would leave it right where they were upon restarting the app Now the app completely refreshes at start up which gets annoying sometimes Also its more cumbersome to swipe through images since it's only responsive on the top half of the screen instead of the whole screen,Please patch for future updates
1861,2,99,2019-12-04 16:44:01,,problem discovery,5,20,Fix some prblms,0,0,M_176 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Fix some prblms,problem discovery
1862,2,99,2019-12-04 16:44:01,,problem discovery,2,8,Full stars if completely downloaded	Not downloading properly although full netwrk excess,0,0,M_177 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Full stars if completely downloaded Not downloading properly although full netwrk excess,problem discovery
1863,2,99,2019-12-04 16:44:01,,Crashes when I select INFO?,4,16,This is a very beautiful app and worthy of ever cent. The only thing is my app crashes every time I try to select for info for a planet. Maybe it is because the brand new iOS 4. NEEDS AN UPDATE!!!,0,0,M_178 AppID: 347546771 Src: AppStore_Random,,This is a very beautiful app and worthy of ever cent The only thing is my app crashes every time I try to select for info for a planet Maybe it is because the brand new iOS 4 NEEDS AN UPDATE ,Crashes when I select INFO 
1864,2,99,2019-12-04 16:44:01,,Worst app I've seen for a major site,2,8,"This app is horrible in my experience Takes forever to load, and search and filter options either partially or entirely fail I've gone back to using the TripAdvisor website through my browser",0,0,M_179 AppID: Not stated Src: RE2014_app_and_play_store_apps,,This app is horrible in my experience Takes forever to load and search and filter options either partially or entirely fail I've gone back to using the TripAdvisor website through my browser,Worst app I've seen for a major site
1865,2,99,2019-12-04 16:44:01,,Hotels in NC,2,8,Not showing or even suggesting located areas,0,0,M_180 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Not showing or even suggesting located areas,Hotels in NC
1866,2,99,2019-12-04 16:44:01,,Crashes with bad connection,2,8,"Crashes if my connection is spotty, completely useless",0,0,M_181 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Crashes if my connection is spotty completely useless,Crashes with bad connection
1867,2,99,2019-12-04 16:44:01,,problem discovery,2,8,"Fare	Still having problems, I got foreclosed on like 20 times last night and still aren't able to change my password or access my boards, it's as if my Pinterest has been compromised!)- please fix this issue so that I can get back into enjoying my Pinning Thx Pinterest!",0,0,M_182 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Fare Still having problems I got foreclosed on like 20 times last night and still aren't able to change my password or access my boards it's as if my Pinterest has been compromised please fix this issue so that I can get back into enjoying my Pinning Thx Pinterest ,problem discovery
1868,2,99,2019-12-04 16:44:01,,Great app for finding local gems,5,20,"We really enjoy this app while traveling When you're on the road and you're ready to stop to eat, this is a great app to find a good place We have found some really good places to eat that we would not have known about Having a map to get you there also helps 

One small issue I have is that when you ask what's near you, or when you use a filter, not everything shows up  An example is that I was trying to find info on a brew pub near our motel  It didn't show up on the map and when I asked for pubs near my current location it didn't show up in the search  But, when I searched by name, there was the pub and reviews",0,0,M_183 AppID: Not stated Src: RE2014_app_and_play_store_apps,,We really enjoy this app while traveling When you're on the road and you're ready to stop to eat this is a great app to find a good place We have found some really good places to eat that we would not have known about Having a map to get you there also helps One small issue I have is that when you ask what's near you or when you use a filter not everything shows up An example is that I was trying to find info on a brew pub near our motel It didn't show up on the map and when I asked for pubs near my current location it didn't show up in the search But when I searched by name there was the pub and reviews,Great app for finding local gems
1869,2,99,2019-12-04 16:44:01,,Problems Viewing PDF on iPad,5,20,I updated the dropbox app on my iPad and can't view any of my PDF files Viewing wasn't a problem before the update Help?,0,0,M_184 AppID: Not stated Src: RE2014_app_and_play_store_apps,,I updated the dropbox app on my iPad and can't view any of my PDF files Viewing wasn't a problem before the update Help ,Problems Viewing PDF on iPad
1870,2,99,2019-12-04 16:44:01,,Please Help,4,16,"Hi Fox, would you help me out with my Fox News app, It's as ""frozen"" as ice. I can not even write to you except through this review. This is the 1st. time it's happened with Fox for me so I'm leaving 4 stars ;) TY in advance !! I'm on an iPod 4 with wifi.",0,0,M_185 AppID: 367623543 Src: AppStore_Random,,Hi Fox would you help me out with my Fox News app It's as frozen as ice I can not even write to you except through this review This is the 1st time it's happened with Fox for me so I'm leaving 4 stars TY in advance I'm on an iPod 4 with wifi ,Please Help
1871,2,99,2019-12-04 16:44:01,,Update 70,2,8,"Since the new update Dropbox freezes and blanks when viewing files, never did it before with the old os
Really annoying to what was a good product
Hope the powers that are responsible read this and provide a much needed fix",0,0,M_186 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Since the new update Dropbox freezes and blanks when viewing files never did it before with the old os Really annoying to what was a good product Hope the powers that are responsible read this and provide a much needed fix,Update 70
1872,2,99,2019-12-04 16:44:01,,Crashes,1,4,I just bought this last night. I tried it this morning before showing my daughter and it crashes 3 seconds after I try and open it. I unfortunately didn't read the reviews before I bought this as it sounds like this is happening to everyone. I want my money back.,0,0,M_187 AppID: 405580816 Src: AppStore_Random,,I just bought this last night I tried it this morning before showing my daughter and it crashes 3 seconds after I try and open it I unfortunately didn't read the reviews before I bought this as it sounds like this is happening to everyone I want my money back ,Crashes
1873,2,99,2019-12-04 16:44:01,,problem discovery,3,12,Ok app	It is not updating since long I have been trying very much But it has gud to connect wid ur frnds,0,0,M_188 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Ok app It is not updating since long I have been trying very much But it has gud to connect wid ur frnds,problem discovery
1874,2,99,2019-12-04 16:44:01,,Very Nice Indeed!,5,20,The only issue I had was one of the supplied sources crashing the program. But there are many places to find the songs. Awesome app!,0,0,M_189 AppID: 452692470 Src: AppStore_Random,,The only issue I had was one of the supplied sources crashing the program But there are many places to find the songs Awesome app ,Very Nice Indeed 
1875,2,99,2019-12-04 16:44:01,,problem discovery,3,12,"Wish someone warned me before . . .	. . . no spell check for Android , not even the paid version.",0,0,M_190 AppID: #3_DocumentsToGo Full Version Key Src: PlayStore_Random,,Wish someone warned me before no spell check for Android not even the paid version ,problem discovery
1876,2,99,2019-12-04 16:44:01,,DO NOT BUY,1,4,"I bought this app, and the entire workout set for $60. The app did not work correctly so I deleted it and re-installed it. Now it wants me to pay another $60 to re-download the workouts.  I have contacted the manufacturer twice and have not responded to my emails.",0,0,M_191 AppID: 425192079 Src: AppStore_Random,,I bought this app and the entire workout set for 60 The app did not work correctly so I deleted it and re installed it Now it wants me to pay another 60 to re download the workouts I have contacted the manufacturer twice and have not responded to my emails ,DO NOT BUY
1877,2,99,2019-12-04 16:44:01,,Froze on &quotinstalling&quot,1,4,"UPDATE 22113 New Update
Same problem

Installed update and froze up I can access through the 'open' option on dropbox App Store page but not through dropbox icon on phone page I deleted and reinstalled - same thing I'm operating on the latest IOS for iPhone 4 Please fix",0,0,M_192 AppID: Not stated Src: RE2014_app_and_play_store_apps,,UPDATE 22113 New Update Same problem Installed update and froze up I can access through the 'open' option on dropbox App Store page but not through dropbox icon on phone page I deleted and reinstalled same thing I'm operating on the latest IOS for iPhone 4 Please fix,Froze on installing 
1878,2,99,2019-12-04 16:44:01,,problem discovery,5,20,Very good	Fav app  Only bad thing is all the fakes Not good,0,0,M_193 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Very good Fav app Only bad thing is all the fakes Not good,problem discovery
1879,2,99,2019-12-04 16:44:01,,Keeps crashing,1,4,"Fix it!  How many times do I have to send you the crash report before you fix the app? 

Until its fixed, I dislike this app",0,0,M_194 AppID: 545088883 Src: AppStore_Random,,Fix it How many times do I have to send you the crash report before you fix the app Until its fixed I dislike this app,Keeps crashing
1880,2,99,2019-12-04 16:44:01,,Guys?,5,20,"Seriously? I keep trying to get to one of my files, but the app keeps crashing for some reason Please fix this

Other than that, you're doing an average job!",0,0,M_195 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Seriously I keep trying to get to one of my files but the app keeps crashing for some reason Please fix this Other than that you're doing an average job ,Guys 
1881,2,99,2019-12-04 16:44:01,,problem discovery,1,4,"Wtf	I was happily pinning away when I got a msg telling I'd reached my pin limit Wtf?  Look, if we are going to have limits of what I can pin, then I am going to delete this app and my account That's just stupid Plz fix I love Pinterest but if I can't get the same quality of service I've been used towellwhat's the point",0,0,M_196 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Wtf I was happily pinning away when I got a msg telling I'd reached my pin limit Wtf Look if we are going to have limits of what I can pin then I am going to delete this app and my account That's just stupid Plz fix I love Pinterest but if I can't get the same quality of service I've been used towellwhat's the point,problem discovery
1882,2,99,2019-12-04 16:44:01,,problem discovery,5,20,"I dislike the update on the news feed, I don't want to see in which boards my pins are being pinned to I prefer the old feed",0,0,M_197 AppID: Not stated Src: RE2014_app_and_play_store_apps,,I dislike the update on the news feed I don't want to see in which boards my pins are being pinned to I prefer the old feed,problem discovery
1883,2,99,2019-12-04 16:44:01,,problem discovery,4,16,Nice app	Does evrythng gud except tht red eye optn doesnt fnctn properly,0,0,M_198 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Nice app Does evrythng gud except tht red eye optn doesnt fnctn properly,problem discovery
1884,2,99,2019-12-04 16:44:01,,Bad app,1,4,Charges made without any request and no approval,0,0,M_199 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Charges made without any request and no approval,Bad app
1885,2,99,2019-12-04 16:44:01,,Unfortunate,1,4,"The service is great, but the app fails Pressing 'Upload Here' freezes the app and crashes it on the next open",0,0,M_200 AppID: Not stated Src: RE2014_app_and_play_store_apps,,The service is great but the app fails Pressing 'Upload Here' freezes the app and crashes it on the next open,Unfortunate
1886,2,99,2019-12-04 16:44:01,,Doesn't work after recent update,1,4,This app was amazing until the most recent update. It says I'm in offline mode even though I'm connected to wifi and all other apps and Internet on my iPhone are working. I can't access anything on the app and there does not appear to be a fix.,0,0,M_201 AppID: 399072152 Src: AppStore_Random,,This app was amazing until the most recent update It says I'm in offline mode even though I'm connected to wifi and all other apps and Internet on my iPhone are working I can't access anything on the app and there does not appear to be a fix ,Doesn't work after recent update
1887,2,99,2019-12-04 16:44:01,,Crash and will not open FIX,5,20,Just un install and reinstall Works Awesome now Love this app probably best ever!,0,0,M_202 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Just un install and reinstall Works Awesome now Love this app probably best ever ,Crash and will not open FIX
1888,2,99,2019-12-04 16:44:01,,Please Fix!,1,4,I've had this app for a month and everyday I try to use it and it freezes upon 1st touch. So sad... Want it to work so bad... Can't bring myself to delete it!,0,0,M_203 AppID: 535886823 Src: AppStore_Random,,I've had this app for a month and everyday I try to use it and it freezes upon 1st touch So sad Want it to work so bad Can't bring myself to delete it ,Please Fix 
1889,2,99,2019-12-04 16:44:01,,Dropbox gas stopped syncing to my iphone,1,4,Sometime in the last month Dropbox stopped syncing The most recent files on my phone are all 1 month old yet there are many more current files that I have loaded in Dropbox desktop folder for syncing Help!,0,0,M_204 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Sometime in the last month Dropbox stopped syncing The most recent files on my phone are all 1 month old yet there are many more current files that I have loaded in Dropbox desktop folder for syncing Help ,Dropbox gas stopped syncing to my iphone
1890,2,99,2019-12-04 16:44:01,,Can't Use on old iPads,1,4,Why did you drop support for earlier IOSs? Does Apple make you?,0,0,M_205 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Why did you drop support for earlier IOSs Does Apple make you ,Can't Use on old iPads
1891,2,99,2019-12-04 16:44:01,,problem discovery,4,16,Needs a little improvement	Overall the app is great! It would be nice if you could pin posts to your page from the app. Otherwise you CANNOT do it at all if you are mobile. Fix it and you will have five stars!,0,0,M_206 AppID: #3_Seitenmanager Src: PlayStore_Random,,Needs a little improvement Overall the app is great It would be nice if you could pin posts to your page from the app Otherwise you CANNOT do it at all if you are mobile Fix it and you will have five stars ,problem discovery
1892,2,99,2019-12-04 16:44:01,,Please clear the un starred files,1,4,Non-starred files occupied more than 600 MB and I have no way to reduce itit eats out all my ipad space,0,0,M_207 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Non starred files occupied more than 600 MB and I have no way to reduce itit eats out all my ipad space,Please clear the un starred files
1893,2,99,2019-12-04 16:44:01,,Better but still needs work,3,12,"I'm giving the NFL '12 v3 update three stars largely because it's an improvement over the previous version. The in-game display is better organized, and the ""Scores"" page is vastly superior to the prior version: you can now see all games for the current week on one screen instead of scrolling through a list. After a modest amount of use, the app appears much more stable.

However, it still needs work in many respects. The scoring summary is gone (so far as I can tell); I often found this helpful when checking up on games that I wasn't following play-by-play. The ""team leaders"" appears limited to only 1 QB (passing), 1 player rushing, and 2 receivers, with no apparent way to scroll through players or pull up a full listing. Especially during the preseason games, when teams are running through multiple personnel packages, this is very frustrating--there's no way (for example) to compare the passing stats of the 2 or 3 QBs who have gotten playing time. A more egregious problem is that (at",0,0,M_208 AppID: 389781154 Src: AppStore_Random,,I'm giving the NFL '12 v3 update three stars largely because it's an improvement over the previous version The in game display is better organized and the Scores page is vastly superior to the prior version you can now see all games for the current week on one screen instead of scrolling through a list After a modest amount of use the app appears much more stable However it still needs work in many respects The scoring summary is gone so far as I can tell I often found this helpful when checking up on games that I wasn't following play by play The team leaders appears limited to only 1 QB passing 1 player rushing and 2 receivers with no apparent way to scroll through players or pull up a full listing Especially during the preseason games when teams are running through multiple personnel packages this is very frustrating there's no way for example to compare the passing stats of the 2 or 3 QBs who have gotten playing time A more egregious problem is that at,Better but still needs work
1894,2,99,2019-12-04 16:44:01,,"Great software, despite the new web interface",5,20,"I love Evernote and I use it everywhere and on various devices (iOS and desktop) I used to love the simplicity of the web interface, but the new one seems too cumbersome and I've had some really weird issues where it has overwritten my notes Overall, I would rate the environment 45",0,0,M_209 AppID: Not stated Src: RE2014_app_and_play_store_apps,,I love Evernote and I use it everywhere and on various devices iOS and desktop I used to love the simplicity of the web interface but the new one seems too cumbersome and I've had some really weird issues where it has overwritten my notes Overall I would rate the environment 45,Great software despite the new web interface
1895,2,99,2019-12-04 16:44:01,,TripAdvisor Censors,1,4,"I have tried to get information on TA and all I see is this statement that the review has been removed What gives? At this rate, TA is of no use to me",0,0,M_210 AppID: Not stated Src: RE2014_app_and_play_store_apps,,I have tried to get information on TA and all I see is this statement that the review has been removed What gives At this rate TA is of no use to me,TripAdvisor Censors
1896,2,99,2019-12-04 16:44:01,,Dropbox app now useless,1,4,Can no longer add files directly from phone Completely loses point for me now Won't use it until I see an update,0,0,M_211 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Can no longer add files directly from phone Completely loses point for me now Won't use it until I see an update,Dropbox app now useless
1897,2,99,2019-12-04 16:44:01,,Bug is latest ver,2,8,"Evernote has been a mainstay in my life for the past years, and it pains me to say that there's a major bug in current ver 
Once I get into webview, I'm unable to go back to Evernote The Done button is not working I tried quoting the app and it won't work either Now I'm re-downloading the app, cross fingers this will help",0,0,M_212 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Evernote has been a mainstay in my life for the past years and it pains me to say that there's a major bug in current ver Once I get into webview I'm unable to go back to Evernote The Done button is not working I tried quoting the app and it won't work either Now I'm re downloading the app cross fingers this will help,Bug is latest ver
1898,2,99,2019-12-04 16:44:01,,Awesome,5,20,"I am totally addicted to this, this is my only app that I have from so long ago only one tiny problem it does freeze but only once in a blue moon so it doesnt really bother me #1 best app I am up to level 101 NO JOKE!!!!!!!",0,0,M_213 AppID: 372836496 Src: AppStore_Random,,I am totally addicted to this this is my only app that I have from so long ago only one tiny problem it does freeze but only once in a blue moon so it doesnt really bother me 1 best app I am up to level 101 NO JOKE ,Awesome
1899,2,99,2019-12-04 16:44:01,,Fix this issue please,3,12,"Was I the only one to ever report this problem??

Ever since I downloaded the latest update the app on my iPad continues to show a pop up alert message I click ok and it pops right back up!  I've turned off all alerts for the app and I have been in contact with Apple Support We reset to complete default mode, reloaded the app and still the issue It is so annoying Is any else experiencing this?",0,0,M_214 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Was I the only one to ever report this problem Ever since I downloaded the latest update the app on my iPad continues to show a pop up alert message I click ok and it pops right back up I've turned off all alerts for the app and I have been in contact with Apple Support We reset to complete default mode reloaded the app and still the issue It is so annoying Is any else experiencing this ,Fix this issue please
1900,2,99,2019-12-04 16:44:01,,not liking this app anymore,1,4,I loved SoundHound before the last update. Now I can't view my history. I've tried several times and after 30 minutes of waiting for it to download I just give up. Back to using Shazam. I hope this gets fixed.,0,0,M_215 AppID: 284972998 Src: AppStore_Random,,I loved SoundHound before the last update Now I can't view my history I've tried several times and after 30 minutes of waiting for it to download I just give up Back to using Shazam I hope this gets fixed ,not liking this app anymore
1901,2,99,2019-12-04 16:44:01,,Slow and buggy,4,16,"Please fix the crashes , bugs and if its possible ,make the App faster",0,0,M_216 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Please fix the crashes bugs and if its possible make the App faster,Slow and buggy
1902,2,99,2019-12-04 16:44:01,,Usually very reliable,1,4,Until the last update Please fix,0,0,M_217 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Until the last update Please fix,Usually very reliable
1903,2,99,2019-12-04 16:44:01,,problem discovery,4,16,Good	This app can be improved if there was a option to select it as a default camera .....,0,0,M_218 AppID: #7_Cymera - Camera & Photo Editor Src: PlayStore_Random,,Good This app can be improved if there was a option to select it as a default camera ,problem discovery
1904,2,99,2019-12-04 16:44:01,,Seat Selection,2,8,Every time I try to select a seat it never loads.,0,0,M_219 AppID: 382698565 Src: AppStore_Random,,Every time I try to select a seat it never loads ,Seat Selection
1905,2,99,2019-12-04 16:44:01,,Last update=down grade,1,4,"The one good thing about the last update ws the ability to make folders. But, you are not able to make folders inside folders. I wish you could. The bad things about the last update? Now typing has lag which is very annoying. I don't see how that happened since there is no crazy graphical interface or anything animated. The major thing that is pretty much a deal breaker for most people is the removal of the TAB button. I always hated that the TAB button was up on the ruler. I would prefer having only one shift key and place the TAB on the keyboard. But now i wish it was back up top at least. Now you have to go through a complicated process and menu to use it. I've stopped using Pages now since it is such a pain to tab unless you are using a bluetooth keyboard.",0,0,M_220 AppID: 361309726 Src: AppStore_Random,,The one good thing about the last update ws the ability to make folders But you are not able to make folders inside folders I wish you could The bad things about the last update Now typing has lag which is very annoying I don't see how that happened since there is no crazy graphical interface or anything animated The major thing that is pretty much a deal breaker for most people is the removal of the TAB button I always hated that the TAB button was up on the ruler I would prefer having only one shift key and place the TAB on the keyboard But now i wish it was back up top at least Now you have to go through a complicated process and menu to use it I've stopped using Pages now since it is such a pain to tab unless you are using a bluetooth keyboard ,Last update down grade
1906,2,99,2019-12-04 16:44:01,,problem discovery,2,8,Poor((	Need updates for Android! WA so lame in Androids(( Fix it!,0,0,M_221 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Poor Need updates for Android WA so lame in Androids Fix it ,problem discovery
1907,2,99,2019-12-04 16:44:01,,problem discovery,2,8,"Although I am an avid Pinner, this app keeps knocking me out of my Pinning time, therefore making my search have to start over  Very irritating  Also slows down a ton when I open another board besides my own  Please fix these problems!  I want to Pin more!",0,0,M_222 AppID: Not stated Src: RE2014_app_and_play_store_apps,,Although I am an avid Pinner this app keeps knocking me out of my Pinning time therefore making my search have to start over Very irritating Also slows down a ton when I open another board besides my own Please fix these problems I want to Pin more ,problem discovery
1908,2,99,2019-12-04 16:44:01,,Awful,1,4,This app doesn't work. It's terrible. Goes to show you what happens when media companies lock their content.  I have time Warner and should be able to watch. Whenever I choose my provider nothing happens. It times out then crashes. Really poor job by everyone involved here. Garbage.,0,0,M_223 AppID: 429009175 Src: AppStore_Random,,This app doesn't work It's terrible Goes to show you what happens when media companies lock their content I have time Warner and should be able to watch Whenever I choose my provider nothing happens It times out then crashes Really poor job by everyone involved here Garbage ,Awful
1909,2,99,2019-12-04 16:44:01,,problem discovery,5,20,"I am a little bit in love with pinterest!	very addictive, a little slow though!",0,0,M_225 AppID: Not stated Src: RE2014_app_and_play_store_apps,,I am a little bit in love with pinterest very addictive a little slow though ,problem discovery
1910,2,99,2019-12-04 16:44:01,,File names illegible,2,8,"This is not a review of the Dropbox service (which is great) but of this app, which can use a lot of improvements The single most frustrating thing about it is that it displays only a dozen or so characters in a file name Since I have thousands of files, some with long and descriptive names, it is impossible to find what I'm looking for unless I download the files to the iPad one by one There is no way to resize the file list to make more of the files visible Why not?",0,0,M_226 AppID: Not stated Src: RE2014_app_and_play_store_apps,,This is not a review of the Dropbox service which is great but of this app which can use a lot of improvements The single most frustrating thing about it is that it displays only a dozen or so characters in a file name Since I have thousands of files some with long and descriptive names it is impossible to find what I'm looking for unless I download the files to the iPad one by one There is no way to resize the file list to make more of the files visible Why not ,File names illegible
1911,2,99,2019-12-04 16:44:01,,Annoyed,4,16,"I love Dropbox on my Mac and I use it all the time to share files with my photography clients However I find it very annoying I cannot email the link to my clients in the iPhone app! Makes it hard for on-the-go sharing! What's the point of the app if I cannot share my folders?!
Please change!",0,0,M_227 AppID: Not stated Src: RE2014_app_and_play_store_apps,,I love Dropbox on my Mac and I use it all the time to share files with my photography clients However I find it very annoying I cannot email the link to my clients in the iPhone app Makes it hard for on the go sharing What's the point of the app if I cannot share my folders Please change ,Annoyed
1912,2,99,2019-12-04 16:44:01,,Send to Dropbox option no longer available in Apps,1,4,What happened?  I used  to rely on Dropbox to transfer files from my iPad to my computer The camera upload still works but that's about it They need to fix this App!!!!!,0,0,M_228 AppID: Not stated Src: RE2014_app_and_play_store_apps,,What happened I used to rely on Dropbox to transfer files from my iPad to my computer The camera upload still works but that's about it They need to fix this App ,Send to Dropbox option no longer available in Apps
1913,2,99,2019-12-04 16:44:01,,Useless App!!,1,4,What happened?? I can't access my program now. Will cancel if problem is not fixed soon!,0,0,M_229 AppID: 331308914 Src: AppStore_Random,,What happened I can't access my program now Will cancel if problem is not fixed soon ,Useless App 
1914,2,99,2019-12-04 16:44:01,,Bad update,1,4,Since update I can not open links or pictures from email. Please fix.,0,0,M_230 AppID: 422689480 Src: AppStore_Random,,Since update I can not open links or pictures from email Please fix ,Bad update
