Id,MainText,Subjectivity,Polarity
99_3711_4,Instead of having multiple paper notebooks or little notes everywhere everything I need to remember or reference goes into Evernote ,2.0,2.0
99_3712_4,Our minds need Evernote to actually function today as the creative thinking creatures we are and unburden us from the voluminous mundane which informs our thinking ,2.0,2.0
99_3713_4,While there are still functions which are not yet available on all mobile platforms these do not detract from the unequivocal 5 rating ,2.0,2.0
99_3714_2,I was about ready to leave Evernote because it would often crash and lose my thoughts also the skeumorphic design was painful to look at ,2.0,2.0
99_3715_4,Never crashes and it s so much simpler than the old version ,2.0,2.0
99_3716_4,That s high praise these days this app does just what I need it to do and does it well ,2.0,2.0
99_3717_2,The update downloads but the the nook says it can t open the download ,2.0,2.0
99_3718_5,The app really needs a proper TODO list that functions as a completed and not competed list ,2.0,2.0
99_3719_4,I use this to keep track of many items the company is great at providing support and they update the software often ,2.0,2.0
99_3720_4,Please stop all the enhancements ,2.0,2.0
99_3721_5,It was a wonderful app before and now it almost takes a manual to figure out how to use it ,2.0,2.0
99_3722_2,It crashes less often but still does so ,2.0,2.0
99_3723_5, n nSecond it needs a way to export multiple notes at once to Word so that notes can be edited and compiled into articles and papers for publishing ,2.0,2.0
99_3724_4,That s a vote of confidence that this great versatile app will be around for as long as I need it ,2.0,2.0
99_3725_2,It crashes occasionally and the text formatting is bad ,2.0,2.0
99_3726_2,The problems are obvious and I wish they d be fixed ,2.0,2.0
99_3727_2,Latest update crashes constantly ,2.0,2.0
99_3728_4,Now I know why it s one if the best apps available in all platforms ,2.0,2.0
99_3729_4,This single app has replaced my GTD apps note apps outliners presentation apps file sharing and with the sync is available everywhere I need ,2.0,2.0
99_3730_4,Great to have my stuff available in one place ,2.0,2.0
99_3731_2,Reason for only 4 stars is because some features are not available across all platforms ,2.0,2.0
99_3732_2,The app seemingly does not support cut and paste after IOS7 upgrade ,2.0,2.0
99_3733_5, n nI d give 5 stars but Evernote really need to give feature parity with their desktop version ,2.0,2.0
99_3734_4,It used to allow adding multiple tags at once ,2.0,2.0
99_3735_4,Just clip all thoughts you have from any medium to the software and it is recall able ,2.0,2.0
99_3736_4,Well worth the download and will purchase the subscription once I learn more on how to maximize it ,2.0,2.0
99_3737_2,Ever since EverNote 'upgraded' to iOS7 style it has been a poorly designed bloated app that constantly crashes ,2.0,2.0
99_3738_4, That said Evernote has made a massive impact in my life in terms of productivity and organization ,2.0,2.0
99_3739_2,Every time I re download the app I then need to wait until it downloads my all my offline notebooks ,2.0,2.0
99_3740_4,It seemed cool but I just don t take that many notes I thought ,2.0,2.0
99_3741_4, n nNow imagine that for invoices reference photos old magazines newspaper articles kids school awards receipts every recipe you own the manual to your dishwasher the color of paint in in your living room the business card of the guy who installed your flooring etc n nWhether we like it or not we need to acquire the skill of information management ,2.0,2.0
99_3742_5,Please do take out the marketplace and announcement ads though ,2.0,2.0
99_3743_5,You can t search within a specific notebook without typing in code very time consuming even IF you can figure out how to do it ,2.0,2.0
99_3744_5,The list of search results should show the line of the found text so you can see quickly if that s what you re looking for without having to open it ,2.0,2.0
99_3745_5, n nWish I could create tables since I use this mostly to trap info for reference ,2.0,2.0
99_3746_5,There are things it would be nice if EN could do but maybe we re all getting spoiled ,2.0,2.0
99_3747_4,This is the only notepad solution I use for my business ,2.0,2.0
99_3748_4,Whether you want to organize your butterfly collection or organize your dissertation Evernote can help you do it ,2.0,2.0
99_3749_2,As of Dec upgrade it still crashes ,2.0,2.0
99_3750_2,It has become something I rely on but it crashes on my iPhone ,2.0,2.0
99_3751_2,I tried opening it from the App Store but it wouldn t let me ,2.0,2.0
99_3752_4,This app alone is the first one I recommend to any family member or friend with a new iOS or other device ,2.0,2.0
99_3753_4,Easy to search for information when I need it ,2.0,2.0
99_3754_2,I sure wish there was a better app than Evernote for this feature set because it has so many bugs and feature limitations ,2.0,2.0
99_3755_5,Also wish there was a way to view all notes in Flipboard and to display alerts for random notes ,2.0,2.0
99_3756_4,I don t need any other note taking apps to store my notes ,2.0,2.0
99_3757_4,Every time I have something come up with in my mind I just simply take a draft in Evernote and tag it as idea ,2.0,2.0
99_3758_2,It crashes constantly ,2.0,2.0
99_3759_2,When I update a note on my PC it takes forever to show up after I sync on phone sometimes I even have to log out and back for it to show up ,2.0,2.0
99_3760_4,So because of this program I updated my iOS and it changed its look completely and its stability ,2.0,2.0
99_3761_2,It crashes every time within 2 minutes of using it ,2.0,2.0
99_3762_2,Please make it stable and if possible bring back the old UI ,2.0,2.0
99_3763_5,It would be nice to have a word counter feature though ,2.0,2.0
99_3764_4,If you are looking for an app to keep all your information from pictures to web links quotes recipes etc This is the ultimate app look no more ,2.0,2.0
99_3765_4,Blurring out the right side means you can t read or really see that area when the sidebars open anyway ,2.0,2.0
99_3766_2,I currently cannot attach photos without it crashing so I may have to find a replacement soon ,2.0,2.0
99_3767_2,Just installed it on a new iPad I m glad I don t have too much invested in it because I m abandoning it over the font size issue ,2.0,2.0
99_3768_5,The font is smaller than that of any other app I use and there is NO way to control it short of using Evernote through a web browser which entirely defeats the purpose ,2.0,2.0
99_3769_4,s problems with this app 5 ptcgkm This is a great app which I have been using for many years ,2.0,2.0
99_3770_2,I tried fixing it myself before contacting support but I made the problem worse ,2.0,2.0
99_3771_4, n nI recommend Evernote to everyone I meet ,2.0,2.0
99_3772_2,Since the new update the app crashes a lot on my 4s especially when I try to take a photo in the app ,2.0,2.0
99_3773_2,Start crashing ,2.0,2.0
99_3774_2,But since IOS7 it crashes and freezes on a website at least once a week ,2.0,2.0
99_3775_4,The only way I can continue is to go through iTunes to delete the whole app then reinstall it ,2.0,2.0
99_3776_4,Love the ease with which other apps can integrate with Evernote ,2.0,2.0
99_3777_2,It constantly reports failure to synch it freezes momentarily between all actions it crashes here and thee and the search function sometimes fails to find key words ,2.0,2.0
99_3778_2,Note some of my problems may be related with some incompatibility of iPad2 with iOS7 ,2.0,2.0
99_3779_2,The problems I ve experienced are not as severe as what others are reporting ,2.0,2.0
99_3780_4,I am still working on EN but will also be on stand by and looking for possible alternatives ,2.0,2.0
99_3781_2,Yodaman70 Not sure if this is an Evernote or iTunes issues but found this app and two others aren t upgradeable yet 60 other apps no problem ,2.0,2.0
99_3782_5,It s time for Evernote to take a good hard look at its software and start pulling features ,2.0,2.0
99_3783_2,Still crashes a lot when capturing and attaching photos to the note ,2.0,2.0
99_3784_5,This app is ok but we need to get these machines to be more than places to brain dump ,2.0,2.0
99_3785_2,And each time a sync error occurs the error report transmission fails as well ,2.0,2.0
99_3786_5,I would use it exclusively if it had spreadsheet editing capabilities ,2.0,2.0
99_3787_2,Had been five for me but the update one previous to this broke it for whole tribes of us and it took them a week to get the fix out see below ,2.0,2.0
99_3788_4,How do these things get out of the gate ,2.0,2.0
99_3789_5,My only wish list item would be a URL scheme for passing information to the app or opening a search from elsewhere something Launch Center Pro could use ,2.0,2.0
99_3790_4, n n iOS Redesign nProps to the Evernote team for not just tweaking the look of their app for iOS 7 like so many others ,2.0,2.0
99_3791_4,Will update rating accordingly ,2.0,2.0
99_3792_2,Tech support tried to help and I m a premium user but none of them came right out and said what was wrong something like 'Sir you are experiencing what millions of others are experiencing ',2.0,2.0
99_3793_4,We have created an unreliable app ,2.0,2.0
99_3794_4,Just use Notebooks or OneNote ,2.0,2.0
99_3795_4,These guys know how to think outside of the box to let a note taking app evolve and immerse itself into your life and business ,2.0,2.0
99_3796_4, n nHighly recommended note taking app ,2.0,2.0
99_3797_4,It s already possible to rearrange boards why not the pins on a single board ,2.0,2.0
99_3798_4,This app provides me with just that the opportunity to glance at photos and most photos have links for further information ,2.0,2.0
99_3799_4,Pinterest is now my go to resource whenever I need ideas or inspiration for nearly anything in life ,2.0,2.0
99_3800_2,The only problem is that it s like a giant vortex where I look up and an hour has passed ,2.0,2.0
99_3801_4,No longer have to cut a tree down when I can pin it ,2.0,2.0
99_3802_4,This is the easiest way for me to use Pinterest so I don t just spend hours on the site ,2.0,2.0
99_3803_5,This can be frustrating when your in the middle of adding important ingredients ,2.0,2.0
99_3804_5, nBut you should be able to rearrange your boards on here ,2.0,2.0
99_3805_2,Works well crashes sometimes but good ,2.0,2.0
99_3806_4,This app has made my life so much easier ,2.0,2.0
99_3807_4,I have had this app and I m literally on it everyday ,2.0,2.0
99_3808_4,Powerful for seeing goals I have set for the year to attract what I need to make a goal a reality ,2.0,2.0
99_3809_4,I love how you can look ion vastly different categories where you can find anything you can think of ,2.0,2.0
99_3810_5,I recommend some improvements such as being able to rearrange pins and boards on the app ,2.0,2.0
99_3811_2,I uninstalled the app from my iPad because it always crashes ,2.0,2.0
99_3812_4,I enjoying seeing how many folks are following me and sometimes adding photos I take or find outside of pinterest ,2.0,2.0
99_3813_4,I can always find what I need and great new ideas ,2.0,2.0
99_3814_4,You can create any type of board you want and pretty much everything else is customizable too ,2.0,2.0
99_3815_5,It needed to happen ,2.0,2.0
99_3816_4,I m not sure how I managed in life without Pinterest or this app for that matter but it s my 1 go to if I need a little inspiration ,2.0,2.0
99_3817_2,I wish after it crashes you could go back instead of starting over ,2.0,2.0
99_3818_4,You look further and it was wasn t what you expected ,2.0,2.0
99_3819_4,You have to arrow back using your browser and it takes you ALL The Way Back to the Beginning of scrolling ,2.0,2.0
99_3820_4,I ve learned how to do so many things through Pinterest pins and enjoying pinning items of my own ,2.0,2.0
99_3821_4,I totally recommend this app ,2.0,2.0
99_3822_2,I have had no problems with it crashing my phone ,2.0,2.0
99_3823_4,This is such a fun way to kill time waiting for appointments when I can t sleep or just feeling lazy bones ,2.0,2.0
99_3824_4,I love this app I get recipes how to s ideas and tons of diy ideas ,2.0,2.0
99_3825_2,The app used to have major freezing problems ,2.0,2.0
99_3826_4,You can create a board of your own to refer back to also ,2.0,2.0
99_3827_5, nIt still needs improvements at the functionality level such as allowing a bigger number of secret boards more flexibility in the search of pins pinners and boards and more flexibility in the display on one s pins and boards and boards that are followed ,2.0,2.0
99_3828_4,I recommend it often ,2.0,2.0
99_3829_4,I spend hours just looking and getting great ideas ,2.0,2.0
99_3830_5, I think it could be better by being able to private message someone though you could block the person from messaging if needed ,2.0,2.0
99_3831_5,Also I think it could be better if a pin could be deleted from your group board like for example if it was inappropriate and you didn t want it on your board and also if you didn t need to follow a person back for them to be added to a group board ,2.0,2.0
99_3832_2,Please fix this I love Pinterest way too much not to use it ,2.0,2.0
99_3833_2,Can t stop pinning ,2.0,2.0
99_3834_4,In hope i don t jinx myself but i haven t had any issues with this app ,2.0,2.0
99_3835_4,Love the changes Pinterest has added I don t ever have problems with this app because they re great at addressing any ,2.0,2.0
99_3836_4,Well here s your review ,2.0,2.0
99_3837_4,I have had no problems with it at all ,2.0,2.0
99_3838_4,The potential is there just waiting ,2.0,2.0
99_3839_4,I love the app and use it a lot when I need to pass time ,2.0,2.0
99_3840_2,Can do what I like to do n rarely crashes ,2.0,2.0
99_3841_2,Please fix the fixes ,2.0,2.0
99_3842_4,I recommend this app to all my friends and will continue to use it faithfully ,2.0,2.0
99_3843_5,Please add a back to top of page button ,2.0,2.0
99_3844_2,I love Pinterest but this app crashes almost every time I use it ,2.0,2.0
99_3845_4,Love having a source of photos to reference when I need them ,2.0,2.0
99_3846_4,Nice app you can save your pics and grab pics from others and share comments ,2.0,2.0
99_3847_5,The app is hard to see clearly on my phone maybe I need to get the iPad ,2.0,2.0
99_3848_2,Never had the problem before ,2.0,2.0
99_3849_2,The only suggestions fix the glitch that boots you out and shuts down your iPad on occasion create main topic board to house boards as subtopics e g Main topic 'decorating' and boards under this would be kitchen bedroom etc I just have so many boards it would make things more organized and easier to find ,2.0,2.0
99_3850_4,I don t understand why fix something that is not broken to really break it ,2.0,2.0
99_3851_4,I wish there were no limitations on searches and I know there are thousands of pins so why only show a couple hundred ,2.0,2.0
99_3852_4,The upgrades have made great improvements ,2.0,2.0
99_3853_4,Haven t had any issues at all on iPhone 4S ,2.0,2.0
99_3854_4,There are so many great ideas on this app ,2.0,2.0
99_3855_5,The only issue with this app is the lack of ability to print a pin from within the app you have to open in safari and that is to many extra steps please add a print button ,2.0,2.0
99_3856_4,Love how you can create group boards and progressively invite members ,2.0,2.0
99_3857_2,The mobile app is slow and crashes a lot but I love it when it s not struggling ,2.0,2.0
99_3858_5,Can you try to add some instructions or a replay for when you first join ,2.0,2.0
99_3859_5,That I need to ask ,2.0,2.0
99_3860_2,The only problem is that I ll just mean to take a peek before I know it I ll discover I ve lost hours ,2.0,2.0
99_3861_4,The best place to keep all your ideas favorite things and plans is one place and better yet to share ,2.0,2.0
99_3862_4,Easy to use great way to kill time at a doctor s office and such ,2.0,2.0
99_3863_5,I love fantasy art picture but you need to do if people like us is more easy phone to select action a picture ,2.0,2.0
99_3864_4,I have no problems with this app ,2.0,2.0
99_3865_4,This app runs so smoothly and I rarely have issues with it anymore ,2.0,2.0
99_3866_5,Brittany Lauren Please please please give us an update to be able to search for pins on our boards ,2.0,2.0
99_3867_2,There is still a crashing issue on occasion and pins on my homepage refuse to load ,2.0,2.0
99_3868_2,The app crashes sometimes and that can be very frustrating ,2.0,2.0
99_3869_5,I learn a lot from what other folks post it lacks a reliable search function it needs to add a setting of BOARDS PERSONS I FOLLOW ,2.0,2.0
99_3870_4,Overall it is fun provides a lot of good info ,2.0,2.0
99_3871_5,The only bad thing about it is that you can t get on it without wifi ,2.0,2.0
99_3872_5,Minus one star for occasional crashes of the app and I wish there was a better way to keep people from pinning links to spammy websites ,2.0,2.0
99_3873_4,There are so many recipes and ideas that you can pin now and use as a resource later ,2.0,2.0
99_3874_2, n nPinterest was crashing on my iPad but seems to be better since the update ,2.0,2.0
99_3875_4,I don t like updates that change everything around but I seem to be getting used to how to navigate it ,2.0,2.0
99_3876_4,I have to careful when I open it because it can be hours before I come up for air ,2.0,2.0
99_3877_5,Please take off the new update where it recommends sending certain pins to people who may like it on your Facebook friends list ,2.0,2.0
99_3878_4,It s good that we can view what we ve already pinned and be told when we re about to pin something we may have forgotten has already been pinned to our board s ,2.0,2.0
99_3879_2,Fantastic app I recommend it entirely only crashes sometimes ,2.0,2.0
99_3880_4,How to make or do anything ,2.0,2.0
99_3881_2,I use Pinterest a lot but the app is constantly crashing when I go to open a pin ,2.0,2.0
99_3882_4,Everything you need is right here and more ,2.0,2.0
99_3883_5,But I wish there were a way to organize pins within boards like sub boards or something ,2.0,2.0
99_3884_2,It s so easy to use has very few bugs and is so much fun ,2.0,2.0
99_3885_5,I enjoy using Pinterest on the iPad and iPhone but some features like the ability to change the cover image of a board are missing ,2.0,2.0
99_3886_2,I love Pintrest and the app version is laid out well but it crashes all the time and sometimes takes several tries to reach the web page linked to the pin ,2.0,2.0
99_3887_2,5 9 12 Update Bugs are fewer ,2.0,2.0
99_3888_2,Can we get a fix on this ,2.0,2.0
99_3889_4,Never have any problems with it never crashes ,2.0,2.0
99_3890_4,The ideas that I have been able to use and share have been a tremendous help to me my family friends and co workers ,2.0,2.0
99_3891_4,Will there ever be an update that allows us to move multiple pins to one board at a time ,2.0,2.0
99_3892_4,Pintrest provides an easy way to find and store ideas ,2.0,2.0
99_3893_4,I love how you can create boards secret boards send to other pinners or just like something ,2.0,2.0
99_3894_4,I have no problems with it at all ,2.0,2.0
99_3895_2,After update takes longer for boards to load sometimes the app crashes ,2.0,2.0
99_3896_4,I have had no problems with Pinterest ever ,2.0,2.0
99_3897_2,because it crashes now and then ,2.0,2.0
99_3898_2,Pinterest helps you find recipes to make delicious dishes gives you amazing gift ideas and room decor ,2.0,2.0
99_3899_4,Why is it stuck ,2.0,2.0
99_3900_4,Why aren t our personal Boards in alpha order the way they come up to pin ,2.0,2.0
99_3901_4,Why can t we change the cover photo on our Boards anymore ,2.0,2.0
99_3902_2,The only problem I have with it is that it randomly closes the app ,2.0,2.0
99_3903_4,it always gives me ideas i can use or elaborate on ,2.0,2.0
99_3904_5,For those who like to visually learn read and live this app fits the personal functionality I need in order for the platform to be an intuitive seamless process regardless of the task I m attempting to perform ,2.0,2.0
99_3905_5,I wish you could still pin without opening ,2.0,2.0
99_3906_5,I wish there was some type of messenger available ,2.0,2.0
99_3907_5,It would be nice to be able to respond to pins that have been sent to us with a message ,2.0,2.0
99_3908_2,i like the new update but it still crashes every so often ,2.0,2.0
99_3909_4,I m sure there is a way to turn that off but I haven t figured it out ,2.0,2.0
99_3910_5,I wish there was a way to take off your recently viewed categories ,2.0,2.0
99_3911_2,They ve been hits at get togethers and if I ever need to fix or clean something I can find it on Pinterest ,2.0,2.0
99_3912_2,s Fling This version crashes repeatedly and completely shuts my iPad down ,2.0,2.0
99_3913_5,I need Pinterest Anonymous ,2.0,2.0
99_3914_4,No matter what you need it s on Pinterest ,2.0,2.0
99_3915_4,Prior to this last update you made some improvements and did update and it was great ,2.0,2.0
99_3916_2,Then there was this last update Now iPad wants to crash sometimes not anywhere like before but just some ,2.0,2.0
99_3917_5,And you know it would be great to be able to have more than 350 boards I have noticed some of the people I follow have more but I can t figure out how to do it ,2.0,2.0
99_3918_2,If we could just solve these issues it would be awesome ,2.0,2.0
99_3919_5,The only improvement I suggest is to add the ability to zoom in on the pictures after they have been pinned ,2.0,2.0
99_3920_2,I have had the iPhone 4S and 5s with both of them I had loading issues when saving an image that would freeze and continue to load hours after I have exited the app ,2.0,2.0
99_3921_4,I love this app really liked when the added the I think you ve already posted this ,2.0,2.0
99_3922_4,Any time I need an idea I come here ,2.0,2.0
99_3923_4,I can pretty much find everything I need here and the app is simple to use ,2.0,2.0
99_3924_4, nOverall I recommend it ,2.0,2.0
99_3925_4,I can t believe I was missing out on such great ideas for such a long time ,2.0,2.0
99_3926_4,There are so many great ideas and funny things ,2.0,2.0
99_3927_4,s78 All of my new contacts I have made on this app and all of the great information I have gained I m just so excited to be able to pin all day long ,2.0,2.0
99_3928_5,Wish the app would allow you to view in both portrait and landscape format ,2.0,2.0
99_3929_2,My only problem is not being able to stop ,2.0,2.0
99_3930_4,I can always find projects that I can t wait to try and gifts to make for family ,2.0,2.0
99_3931_4,Great app nothing else like it gives me awesome ideas of things I can t afford puts my head in debt ,2.0,2.0
99_3932_4,Now I can access things out and about such as ingredients for recipes what was the name of that glue they said to use or how much vinegar do I need to buy to clean my house ,2.0,2.0
99_3933_4,I can t stop ,2.0,2.0
99_3934_4,The only problem is I spend too much time on it ,2.0,2.0
99_3935_2,The only complaint I can share is I tried a recipe that had three ingredients followed the recipe completely and failed all three times ,2.0,2.0
99_3936_2,Very infrequently do I have any problems and it is so convenient ,2.0,2.0
99_3937_4,Honestly I m not sure I like the latest update but I will either adjust or they will update it again ,2.0,2.0
99_3938_4,How do people come up with these great ideas ,2.0,2.0
99_3939_4,Unfortunately it didn t take long before a few a wipes posted bad links ,2.0,2.0
99_3940_4,It helps me plan my meals travel and make my dreams come true ,2.0,2.0
99_3941_2,Constantly crashes when viewed on my iPad ,2.0,2.0
99_3942_2,Works awesome on my phone but crashes if you repin too quickly back to back ,2.0,2.0
99_3943_4,Works fine I have had no issues ,2.0,2.0
99_3944_5,This app needs an update ,2.0,2.0
99_3945_4,Don t listen to anybody who gave them one star they are just mad because they didn t get any followers ,2.0,2.0
99_3946_5,The way I think is to categorize first and then comment but once you select a category you ve pinned it and then you must do the several step process of editing ,2.0,2.0
99_3947_4,It helps me keep track of my pins and makes the easy to find when I need them ,2.0,2.0
99_3948_4,When I try to pin from Facebook half the time it tells me I need to log in first ,2.0,2.0
99_3949_4,So sometimes I just skip it and email the item to myself ,2.0,2.0
99_3950_2,I was nvr a big Facebook fan bc it gave too much personal without any personality Pinterest let s your real self shine through whether you intended to or not nI just wish that with the update that they would fix the crashing of my iPad if I have too many windows open or I have left it open too long ,2.0,2.0
99_3951_4,I have had no problems at all ,2.0,2.0
99_3952_4,I love to cook and have many apps and bookmarks for recipe searches but Pinterest is often the first and last place I need to search ,2.0,2.0
99_3953_4,Definitely recommend this to anyone ,2.0,2.0
99_3954_4,Luv the inspiration of others nConnection has never failed ,2.0,2.0
99_3955_4,I was the person who said they would never Pinterest and now I can t stop ,2.0,2.0
99_3956_4,I love Pinterest I love the ease this app provides ,2.0,2.0
99_3957_4,Recent updates have made this app much better ,2.0,2.0
99_3958_4,At first when I signed up I had no idea what this was and I actually thought it was a waste of time but now that I understand it I absolutely love it and can t stop pinning ,2.0,2.0
99_3959_4,I have never had any problems with this app ,2.0,2.0
99_3960_4,Only bug I found was when I expand a pin and try to scroll down to the related pubs area they sometimes won t load so I have to exit the pin and try again ,2.0,2.0
99_3961_4,God bless the person people who created it ,2.0,2.0
99_3962_4,It s an amazing app for everything you need ,2.0,2.0
99_3963_4,Sometimes I just give up waiting and just shut it down ,2.0,2.0
99_3964_4, nI ve made the most delicious recipes from it and even used tips for my dogs ,2.0,2.0
99_3965_4,Some day my things will be on this app this app make my day ,2.0,2.0
99_3966_4,Highly recommend this app ,2.0,2.0
99_3967_4,I find everything what I need and ever imagine ,2.0,2.0
99_3968_2,A bit glitchy sometimes so you may need to do an uninstall reinstall but otherwise go for it ,2.0,2.0
99_3969_2,I also can t pin from Zulily any more but I don t know if it is Pinterest or Zulily ,2.0,2.0
99_3970_4,I just sometimes get overwhelmed with how much is available and lose track of time ,2.0,2.0
99_3971_4,It s often the first place I go when I can t figure out what to make for dinner ,2.0,2.0
99_3972_5,Great app just wish it didn t glitch on occasion ,2.0,2.0
99_3973_4,There are SO many great ideas that are shared throughout this app ,2.0,2.0
99_3974_4,Pinterest is there to find anything I need ,2.0,2.0
99_3975_4,It can only get better with time how can I invest ,2.0,2.0
99_3976_4,Wouldn t plan an event without it ,2.0,2.0
99_3977_2,It s my go to DIY site when the creative juices have failed me ,2.0,2.0
99_3978_4,I recommend this to everyone ,2.0,2.0
99_3979_4,Find everything I need from recipes to decorating and more ,2.0,2.0
99_3980_4,I no longer need magazines to get ideas for decorating hairstyles clothing organizing and so many other things ,2.0,2.0
99_3981_4,Seriously if you know me you know that I can t function without Pinterest ,2.0,2.0
99_3982_4,I m a teacher and there s anything I can t find in this app ,2.0,2.0
99_3983_4,Love to pin recipes crafts then in store just look up for what you need ,2.0,2.0
99_3984_4,Wow when I first downloaded Pinterest I didn t expect to be as cool and filled with GREAT ideas as it is ,2.0,2.0
99_3985_4,If u don t have you are missing out and when you are getting started or don t have many followers follow me cuz I love Pinterest and I pin every day ,2.0,2.0
99_3986_4,I looked at everything wedding when my daughter was planning her event ,2.0,2.0
99_3987_4,Decks for the backyard was really fun when we were planning our backyard update ,2.0,2.0
99_3988_5,The only thing I would love added to Pinterest overall is keywords because a lot of times the captions for the pin do not contain any information about what the pin is about and then there is no way to search for it ,2.0,2.0
99_3989_2,I love this site but the app crashes every time I use it ,2.0,2.0
99_3990_4,Great thing just need more money ,2.0,2.0
99_3991_4,Is there any way of getting the last version back otherwise please change it ,2.0,2.0
99_3992_2,The only problem is the newest update makes if a bit difficult to find and like things ,2.0,2.0
99_3993_2,The update crashes sometimes but not as much as it used to ,2.0,2.0
99_3994_4,It s so much more convenient and clear here ,2.0,2.0
99_3995_4,A few updates ago this thing was added where whnevr you pinned something you would have to hold your finger on the screen and slide it ,2.0,2.0
99_3996_4,This was Christmas gift central right here ,2.0,2.0
99_3997_2,They made a change some where along the way and I can no longer get this app to open my pinterest account using Facebook on my IPad ,2.0,2.0
99_3998_2,I think I followed all the instructions properly but still there is a problem ,2.0,2.0
99_3999_2,I have been hoping for a new version to fix the issue ,2.0,2.0
99_4000_4,Pinterest has made my life so much easier ,2.0,2.0
99_4001_5,The only thing I would like to see added is a find feature for every board considering how many pins I have now ,2.0,2.0
99_4002_4,When I need to find something Pinterest is my first stop ,2.0,2.0
99_4003_5,Could add feature that loads more pins when you reach the bottom and run out of pins ,2.0,2.0
99_4004_2,Wish it didn t crash on occasion but other than that it s great ,2.0,2.0
99_4005_2,The down side is that it does indeed crash on you everyonce in a while not constant at all and doesn t pick up where you left off and you will be lucky if you find that specific pin again ,2.0,2.0
99_4006_4,Just remember that it s probably a good idea to try some things out and see if you like them if not you can delete it off ,2.0,2.0
99_4007_2,I pick up some great ideas crazy photos and so on but occasionally it just puts up colored boxes instead of photos ,2.0,2.0
99_4008_4,When I posted one image to FB any time anyone clicked on it it went to Pinterest without a way back to FB so I deleted it ,2.0,2.0
99_4009_4,I was frustrated when they swept in with the anti nude censorship but I still use it and the app provides all the features I need ,2.0,2.0
99_4010_4,I really like having Pinterest at my finger tips ,2.0,2.0
99_4011_2,I get frustrated because it crashes with some regularity ,2.0,2.0
99_4012_4,Just download it you won t regret it ,2.0,2.0
99_4013_4,I just love pinterest since day one ,2.0,2.0
99_4014_4,It s awesome that you can find almost anything you can think ,2.0,2.0
99_4015_5,I just wish they d add a Farm Ranch category ,2.0,2.0
99_4016_2,The App gets a 50 50 sometimes it works and sometimes you have issues ,2.0,2.0
99_4017_5,Wish you could save images that you are trying to pin ,2.0,2.0
99_4018_2,Love getting a ideas for EVERYTHING but some of the websites pinned do not work ,2.0,2.0
99_4019_2,Crashes have been minimized in the last updates but still crashes on my iPad ,2.0,2.0
99_4020_4,I sort of wish links would open in chrome like they do on the app but get why they don t Please don t get much more complex ,2.0,2.0
99_4021_2,Love the app but have also noticed that my tablet will automatically shut down only on the Pinterest site ,2.0,2.0
99_4022_4,Just relax and find things you like ,2.0,2.0
99_4023_4,Definitely recommend Pinterest ,2.0,2.0
99_4024_2,Great ideas but it crashes since upgrade ,2.0,2.0
99_4025_2,BUT the app seems to crash a lot ,2.0,2.0
99_4026_2,I just hope you can fix the crashing problem ,2.0,2.0
99_4027_5,We really need an open in safari button ,2.0,2.0
99_4028_2,It s constantly crashing on me or not showing the pictures just a bunch of colored tiles ,2.0,2.0
99_4029_5,I liked the list better I don t need a picture to know the category ,2.0,2.0
99_4030_5,My only complaint is that you can t search your own pins or likes as you can on a computer ,2.0,2.0
99_4031_5,Im a crafter I would like to see more patterns that go with these crafts like the havoc made with recycled bottles there not for sale but there is no pattern either ,2.0,2.0
99_4032_4,Just I had a few extra hours in the day to browse ,2.0,2.0
99_4033_4,Love this app so much it has everything that you want to learn and much more I just absolutely love it ,2.0,2.0
99_4034_2,It s a great app but it crashes way too much please fix this ,2.0,2.0
99_4035_4,It s useful for event planning motivation cooking and pretty much anything you re looking for ,2.0,2.0
99_4036_4,I planned my daughters entire baby shower using Pinterest ,2.0,2.0
99_4037_2,I don t like the fact that it always crashes when I m on my iPad ,2.0,2.0
99_4038_2,Please fix the crashes on the iPads an it would be worth that fifth star ,2.0,2.0
99_4039_4,It makes me loom like the crafty creative one ,2.0,2.0
99_4040_2,Occasionally mine will shut down on me ,2.0,2.0
99_4041_4,I never have a problem ,2.0,2.0
99_4042_4,Totally awesome app that is helpful when I need to find something quick to cook crafts made or little thing to do around the house ,2.0,2.0
99_4043_5,Not impressed with update also need to put a sidebar on pins so you can see how far you have to scroll down to get to the bottom of a topic ,2.0,2.0
99_4044_5,I need to see what I am working on or towards in order for me to make the connection ,2.0,2.0
99_4045_4,Please change it back to the old Pinterest that we all liked ,2.0,2.0
99_4046_4,I can t stop pinning ,2.0,2.0
99_4047_4,I can t stop looking at it ,2.0,2.0
99_4048_4,If I never need ideas about anything this is my go to app ,2.0,2.0
99_4049_4,Highly recommend it ,2.0,2.0
99_4050_4,When I get married I intend to use a ton of the ideas for my wedding and it s a great place to find and store funny pictures ,2.0,2.0
99_4051_4,I can add as many as I want to anything I want ,2.0,2.0
99_4052_2,But it still crashes a LOT ,2.0,2.0
99_4053_4,Always looking forward to what they have planned for the next update ,2.0,2.0
99_4054_4,Does everything I need it to do ,2.0,2.0
99_4055_4,Any idea or anything you think you want to do is here ,2.0,2.0
99_4056_4,I can t help but say that Pinterest is awesome and that I m totally 100 addicted and it s nice because I have so many followers interested in just what I pin ,2.0,2.0
99_4057_4,This app never crashes or freezes up ,2.0,2.0
