FeedbackID,WebAppID,CategoryID,SubjectCleaned,MainTextCleaned,SubjectSpam,MainTextSpam,SpamStatus,Subjectivity,Polarity,TextTokens,Text
4421,99,2,Open in for music files ,Why did you remove open in option for music files I used to be able to do this with my sound files Why ,2,2,2,2,2,"['open', 'music', 'file', 'remove', 'open', 'option', 'music', 'file', 'able', 'sound', 'file']",Open in for music files  Why did you remove open in option for music files I used to be able to do this with my sound files Why
4422,99,2,problem discovery,I love pinning I love pintrest and this app lets me use it anywhere The only problem I've had is that if i turn my phone sideways the screen gets messed up and i have to exit out of the appplease fix ,0,0,0,2,2,"['problem', 'love', 'pin', 'love', 'pintr', 'app', 'let', 'use', 'problem', 'turn', 'phone', 'sideway', 'screen', 'get', 'mess', 'exit', 'appplease', 'fix']",problem discovery I love pinning I love pintrest and this app lets me use it anywhere The only problem I've had is that if i turn my phone sideways the screen gets messed up and i have to exit out of the appplease fix
4423,99,2,Don't like anymore,Can't easily share composition due to file type ,2,2,2,2,2,"['like', 'anymore', 'easily', 'share', 'composition', 'file', 'type']",Don't like anymore Can't easily share composition due to file type
4424,99,2,Office documents,Use to be good until I cannot open any office documents,2,2,2,2,2,"['office', 'document', 'Use', 'good', 'open', 'office', 'document']",Office documents Use to be good until I cannot open any office documents
4425,99,2,Still lost,Is been downloading for 2 days and still downloading,2,2,2,2,2,"['lose', 'download', '2', 'day', 'download']",Still lost Is been downloading for 2 days and still downloading
4426,99,2,problem discovery,its problem is about not being allowed ur last online status,0,0,0,2,2,"['problem', 'problem', 'allow', 'ur', 'online', 'status']",problem discovery its problem is about not being allowed ur last online status
4427,99,2,Great app but one problem with the new update,Great app I love the new design but with the new update when you try to share a link to a specific file that has a space in the file name I have to manually replace the spaces with 20 so it will hyperlink correctly This used to not be a problem Please fix this Other than that one problem this is a great app also I like the fact that if you download a picture from the app onto the iPhone it doesn't auto upload the picture so you have 2 copies of the same photo in the auto upload folder Thank you for that fix Keep up the great work ,0,0,0,2,2,"['great', 'app', 'problem', 'new', 'update', 'great', 'app', 'love', 'new', 'design', 'new', 'update', 'try', 'share', 'link', 'specific', 'file', 'space', 'file', 'manually', 'replace', 'space', '20', 'hyperlink', 'correctly', 'problem', 'fix', 'problem', 'great', 'app', 'like', 'fact', 'download', 'picture', 'app', 'iPhone', 'auto', 'upload', 'picture', '2', 'copy', 'photo', 'auto', 'upload', 'folder', 'thank', 'fix', 'great', 'work']",Great app but one problem with the new update Great app I love the new design but with the new update when you try to share a link to a specific file that has a space in the file name I have to manually replace the spaces with 20 so it will hyperlink correctly This used to not be a problem Please fix this Other than that one problem this is a great app also I like the fact that if you download a picture from the app onto the iPhone it doesn't auto upload the picture so you have 2 copies of the same photo in the auto upload folder Thank you for that fix Keep up the great work
4428,99,2,Horrible App Crap ,Crap Doesn't work Try something else Don't waste your time ,2,2,2,2,2,"['Horrible', 'App', 'Crap', 'crap', 'work', 'try', 'waste', 'time']",Horrible App Crap  Crap Doesn't work Try something else Don't waste your time
4429,99,2,problem discovery,Crashes all the time ,0,0,0,2,2,"['problem', 'crash', 'time']",problem discovery Crashes all the time
4430,99,2,problem discovery,it is very important to add a landscape sheet orientation and Word Art basic options at least ,0,0,0,2,2,"['problem', 'important', 'add', 'landscape', 'sheet', 'orientation', 'Word', 'Art', 'basic', 'option']",problem discovery it is very important to add a landscape sheet orientation and Word Art basic options at least
4431,99,2,Gets worse with every release,Used to be a good application with ability to search cities you haven't yet reached and filter by rating as well as proximity however those features have been replaced with functionality focused on marketing hotels Don't use this application purchase a good guidebook instead,0,0,0,2,2,"['get', 'bad', 'release', 'good', 'application', 'ability', 'search', 'city', 'reach', 'filter', 'proximity', 'feature', 'replace', 'functionality', 'focus', 'marketing', 'hotel', 'use', 'application', 'purchase', 'good', 'guidebook', 'instead']",Gets worse with every release Used to be a good application with ability to search cities you haven't yet reached and filter by rating as well as proximity however those features have been replaced with functionality focused on marketing hotels Don't use this application purchase a good guidebook instead
4432,99,2,Not for texting,Doesn't work for texting You have to update ap or give instructions how it works for text Just one star for trying I'm a texting person But this ap doesn't do that ,0,0,0,2,2,"['texte', 'work', 'texte', 'update', 'ap', 'instruction', 'work', 'text', 'star', 'try', 'texting', 'person', 'ap']",Not for texting Doesn't work for texting You have to update ap or give instructions how it works for text Just one star for trying I'm a texting person But this ap doesn't do that
4433,99,2,Love ,I love having my nook on my iPad and I love having so many books always with me Sometimes though I wish I could get certain books they don't have ,2,2,2,2,2,"['love', 'love', 'have', 'nook', 'iPad', 'love', 'have', 'book', 'wish', 'certain', 'book']",Love  I love having my nook on my iPad and I love having so many books always with me Sometimes though I wish I could get certain books they don't have
4434,99,2,problem discovery,Good as an editor but a little slow Yeah It is good but a li'l bit slow,0,0,0,2,2,"['problem', 'good', 'editor', 'little', 'slow', 'yeah', 'good', ""li'l"", 'bit', 'slow']",problem discovery Good as an editor but a little slow Yeah It is good but a li'l bit slow
4435,99,2,Wack Google Earth,This App Is Horrible They Need To Update It x5 I Juss Got It And Its Taking Forever For The Features To Load TRASHHHH ,0,0,0,2,2,"['Wack', 'Google', 'Earth', 'App', 'horrible', 'need', 'Update', 'x5', 'Juss', 'get', 'taking', 'forever', 'feature', 'load', 'trashhhh']",Wack Google Earth This App Is Horrible They Need To Update It x5 I Juss Got It And Its Taking Forever For The Features To Load TRASHHHH
4436,99,2,Was my fave app now crashes and I can't access anything,As recently as last week I used this as almost my central control for everything After the latest upgrades there were issues and now it crashes and I cannot access anything I am left in a very difficult situation Please fix it ,0,0,0,2,2,"['fave', 'app', 'crash', 'access', 'recently', 'week', 'central', 'control', 'late', 'upgrade', 'issue', 'crash', 'access', 'leave', 'difficult', 'situation', 'fix']",Was my fave app now crashes and I can't access anything As recently as last week I used this as almost my central control for everything After the latest upgrades there were issues and now it crashes and I cannot access anything I am left in a very difficult situation Please fix it
4437,99,2,problem discovery,Great game Was at last able to download it The game is very good graphics are awesome loved it a lot App is really smooth I just wish the upgrades were permanent and the customization was more like the original most wanted and free roam feature is there Rest is perfect ,0,0,0,2,2,"['problem', 'great', 'game', 'able', 'download', 'game', 'good', 'graphic', 'awesome', 'love', 'App', 'smooth', 'wish', 'upgrade', 'permanent', 'customization', 'like', 'original', 'wanted', 'free', 'roam', 'feature', 'Rest', 'perfect']",problem discovery Great game Was at last able to download it The game is very good graphics are awesome loved it a lot App is really smooth I just wish the upgrades were permanent and the customization was more like the original most wanted and free roam feature is there Rest is perfect
4438,99,2,Can't read cached PDF,please fix it it's the most often used function for me,0,0,0,2,2,"['read', 'cached', 'PDF', 'fix', 'function']",Can't read cached PDF please fix it it's the most often used function for me
4439,99,2,Fix it ,I will give this app a much higher rating if you fix the Larimer County Fire and EMS ,0,0,0,2,2,"['fix', 'app', 'high', 'fix', 'Larimer', 'County', 'Fire', 'EMS']",Fix it  I will give this app a much higher rating if you fix the Larimer County Fire and EMS
4440,99,2,Problems with this version,Started with app not getting all notes Deleted and reinstalled app Fixed that Now when I select all notes it opens to a specific note and freezes when I try to go back So here I am to try reinstalling again iPhone 5 ios7,0,0,0,2,2,"['problem', 'version', 'start', 'app', 'get', 'note', 'delete', 'reinstall', 'app', 'fix', 'select', 'note', 'open', 'specific', 'note', 'freeze', 'try', 'try', 'reinstall', 'iPhone', '5', 'ios7']",Problems with this version Started with app not getting all notes Deleted and reinstalled app Fixed that Now when I select all notes it opens to a specific note and freezes when I try to go back So here I am to try reinstalling again iPhone 5 ios7
4441,99,2,Needs a fix ,I loved this app I used it all the time but after the update it won't get connected And it crashes a lot What's up with that ,0,0,0,2,2,"['need', 'fix', 'love', 'app', 'time', 'update', 'will', 'connect', 'crash']",Needs a fix  I loved this app I used it all the time but after the update it won't get connected And it crashes a lot What's up with that
4442,99,2,Buggy Worthless but Cool,Love the organization features and style but the bugs make it impossible to use The app isn't worth the money until the bugs are fixed ,0,0,0,2,2,"['Buggy', 'Worthless', 'Cool', 'Love', 'organization', 'feature', 'style', 'bug', 'impossible', 'use', 'app', 'worth', 'money', 'bug', 'fix']",Buggy Worthless but Cool Love the organization features and style but the bugs make it impossible to use The app isn't worth the money until the bugs are fixed
4443,99,2,Why did it change ,Why did it update It logged me out and now it took all my books I also haven't found how to buy books Where is the store I need help ,0,0,0,2,2,"['change', 'update', 'log', 'take', 'book', 'find', 'buy', 'book', 'store', 'need', 'help']",Why did it change  Why did it update It logged me out and now it took all my books I also haven't found how to buy books Where is the store I need help
4444,99,2,problem discovery,Great app but I wish I could move pins from one board to another in bulk instead of one by one When I edit my boards it takes too long to move one pin at a time Other than that I love the app,0,0,0,2,2,"['problem', 'great', 'app', 'wish', 'pin', 'board', 'bulk', 'instead', 'edit', 'board', 'take', 'long', 'pin', 'time', 'love', 'app']",problem discovery Great app but I wish I could move pins from one board to another in bulk instead of one by one When I edit my boards it takes too long to move one pin at a time Other than that I love the app
4445,99,2,problem discovery,Not good Why i cannot clear chat history Come on There is no option for clear history Please fix that ,0,0,0,2,2,"['problem', 'good', 'clear', 'chat', 'history', 'come', 'option', 'clear', 'history', 'fix']",problem discovery Not good Why i cannot clear chat history Come on There is no option for clear history Please fix that
4446,99,2,Photo issues,Has started having issues sending photos recently I have to send a half dozen before one will go througj,2,2,2,2,2,"['photo', 'issue', 'start', 'have', 'issue', 'send', 'photo', 'recently', 'send', 'half', 'dozen', 'througj']",Photo issues Has started having issues sending photos recently I have to send a half dozen before one will go througj
4447,99,2,nice ,but i don't understand why we can't add a website even though it's an option also it'll be cool to add videos ,2,2,2,2,2,"['nice', 'understand', 'add', 'website', 'option', 'cool', 'add', 'video']",nice  but i don't understand why we can't add a website even though it's an option also it'll be cool to add videos
4448,99,2,Bugs ,At around 5pm every day all of my latest today's files just disappear They are still there though I can search for them and find them Then tomorrow they are magically back On my desktop there is no issue Just on iOS Is this a known bug ,0,0,0,2,2,"['bug', '5', 'p.m.', 'day', 'late', 'today', 'file', 'disappear', 'search', 'find', 'tomorrow', 'magically', 'desktop', 'issue', 'iOS', 'know', 'bug']",Bugs  At around 5pm every day all of my latest today's files just disappear They are still there though I can search for them and find them Then tomorrow they are magically back On my desktop there is no issue Just on iOS Is this a known bug
4449,99,2,Hate it,Worst thing I ever brought I want my four dollars back Don't work good at all ,2,2,2,2,2,"['hate', 'bad', 'thing', 'bring', 'want', 'dollar', 'work', 'good']",Hate it Worst thing I ever brought I want my four dollars back Don't work good at all
4450,99,2,Great app but watch out for iPad2 iOS7 hassles,I find I must logon again each and every time I open the app on my iPad2 running iOS7 Curiously this doesn't happen on my iPhone 4S Grr,2,2,2,2,2,"['great', 'app', 'watch', 'ipad2', 'iOS7', 'hassle', 'find', 'logon', 'time', 'open', 'app', 'ipad2', 'run', 'iOS7', 'Curiously', 'happen', 'iPhone', '4S', 'Grr']",Great app but watch out for iPad2 iOS7 hassles I find I must logon again each and every time I open the app on my iPad2 running iOS7 Curiously this doesn't happen on my iPhone 4S Grr
4451,99,2,Functionality on App doesn't compare to web site,Need to improve functionality on this app Can't vote reviews helpful Can't read your own contributions or see badges Have to scroll thru all the pictures to get to the end Would be nice if you could skip to the oldest newest Pics without scrolling thru each one Back button needs work as well Otherwise good for the basics ,2,2,2,2,2,"['functionality', 'App', 'compare', 'web', 'site', 'need', 'improve', 'functionality', 'app', 'vote', 'review', 'helpful', 'read', 'contribution', 'badge', 'scroll', 'picture', 'end', 'nice', 'skip', 'old', 'new', 'Pics', 'scroll', 'button', 'need', 'work', 'good', 'basic']",Functionality on App doesn't compare to web site Need to improve functionality on this app Can't vote reviews helpful Can't read your own contributions or see badges Have to scroll thru all the pictures to get to the end Would be nice if you could skip to the oldest newest Pics without scrolling thru each one Back button needs work as well Otherwise good for the basics
4452,99,2,Stop breaking it please,Updated and lost all my notes Great work guys Do all your fans a favor fire all your current programmers offer the 2011 version as an update and then call it a day,0,0,0,2,2,"['stop', 'break', 'update', 'lose', 'note', 'great', 'work', 'guy', 'fan', 'favor', 'fire', 'current', 'programmer', 'offer', '2011', 'version', 'update', 'day']",Stop breaking it please Updated and lost all my notes Great work guys Do all your fans a favor fire all your current programmers offer the 2011 version as an update and then call it a day
4453,99,2,Used to be great Not so much anymore,This app used to be flawless But after recent updates I have issues uploading things I'll select a bunch of my photos to back up and the app will crash out and only upload a few and not all Major bummer ,0,0,0,2,2,"['great', 'anymore', 'app', 'flawless', 'recent', 'update', 'issue', 'upload', 'thing', 'select', 'bunch', 'photo', 'app', 'crash', 'upload', 'major', 'bummer']",Used to be great Not so much anymore This app used to be flawless But after recent updates I have issues uploading things I'll select a bunch of my photos to back up and the app will crash out and only upload a few and not all Major bummer
4454,99,2,Crashes constantly ,It crashes constantly when searching for POIs so I upgraded to 3 1 4 and it still crashes maybe more often Really frustrating that this is not coded better it could be a very useful app At least it was cheap ,0,0,0,2,2,"['crash', 'constantly', 'crash', 'constantly', 'search', 'poi', 'upgrade', '3', '1', '4', 'crash', 'maybe', 'frustrating', 'code', 'better', 'useful', 'app', 'cheap']",Crashes constantly  It crashes constantly when searching for POIs so I upgraded to 3 1 4 and it still crashes maybe more often Really frustrating that this is not coded better it could be a very useful app At least it was cheap
4455,99,2,Not very useful,Can't even uploadtransfer a file from Pages,2,2,2,2,2,"['useful', 'uploadtransfer', 'file', 'page']",Not very useful Can't even uploadtransfer a file from Pages
4456,99,2,problem discovery,5 star Excellent but a bit slow running,0,0,0,2,2,"['problem', '5', 'star', 'Excellent', 'bit', 'slow', 'running']",problem discovery 5 star Excellent but a bit slow running
4457,99,2,I like it ,Very good,2,2,2,2,2,"['like', 'good']",I like it  Very good
4458,99,2,Totally handy,The app makes me manage my trip right on my phone Totally handy But the performance is no smooth at all The app needs to be fixed random crashes and glitchy performance,0,0,0,2,2,"['totally', 'handy', 'app', 'make', 'manage', 'trip', 'right', 'phone', 'totally', 'handy', 'performance', 'smooth', 'app', 'need', 'fix', 'random', 'crash', 'glitchy', 'performance']",Totally handy The app makes me manage my trip right on my phone Totally handy But the performance is no smooth at all The app needs to be fixed random crashes and glitchy performance
4459,99,2,Doesn't work 7510 doesn't connect and makes mess of network settings,I was happy to see this app however it doesn't work and caused all sorts or network configuration problems I called hp to reset printer iPad and computer and even they couldn't figure out what the problem was After a ton of lost time I decided to erase the app and it allowed the iPad to find the printer using AirPrint again This app needs a lot of work so I would use extreme caution downloading it at this time Big waste of time ,0,0,0,2,2,"['work', '7510', 'connect', 'make', 'mess', 'network', 'setting', 'happy', 'app', 'work', 'cause', 'sort', 'network', 'configuration', 'problem', 'call', 'hp', 'reset', 'printer', 'iPad', 'computer', 'figure', 'problem', 'ton', 'lose', 'time', 'decide', 'erase', 'app', 'allow', 'iPad', 'find', 'printer', 'AirPrint', 'app', 'need', 'work', 'use', 'extreme', 'caution', 'download', 'time', 'big', 'waste', 'time']",Doesn't work 7510 doesn't connect and makes mess of network settings I was happy to see this app however it doesn't work and caused all sorts or network configuration problems I called hp to reset printer iPad and computer and even they couldn't figure out what the problem was After a ton of lost time I decided to erase the app and it allowed the iPad to find the printer using AirPrint again This app needs a lot of work so I would use extreme caution downloading it at this time Big waste of time
4460,99,2,Excel problem,Won't let me view my excel spread sheets from my iPhone Please fix it other than that love the app,0,0,0,2,2,"['Excel', 'problem', 'will', 'let', 'view', 'excel', 'spread', 'sheet', 'iPhone', 'fix', 'love', 'app']",Excel problem Won't let me view my excel spread sheets from my iPhone Please fix it other than that love the app
4461,99,2,Doesn't work,Flat out will not open on a new iPad Air,2,2,2,2,2,"['work', 'Flat', 'open', 'new', 'iPad', 'Air']",Doesn't work Flat out will not open on a new iPad Air
4462,99,2,Needs fix,It was cool until the last update where now I can't upload from my iPhone It starts uploading the progress bar shows it going then when radionics he'd the progress bar just starts again and again going over and over,0,0,0,2,2,"['need', 'fix', 'cool', 'update', 'upload', 'iPhone', 'start', 'upload', 'progress', 'bar', 'show', 'go', 'radionic', 'progress', 'bar', 'start', 'go']",Needs fix It was cool until the last update where now I can't upload from my iPhone It starts uploading the progress bar shows it going then when radionics he'd the progress bar just starts again and again going over and over
4463,99,2,Stopped working with dolphin,Worked great with Dolphin until the last update Now it is not,0,0,0,2,2,"['stop', 'work', 'dolphin', 'Worked', 'great', 'Dolphin', 'update']",Stopped working with dolphin Worked great with Dolphin until the last update Now it is not
4464,99,2,Excited about App but ,At first usage I realized that if you go to send an email there is no Cancel or Back button My App is stuck on this screen I don't know how the rest of it works because it's stuck on that screen ,2,2,2,2,2,"['excited', 'App', 'usage', 'realize', 'send', 'email', 'Cancel', 'button', 'App', 'stick', 'screen', 'know', 'rest', 'work', 'stick', 'screen']",Excited about App but  At first usage I realized that if you go to send an email there is no Cancel or Back button My App is stuck on this screen I don't know how the rest of it works because it's stuck on that screen
4465,99,2,Would be 5 stars if problems were fixed,Since updating to iOS7 and latest update of Evernote the spell check feature is not there any longer I utilize this for work and rely on it for reports I figured give it a couple of weeks and they would fix it but it's been over two months now and no fix Let's get it together Evernote team so I can give a 5 star review for this app again,0,0,0,2,2,"['5', 'star', 'problem', 'fix', 'update', 'iOS7', 'late', 'update', 'Evernote', 'spell', 'check', 'feature', 'longer', 'utilize', 'work', 'rely', 'report', 'figure', 'couple', 'week', 'fix', 'month', 'fix', 'let', 'Evernote', 'team', '5', 'star', 'review', 'app']",Would be 5 stars if problems were fixed Since updating to iOS7 and latest update of Evernote the spell check feature is not there any longer I utilize this for work and rely on it for reports I figured give it a couple of weeks and they would fix it but it's been over two months now and no fix Let's get it together Evernote team so I can give a 5 star review for this app again
4466,99,2,Pleeeease fix this app ,I have so many apps through my iPhone and this is the worst one I've ever used It deletes messages that I dont delete doesn't send messages that I send and doesn't even save my favorites when I click to save them Truly horrible I really hope you guys upgrade and soon because it's making it pointless for me to be on the site ,0,0,0,2,2,"['pleeeease', 'fix', 'app', 'app', 'iPhone', 'bad', 'delete', 'message', 'not', 'delete', 'send', 'message', 'send', 'save', 'favorite', 'click', 'save', 'truly', 'horrible', 'hope', 'guy', 'upgrade', 'soon', 'make', 'pointless', 'site']",Pleeeease fix this app  I have so many apps through my iPhone and this is the worst one I've ever used It deletes messages that I dont delete doesn't send messages that I send and doesn't even save my favorites when I click to save them Truly horrible I really hope you guys upgrade and soon because it's making it pointless for me to be on the site
4467,99,2,Don t update,Agree with recent reviewers this update completely ruined this excellent app for the iPhone on IOS7 Doesn t work AT ALL Opens then freezes completely and can t even open any of my notes or create new ones Doesn t anyone test these apps before releasing them Please fix ASAP ,0,0,0,2,2,"['Don', 'update', 'agree', 'recent', 'reviewer', 'update', 'completely', 'ruin', 'excellent', 'app', 'iPhone', 'IOS7', 'Doesn', 'work', 'Opens', 'freeze', 'completely', 'open', 'note', 'create', 'new', 'one', 'Doesn', 'test', 'app', 'release', 'fix', 'ASAP']",Don t update Agree with recent reviewers this update completely ruined this excellent app for the iPhone on IOS7 Doesn t work AT ALL Opens then freezes completely and can t even open any of my notes or create new ones Doesn t anyone test these apps before releasing them Please fix ASAP
4468,99,2,Avoid the iOS 7 Update,It is overwriting my notes with outdated versions The complaints about syncing issues with the iOS 7 update are spot on Stay with the iOS6 version if possible ,0,0,0,2,2,"['avoid', 'ios', '7', 'Update', 'overwrite', 'note', 'outdated', 'version', 'complaint', 'sync', 'issue', 'iOS', '7', 'update', 'spot', 'Stay', 'iOS6', 'version', 'possible']",Avoid the iOS 7 Update It is overwriting my notes with outdated versions The complaints about syncing issues with the iOS 7 update are spot on Stay with the iOS6 version if possible
4469,99,2,Cant even access to the account,I use ipad mini But I cant even access to my account because the app crashes in iphone size every time i open it Need a hotfix URGENT,0,0,0,2,2,"['not', 'access', 'account', 'use', 'ipad', 'mini', 'not', 'access', 'account', 'app', 'crash', 'iphone', 'size', 'time', 'open', 'need', 'hotfix', 'urgent']",Cant even access to the account I use ipad mini But I cant even access to my account because the app crashes in iphone size every time i open it Need a hotfix URGENT
4470,99,2,problem discovery,Love to Pin it I love pintrest Super fun ideas and the app works great most if the time Sometimes it spools but not very often,0,0,0,2,2,"['problem', 'Love', 'pin', 'love', 'pintr', 'super', 'fun', 'idea', 'app', 'work', 'great', 'time', 'spool']",problem discovery Love to Pin it I love pintrest Super fun ideas and the app works great most if the time Sometimes it spools but not very often
4471,99,2,Does not Work in iPhone 4 with iOS 7,I loved the app but ever since I installed iOS 7 and updated the app it does not start Please fix it,0,0,0,2,2,"['work', 'iPhone', '4', 'iOS', '7', 'love', 'app', 'instal', 'iOS', '7', 'update', 'app', 'start', 'fix']",Does not Work in iPhone 4 with iOS 7 I loved the app but ever since I installed iOS 7 and updated the app it does not start Please fix it
4472,99,2,New version is terrible,Used to be my most used app but now it's a pain to find hotels when searching a geographical location I now have to enter numerous towns and do numerous searches to find what I'm looking for New version is a step in wrong direction,2,2,2,2,2,"['new', 'version', 'terrible', 'app', 'pain', 'find', 'hotel', 'search', 'geographical', 'location', 'enter', 'numerous', 'town', 'numerous', 'search', 'find', 'look', 'new', 'version', 'step', 'wrong', 'direction']",New version is terrible Used to be my most used app but now it's a pain to find hotels when searching a geographical location I now have to enter numerous towns and do numerous searches to find what I'm looking for New version is a step in wrong direction
4473,99,2,Please Fix ,This may sound like a broken record but I really like your app when it can download But it can't now I hate having to type this but this needs to be fixed ,0,0,0,2,2,"['Fix', 'sound', 'like', 'broken', 'record', 'like', 'app', 'download', 'hate', 'have', 'type', 'need', 'fix']",Please Fix  This may sound like a broken record but I really like your app when it can download But it can't now I hate having to type this but this needs to be fixed
4474,99,2,Was nice,Was nice won't open since update,0,0,0,2,2,"['nice', 'nice', 'will', 'open', 'update']",Was nice Was nice won't open since update
4475,99,2,New version,The current version doesn't show all files in dropbox Please fix ,0,0,0,2,2,"['new', 'version', 'current', 'version', 'file', 'dropbox', 'fix']",New version The current version doesn't show all files in dropbox Please fix
4476,99,2,xls file issue,I used to be able to view xls files on my iPad AND iPhone I can still view them on my iPhone but they no longer open on the iPad Sometimes the files will open for a few seconds and then a gray screen comes up Most of the time I just get the gray screen The gray screen has the file name 'Office Open XML Spreadsheet'' and the file size My spreadsheets are simple no macros and small in size I've tried creating new spreadsheets and have the same issue Web research shows others have same issue but no fixes have worked for me I'm on the latest IOS 704 and the most recent version of Dropbox 301 Chat with Apple Support says it is a DropBox issue,0,0,0,2,2,"['xls', 'file', 'issue', 'able', 'view', 'xls', 'file', 'iPad', 'iPhone', 'view', 'iPhone', 'longer', 'open', 'iPad', 'file', 'open', 'second', 'gray', 'screen', 'come', 'time', 'gray', 'screen', 'gray', 'screen', 'file', 'Office', 'Open', 'XML', 'Spreadsheet', 'file', 'size', 'spreadsheet', 'simple', 'macros', 'small', 'size', 'try', 'create', 'new', 'spreadsheet', 'issue', 'web', 'research', 'show', 'issue', 'fix', 'work', 'late', 'IOS', '704', 'recent', 'version', 'Dropbox', '301', 'Chat', 'Apple', 'Support', 'say', 'DropBox', 'issue']",xls file issue I used to be able to view xls files on my iPad AND iPhone I can still view them on my iPhone but they no longer open on the iPad Sometimes the files will open for a few seconds and then a gray screen comes up Most of the time I just get the gray screen The gray screen has the file name 'Office Open XML Spreadsheet'' and the file size My spreadsheets are simple no macros and small in size I've tried creating new spreadsheets and have the same issue Web research shows others have same issue but no fixes have worked for me I'm on the latest IOS 704 and the most recent version of Dropbox 301 Chat with Apple Support says it is a DropBox issue
4477,99,2,Photos won't upload,Version 30 auto updated today and now my photos won't upload Luckily my SkyDrive added an upload feature,0,0,0,2,2,"['photo', 'will', 'upload', 'Version', '30', 'auto', 'update', 'today', 'photo', 'will', 'upload', 'luckily', 'SkyDrive', 'add', 'upload', 'feature']",Photos won't upload Version 30 auto updated today and now my photos won't upload Luckily my SkyDrive added an upload feature
4478,99,2,Please,The app in iPhone needs important issue 'share via email',2,2,2,2,2,"['app', 'iPhone', 'need', 'important', 'issue', 'share', 'email']",Please The app in iPhone needs important issue 'share via email'
4479,99,2,Crashes in iOS 7,Constant crashes in iOS 7 8 crashes in 30 minutes Evernote not really ready for new iOS,0,0,0,2,2,"['crash', 'iOS', '7', 'constant', 'crash', 'iOS', '7', '8', 'crash', '30', 'minute', 'Evernote', 'ready', 'new', 'iOS']",Crashes in iOS 7 Constant crashes in iOS 7 8 crashes in 30 minutes Evernote not really ready for new iOS
4480,99,2,Html viewing not working,I generally love Dropbox but since I upgraded to iOS 7 I can no longer view html files properly I am referring to files saved on my Dropbox as html I used to view them displayed nicely as web pages but now I just see the source code instead Can you please fix that Also can you please add the option to copy and move files It would be a very useful feature Thanks ,0,0,0,2,2,"['html', 'view', 'work', 'generally', 'love', 'Dropbox', 'upgrade', 'iOS', '7', 'longer', 'view', 'html', 'file', 'properly', 'refer', 'file', 'save', 'Dropbox', 'html', 'view', 'display', 'nicely', 'web', 'page', 'source', 'code', 'instead', 'fix', 'add', 'option', 'copy', 'file', 'useful', 'feature', 'thank']",Html viewing not working I generally love Dropbox but since I upgraded to iOS 7 I can no longer view html files properly I am referring to files saved on my Dropbox as html I used to view them displayed nicely as web pages but now I just see the source code instead Can you please fix that Also can you please add the option to copy and move files It would be a very useful feature Thanks
4481,99,2,VERY Disappointed,The new interface is a very big disappointment Is there any way to get Version 232 back Way too much white space which is hard on the eyes Also still not able to rename files unbelievable ,2,2,2,2,2,"['disappointed', 'new', 'interface', 'big', 'disappointment', 'way', 'Version', '232', 'Way', 'white', 'space', 'hard', 'eye', 'able', 'rename', 'file', 'unbelievable']",VERY Disappointed The new interface is a very big disappointment Is there any way to get Version 232 back Way too much white space which is hard on the eyes Also still not able to rename files unbelievable
4482,99,2,I wish I could give it zero stars,I've not been able to use the app because it keeps crashing What a PAIN ,0,0,0,2,2,"['wish', 'zero', 'star', 'able', 'use', 'app', 'keep', 'crash', 'PAIN']",I wish I could give it zero stars I've not been able to use the app because it keeps crashing What a PAIN
4483,99,2,Still waiting,Caught in a loop forever after trying to load a video and also forever looping in the initial how to adobe file Very sad,2,2,2,2,2,"['wait', 'catch', 'loop', 'forever', 'try', 'load', 'video', 'forever', 'loop', 'initial', 'adobe', 'file', 'sad']",Still waiting Caught in a loop forever after trying to load a video and also forever looping in the initial how to adobe file Very sad
4484,99,2,problem discovery,152 Update What's happened to this app The people I follow page isn't working properly the images disappear and nothing happens when it's refreshed It's been all good until now Fix it please,0,0,0,2,2,"['problem', '152', 'Update', 'happen', 'app', 'people', 'follow', 'page', 'work', 'properly', 'image', 'disappear', 'happen', 'refresh', 'good', 'fix']",problem discovery 152 Update What's happened to this app The people I follow page isn't working properly the images disappear and nothing happens when it's refreshed It's been all good until now Fix it please
4485,99,2,Pretty good,It's an amazing app and I love it's features except for one little problem The GPS feature is a bit off I'm at home and when I want to make a quick note it gives me the wrong address It would be great if this could get fixed,0,0,0,2,2,"['pretty', 'good', 'amazing', 'app', 'love', 'feature', 'little', 'problem', 'GPS', 'feature', 'bit', 'home', 'want', 'quick', 'note', 'give', 'wrong', 'address', 'great', 'fix']",Pretty good It's an amazing app and I love it's features except for one little problem The GPS feature is a bit off I'm at home and when I want to make a quick note it gives me the wrong address It would be great if this could get fixed
4486,99,2,New Update crashes,Since new update 21 on Feb 15th I get a splash screen followed by a crash Otherwise 5 ,0,0,0,2,2,"['New', 'Update', 'crash', 'new', 'update', '21', 'Feb', '15th', 'splash', 'screen', 'follow', 'crash', '5']",New Update crashes Since new update 21 on Feb 15th I get a splash screen followed by a crash Otherwise 5
4487,99,2,Stop loading pics,I did not give permission to upload pics The settings say its off yet it continues to upload STOP ,0,0,0,2,2,"['stop', 'load', 'pic', 'permission', 'upload', 'pic', 'setting', 'continue', 'upload', 'STOP']",Stop loading pics I did not give permission to upload pics The settings say its off yet it continues to upload STOP
