FeedbackID,WebAppID,CategoryID,SubjectCleaned,MainTextCleaned,SubjectSpam,MainTextSpam,SpamStatus
4272,99,4,information giving,Please bring that back and keep it ,0,0,0
4273,99,4,information giving,Please bring the old version back ,0,0,0
4274,99,4,information giving,I ve said more than once that Every woman should have a Pinterest account ,0,0,0
4275,99,4,information giving,I defiantly recommend downloading this app ,0,0,0
4276,99,4,information giving,I had to Google it to discover that you have to tap the camera button then the little image icon ,0,0,0
4277,99,4,information giving,I was confused of how to use it at first but now that I ve figured it out its terribly addicting ,0,0,0
4278,99,2,problem discovery,The old app was constantly crashing and shutting my ipad completely off ,0,0,0
4279,99,5,feature request,Please bring back the A Z tabs when looking for categorized pin boards ,0,0,0
4280,99,4,information seeking,I could spend hours on it and yet I still don t know quite how to use it ,0,0,0
4281,99,4,information giving,This app is amazing and always provides me with new ideas for everything ,0,0,0
4282,99,2,problem discovery,Previously the app would crash my iPad and though it still does this it s far and few between crashes ,0,0,0
4283,99,4,information giving,Tried trouble shooting and they said sorry that s just what you have to do sometimes ,0,0,0
4284,99,2,problem discovery,I love Pinterest but it always crashes ,0,0,0
4285,99,4,information giving,If you post your own stuff Pinterest automatically owns it ,0,0,0
4286,99,2,problem discovery,I love the app in general but this update has some bugs ,0,0,0
4287,99,4,information giving,Used it to plan my daughters wedding makes me a rock star when I bake or entertain helped me redo my dining room table and a whole lot more ,0,0,0
4288,99,4,information seeking,What did I do before Pinterest ,0,0,0
4289,99,4,information giving,What a great way to discover how to enhance your life in all areas ,0,0,0
4290,99,4,information seeking,Wish the app was available on my Philips smart tv ,0,0,0
4291,99,2,problem discovery,I love this app but it crashes all the time ,0,0,0
4292,99,4,information giving,I utilize recipes DIY projects travel ideas and many other options available ,0,0,0
4293,99,4,information giving, HIGHLY recommend it ,0,0,0
4294,99,5,feature request,While Pinterest is still a great idea the fact that the home feed is now more than 50 related pins is very annoying ,0,0,0
4295,99,2,problem discovery,Enjoy using on my iPhone and iPad but it still likes to crash ,0,0,0
4296,99,2,problem discovery,When I try to load a video it almost always crashes ,0,0,0
4297,99,4,information seeking,Why limit to 3 ,0,0,0
4298,99,4,information giving,I love the new functionalities available in this release ,0,0,0
4299,99,4,information giving,I love all of the updates that they have had on it so far Pinterest has everything that you could possibly think of and I recommend Pinterest to everyone ,0,0,0
4300,99,4,information seeking,How did people organize their weddings before Pinterest ,0,0,0
4301,99,5,feature request,Wish there were more secret boards available ,0,0,0
4302,99,2,problem discovery,I like sharing info and ideas with others however the lack of privacy is an issue ,0,0,0
4303,99,5,feature request,So I d like more privacy settings that are already available on other social networking sites and Pinterest would be perfect ,0,0,0
4304,99,4,information seeking,How do I go back and submit my email address so I can write comments ,0,0,0
4305,99,4,information seeking,I don t know how to go back to where you tell me to give my email address ,0,0,0
4306,99,4,information seeking,Is there a way I can leave messages to other pinners ,0,0,0
4307,99,4,information giving,It s such a fun place to visit when I need a new idea or different perspective ,0,0,0
4308,99,4,information giving,I love this app it is my go to when I need some creative direction ,0,0,0
4309,99,4,information giving, nEveryone can use this app ,0,0,0
4310,99,4,information giving,You seriously just tap the pic and in seconds it s on one of your perfect boards ,0,0,0
4311,99,4,information giving,I recommend this to anyone looking for inspiration ,0,0,0
4312,99,5,feature request,But you should add chatting ,0,0,0
4313,99,5,feature request,Wish I could select multiple pins when I need to edit my boards ,0,0,0
4314,99,4,information giving,Plus it holds well on my 4G iPod and I haven t had a single problem with the app in these past couple of months since using it ,0,0,0
4315,99,4,information giving,If you love to pin and pin quickly then I d recommend downloading the app ,0,0,0
4316,99,4,information giving,Haven t had any real issues with it ,0,0,0
4317,99,4,information giving,Pinterest doesn t need my review to convince anyone of its worth and ease of use just try it yourself ,0,0,0
4318,99,4,information giving,Pinterest is addicting can t wait to see how it keeps getting better ,0,0,0
4319,99,4,information giving,Great app live convience of just pushing a button instead of browser hunting ,0,0,0
4320,99,4,information giving,You did an update to fix bugs but seemed to have created new ones ,0,0,0
4321,99,4,information giving,I love that I can create my own boards and use Pinterest to organize holiday and party planning ,0,0,0
4322,99,4,information giving,I really recommend this app ,0,0,0
4323,99,4,information giving,Watch out because once you start you might get addicted ,0,0,0
4324,99,4,information giving,The only thing I would warn is that you can probably become a bit materialistic ,0,0,0
4325,99,4,information giving,So be happy with what you have and just have fun ,0,0,0
4326,99,2,problem discovery,Prior to the update it was crashing frequently shutting down my iPad then rebooting ,0,0,0
4327,99,5,feature request,Please bring back this feature ,0,0,0
4328,99,5,feature request,I only wish that you could remove previous pins from a board or move them to a different board just so you can correct a finger slip or get rid of things that you didn t end up liking ,0,0,0
4329,99,2,problem discovery,App fails in iPod works great in iPad ,0,0,0
4330,99,4,information giving,Nik Nik 888 Just love this app nIt s very inspirational when you need a pick me up ,0,0,0
4331,99,2,problem discovery,Although more often Puns don t always link back to the original post where you can find the recipe or instructions on how to do make something ,0,0,0
4332,99,4,information seeking,Why do I need to pay all of a sudden ,0,0,0
4333,99,5,feature request,getting lower and we still pay for it Please make the picture view adjustable since lage device took roll ,0,0,0
4334,99,4,information seeking,Why on earth do i never recieve notifications from this app ,0,0,0
4335,99,4,information seeking,I ve checked my settings a thousand times everything is great there but why dont i recieve notifications ,0,0,0
4336,99,4,information giving,Most necessary app Its simply pointless purchasing a smartphone that does not support whatsapp ,0,0,0
4337,99,5,feature request,Need to see contacts profile pictures Need to fix the problem where people can see their contacts pictures,0,0,0
4338,99,2,problem discovery,I am not able to add any nor view any which have UTF8 chars in the name ,0,0,0
4339,99,5,feature request,Good app but wont let me get wifi please make it on a tablet ,0,0,0
4340,99,4,information giving,status suggestion feature can hav random quotes available means by refreshing it can show a new quote after all ur app sounds like wassup but u deserve 5 stars ,0,0,0
4341,99,5,feature request,But why not a new design ,0,0,0
4342,99,2,problem discovery,Zero start Fail to load Continuously hangs and I can t open this app ,0,0,0
4343,99,5,feature request,Just remove the last seen record ,0,0,0
4344,99,4,information giving,Good application This is fast and provides data immediately ,0,0,0
4345,99,4,information giving,hope the makers will have a look on it too in the coming updates ,0,0,0
4346,99,5,feature request,Really appreciate What is a very wonderful chattin network indeed it might help to chat with friends wherever u want but beware thre is a drawback that you must connect to a wifi network,0,0,0
4347,99,4,information giving,We can use it for many things It is good but it take many internet,0,0,0
4348,99,5,feature request,Bhknb Y this application is not working properly on my phone,0,0,0
4349,99,4,information seeking,Not fair As much as I love to use Whatsapp I am wondering why my version of Whatsapp only has one year limit while my friend has unlimited usage ,0,0,0
4350,99,5,feature request,please increase data limit more than 12 m b kuldeep ,0,0,0
4351,99,5,feature request,Please The Profile pic I don t want To anyone to see it Anyone i don t know but have my number ,0,0,0
4352,99,4,information seeking,Why it s works slowely ,0,0,0
4353,99,2,problem discovery,Comm made easy Updating is the only problem ,0,0,0
4354,99,5,feature request,Bug should be fixed I like this app but Its continuously giving error and stopped crashing please fix this bug ,0,0,0
4355,99,5,feature request,needs to be made free need to be made free for 5 stars,0,0,0
4356,99,5,feature request,Keeps crashing Not only did it crash it also wiped my whole phone ,0,0,0
4357,99,5,feature request,new update is worse I am using it on note3 and ever since I updated the new version I am unable to send songs to my contacts ,0,0,0
4358,99,5,feature request,privacy is another issue ,0,0,0
4359,99,5,feature request,Crashing It crashed 2 times in 10 minutes ,0,0,0
4360,99,4,information giving,Nice app Good work bt stil needs improvement,0,0,0
4361,99,4,information seeking,Very good app I wish it can work with two number in same phone or work with dual sim card for both number when it will be Work for dual sim card mobile plz ,0,0,0
4362,99,2,problem discovery,Bakwas application Always not responding problem occurs can t shows messages ,0,0,0
4363,99,4,information giving,Ma fav I just love it,0,0,0
4364,99,2,problem discovery,But the problem is very slow running to update ,0,0,0
4365,99,5,feature request,But I d suggest two important features which are available in many other messengers ,0,0,0
4366,99,4,information seeking,Why this is available on iOS while it s not on android ,0,0,0
4367,99,5,feature request,This must be added common ,0,0,0
4368,99,2,Almost perfect,Besides the occasional crash this is an amazing product with tons of potential depending on how you work with it ,0,0,0
4369,99,2,Take a photo of your boarding pass,This could be a great app if it was predictable but it is full of bugs and is unpredictable if you are able to check in take a screen shot of your boarding pass or print a backup copy because you may not be able to access it when you need it most ,0,0,0
4370,99,2,Won't open due to pop ups since upgrade,I can't open since the last 2 updates Pop ups go crazy on the iPhone 5 I'm uninstalling,0,0,0
4371,99,2,Not Working After Update,Use to love this app but it's not working after new update Pages won't scroll up or down none of the different tabs work it's frozen Please fix ASAP ,0,0,0
4372,99,2,problem discovery,Urrrrm After my third re installing it finally has scenery Before hand it was just black shapes everywhere I could not even see the walls This killed my internet as it is a very big game that takes half an hour to install if you don't like the game their is no chance of a refund Once I finally got the proper game it is very pretty with smooth graphics an amazing sound track and some of the best scenery I've ever seen on my tablet In the next update I want to be seeing the right installment first time a chance of a refund and free roam Free roam was the best part of the old games I would love to have it on my tablet Thank you ,0,0,0
4373,99,2,Needs work,This app serves its purpose for me perfectly except for the mobile deposit won't work It keeps saying can't find endorsement After calling PNC multiple times about this still no fix ,0,0,0
4374,99,2,problem discovery,Album function needs improvement Current version opens up all possible folders which includ cache files which should be selectable from settings to avoid unnecessary browsing resulting low productivity ,0,0,0
4375,99,2,Excel files don't open with update ,I'm very disappointed that I can't open most excel files anymore Repeated tries works occasionally but it should work every time ,0,0,0
4376,99,2,problem discovery,NEEDS TO BE UPDATED Was Fun Challenging Desperately in need of an update Paid for the Allie levels SEPTEMBER 1 and still no new levels when is soon No new levels of the week No updates Used to be a favorite ,0,0,0
4377,99,2,It's good to look at stuff,It's good if you want to browse but is horrible at letting me post anything It stays frozen on signing in and I have to close the app ,2,2,2
4378,99,2,Crashes,Crash Crash Crash Crash Crash Get it ,0,0,0
4379,99,2,problem discovery,Was great It was great until apparently it updated on the 27th and now every time I try to use it I get a message the it has stopped working and it force closes Please fix ,0,0,0
4380,99,2,Yup It's ugly,The white app icon is so atrocious I'm hiding it away in a new folder that I'm naming 'Ugly Apps' It will be joined by Photos and iBooks Some other Apple bloat ware apps like Game Center Newsstand and Passbook could go in too but they'll just stay in my 'Crap ' folder instead,2,2,2
4381,99,2,problem discovery,Would like it to have more edit items ,0,0,0
4382,99,2, VERY BAD ,This use to be a great app on iOS 5 Having iOS 7 and the latest version of Dropbox and it's really bad The new UI for viewing photos and video needs improvement to return to the way it was,0,0,0
4383,99,2,Started out great,The app was awesome until the latest update I lost a weeks worth of class notes can't even open the program without it crashing unless I'm connected to wifi and a complete notebook just disappeared after the password reset Everything was great before the update now nothing works,0,0,0
4384,99,2,Crash,After the last update it crashes Please fix ,0,0,0
4385,99,2,PDF Problems,I liked very much the upgrade to pdfs divisions and search However they aren't displaying anymore Fix it and it will be perfect Best wishes,0,0,0
4386,99,2,problem,Can't update your latest bug fix,0,0,0
4387,99,2,It won't let me sing with other people,It says error to collect calls and it won't let me up date anything it needs to be fixed,0,0,0
4388,99,2,problem discovery,ok seriously this app would be great if the timing adjustments weren't so erratic i've made the same exact video a million times and it keeps coming out with an extra 2 seconds here or a bit shorter there throwing off the entire video audio sync,0,0,0
4389,99,2,Dropbox update,The update has been installing for a week,0,0,0
4390,99,2,Hats,I love the app but it's annoying cause when I use the premade hats they come half out with the middle half of the hat gone so I can't make what I want easily ,2,2,2
4391,99,2,problem discovery,Effect Please fix some of your effect such as fattal because its become a different quality of picture when I want to save it Which means what I edit its not the same picture that I save Overall good Just on that part only,0,0,0
4392,99,2,Meh,It's really slow and it always glitches up when I try to delete a stauts or somthing and I can't figure out how to delete pics or make new albums no me gusta,0,0,0
4393,99,2,Problems,Can't use due to pop up about push notifications Open iTunes and connect for notifications HATE IT ,0,0,0
4394,99,2,Waste of time,Won't open Keeps timing out Don't waste your time till they fix the issues ,0,0,0
4395,99,2,Still CAN'T UPLOAD VIDEOS ,COME ON DROPBOX This is getting ridiculous I've uninstalled and reinstalled and it's still stuck Your customer service said this update would fix it ,0,0,0
4396,99,2,Just doesn't work,So frustrated Not responsive or sluggish Cannot modify the city from which I want to rent I give up ,2,2,2
4397,99,2,Buggy,Bookmarks do not work Bookmark your favorite dispensary and it takes you to some other random place The overall performance is buggy and crashes ,0,0,0
4398,99,2,Upgrade causing crashing ,Recent upgrade is causing the app to crash on iPad Needs fixed I have tried to delete and reinstall but that didn't fix the problem,0,0,0
4399,99,2,5 information 1 app,I like Trip Advisor but their app is slow and feels buggy If you have the patience to navigate through its um 'quirks ' then you can get to their good info,0,0,0
4400,99,2,problem discovery,Search doesn't work anymore After the update the search function doesn't work It keeps putting 20's within the search so nothing comes up Please fix otherwise the app is useless if I can't search for anything,0,0,0
4401,99,2,problem discovery,Plz more backgrounds and frame,0,0,0
4402,99,2,iPhone 5s Really ,Did not work on my new iPhone 5s Only showed sliding logo's,2,2,2
4403,99,2,Minor glitches,Pretty good but glitches Wanted to use flight filters but it wasn't applying them Had to start search over Haven't used it much yet,2,2,2
4404,99,2,problem discovery,You need to improve the hebrew editing ,0,0,0
4405,99,2,What happened ,This app used to work so well now it never works Please fix It keeps sending me warning messages ,0,0,0
4406,99,2,Yeah it's cool but ,It seems like a cool app from what I have been able to see It crashes everytime I get it open The free app got me hooked which never crashed Get this fixed please and I will resubmit a review ,0,0,0
4407,99,2,So sad ,I did the update and they made me change my password I logged in with my new password and ALL of my files are missing And then I logged into my account through the website and no notes are there either This is great since midterms are next week and all of my notes are gone ' ,0,0,0
4408,99,2,problem discovery,Needs Update It still needs updates Its a bit slow I hope whatsapp fixes this problem I know they are too busy but they have to take out time for us ,0,0,0
4409,99,2,Great new look But,Keep up the good work but camera upload has stopped working for me No matter what I change no photos or videos will load,0,0,0
4410,99,2,Good luck with mobile deposit,It is useful to check balance and do transfers but mobile deposit simply doesn't work it refuses to see my signature I called support and their suggestions were set camera to highest quality and delete and reinstall app neither of which were any help So now I am stuck mailing the 'For mobile deposit only' check to them hoping that PNC bank by mail works a lot better than this app ,0,0,0
4411,99,2,Crashes all the time,I may give it a way better review when they fix it but EXPECT it to crash ll the time about every 3 4 filters I downloaded it then crashed Frustrating Once it FROZE and I had to delete re install ,0,0,0
4412,99,2,problem discovery,Worst Atleast reply and help Worst since four days trying to register everytime they cut balnce for verification them send voice verification nd then fails that also crap negative star,0,0,0
4413,99,2,Crashes,This latest update did nothing to stop crashes Completely unusable,0,0,0
4414,99,2,Just Awful,Loaded to my iTouch In it Everything is completely opposite East reads as West North reads as South etc Don't get this app unless you want to get lost Will proceed to Delete immediately ,2,2,2
4415,99,2,problem discovery,Become very unstable and unsupported to my device Now a days it gives a big problem for my HTC desire V device whenever someone or group chat text message me in marathi language or used in more smily in that message that time whatsapp is directly closed and suddenly come back to the home screen and never open it,0,0,0
4416,99,2,problem discovery,What the heck Love the program BUT since you added the 'share this pin' option I have been receiving spam that my friends did not send My account was hacked too How about a fix ,0,0,0
4417,99,2,Buggy,In theory it's great but once a PDF is selected it can be impossible to close it I have resorted to tapping relentlessly on my screen so some magic will show the tools The PDF just sits there Way more effective to go through a browser Really Irritating ,0,0,0
4418,99,2,problem discovery,Im a dude Im a dude and i love pinterest The app is little glitchie on Android and iPhone but its getting better,0,0,0
4419,99,2,Crashes every time I try to load 1000 songs ,Doesn't work at all Want my 99 or an app that works ,0,0,0
4420,99,2,Good,I like this game a lot play all the time cannot put down however there is one issue the game lags can you please fix Thanks,0,0,0
4421,99,2,Open in for music files ,Why did you remove open in option for music files I used to be able to do this with my sound files Why ,2,2,2
4422,99,2,problem discovery,I love pinning I love pintrest and this app lets me use it anywhere The only problem I've had is that if i turn my phone sideways the screen gets messed up and i have to exit out of the appplease fix ,0,0,0
4423,99,2,Don't like anymore,Can't easily share composition due to file type ,2,2,2
4424,99,2,Office documents,Use to be good until I cannot open any office documents,2,2,2
4425,99,2,Still lost,Is been downloading for 2 days and still downloading,2,2,2
4426,99,2,problem discovery,its problem is about not being allowed ur last online status,0,0,0
4427,99,2,Great app but one problem with the new update,Great app I love the new design but with the new update when you try to share a link to a specific file that has a space in the file name I have to manually replace the spaces with 20 so it will hyperlink correctly This used to not be a problem Please fix this Other than that one problem this is a great app also I like the fact that if you download a picture from the app onto the iPhone it doesn't auto upload the picture so you have 2 copies of the same photo in the auto upload folder Thank you for that fix Keep up the great work ,0,0,0
4428,99,2,Horrible App Crap ,Crap Doesn't work Try something else Don't waste your time ,2,2,2
4429,99,2,problem discovery,Crashes all the time ,0,0,0
4430,99,2,problem discovery,it is very important to add a landscape sheet orientation and Word Art basic options at least ,0,0,0
4431,99,2,Gets worse with every release,Used to be a good application with ability to search cities you haven't yet reached and filter by rating as well as proximity however those features have been replaced with functionality focused on marketing hotels Don't use this application purchase a good guidebook instead,0,0,0
4432,99,2,Not for texting,Doesn't work for texting You have to update ap or give instructions how it works for text Just one star for trying I'm a texting person But this ap doesn't do that ,0,0,0
4433,99,2,Love ,I love having my nook on my iPad and I love having so many books always with me Sometimes though I wish I could get certain books they don't have ,2,2,2
4434,99,2,problem discovery,Good as an editor but a little slow Yeah It is good but a li'l bit slow,0,0,0
4435,99,2,Wack Google Earth,This App Is Horrible They Need To Update It x5 I Juss Got It And Its Taking Forever For The Features To Load TRASHHHH ,0,0,0
4436,99,2,Was my fave app now crashes and I can't access anything,As recently as last week I used this as almost my central control for everything After the latest upgrades there were issues and now it crashes and I cannot access anything I am left in a very difficult situation Please fix it ,0,0,0
4437,99,2,problem discovery,Great game Was at last able to download it The game is very good graphics are awesome loved it a lot App is really smooth I just wish the upgrades were permanent and the customization was more like the original most wanted and free roam feature is there Rest is perfect ,0,0,0
4438,99,2,Can't read cached PDF,please fix it it's the most often used function for me,0,0,0
4439,99,2,Fix it ,I will give this app a much higher rating if you fix the Larimer County Fire and EMS ,0,0,0
4440,99,2,Problems with this version,Started with app not getting all notes Deleted and reinstalled app Fixed that Now when I select all notes it opens to a specific note and freezes when I try to go back So here I am to try reinstalling again iPhone 5 ios7,0,0,0
4441,99,2,Needs a fix ,I loved this app I used it all the time but after the update it won't get connected And it crashes a lot What's up with that ,0,0,0
4442,99,2,Buggy Worthless but Cool,Love the organization features and style but the bugs make it impossible to use The app isn't worth the money until the bugs are fixed ,0,0,0
4443,99,2,Why did it change ,Why did it update It logged me out and now it took all my books I also haven't found how to buy books Where is the store I need help ,0,0,0
4444,99,2,problem discovery,Great app but I wish I could move pins from one board to another in bulk instead of one by one When I edit my boards it takes too long to move one pin at a time Other than that I love the app,0,0,0
4445,99,2,problem discovery,Not good Why i cannot clear chat history Come on There is no option for clear history Please fix that ,0,0,0
4446,99,2,Photo issues,Has started having issues sending photos recently I have to send a half dozen before one will go througj,2,2,2
4447,99,2,nice ,but i don't understand why we can't add a website even though it's an option also it'll be cool to add videos ,2,2,2
4448,99,2,Bugs ,At around 5pm every day all of my latest today's files just disappear They are still there though I can search for them and find them Then tomorrow they are magically back On my desktop there is no issue Just on iOS Is this a known bug ,0,0,0
4449,99,2,Hate it,Worst thing I ever brought I want my four dollars back Don't work good at all ,2,2,2
4450,99,2,Great app but watch out for iPad2 iOS7 hassles,I find I must logon again each and every time I open the app on my iPad2 running iOS7 Curiously this doesn't happen on my iPhone 4S Grr,2,2,2
4451,99,2,Functionality on App doesn't compare to web site,Need to improve functionality on this app Can't vote reviews helpful Can't read your own contributions or see badges Have to scroll thru all the pictures to get to the end Would be nice if you could skip to the oldest newest Pics without scrolling thru each one Back button needs work as well Otherwise good for the basics ,2,2,2
4452,99,2,Stop breaking it please,Updated and lost all my notes Great work guys Do all your fans a favor fire all your current programmers offer the 2011 version as an update and then call it a day,0,0,0
4453,99,2,Used to be great Not so much anymore,This app used to be flawless But after recent updates I have issues uploading things I'll select a bunch of my photos to back up and the app will crash out and only upload a few and not all Major bummer ,0,0,0
4454,99,2,Crashes constantly ,It crashes constantly when searching for POIs so I upgraded to 3 1 4 and it still crashes maybe more often Really frustrating that this is not coded better it could be a very useful app At least it was cheap ,0,0,0
4455,99,2,Not very useful,Can't even uploadtransfer a file from Pages,2,2,2
4456,99,2,problem discovery,5 star Excellent but a bit slow running,0,0,0
4457,99,2,I like it ,Very good,2,2,2
4458,99,2,Totally handy,The app makes me manage my trip right on my phone Totally handy But the performance is no smooth at all The app needs to be fixed random crashes and glitchy performance,0,0,0
4459,99,2,Doesn't work 7510 doesn't connect and makes mess of network settings,I was happy to see this app however it doesn't work and caused all sorts or network configuration problems I called hp to reset printer iPad and computer and even they couldn't figure out what the problem was After a ton of lost time I decided to erase the app and it allowed the iPad to find the printer using AirPrint again This app needs a lot of work so I would use extreme caution downloading it at this time Big waste of time ,0,0,0
4460,99,2,Excel problem,Won't let me view my excel spread sheets from my iPhone Please fix it other than that love the app,0,0,0
4461,99,2,Doesn't work,Flat out will not open on a new iPad Air,2,2,2
4462,99,2,Needs fix,It was cool until the last update where now I can't upload from my iPhone It starts uploading the progress bar shows it going then when radionics he'd the progress bar just starts again and again going over and over,0,0,0
4463,99,2,Stopped working with dolphin,Worked great with Dolphin until the last update Now it is not,0,0,0
4464,99,2,Excited about App but ,At first usage I realized that if you go to send an email there is no Cancel or Back button My App is stuck on this screen I don't know how the rest of it works because it's stuck on that screen ,2,2,2
4465,99,2,Would be 5 stars if problems were fixed,Since updating to iOS7 and latest update of Evernote the spell check feature is not there any longer I utilize this for work and rely on it for reports I figured give it a couple of weeks and they would fix it but it's been over two months now and no fix Let's get it together Evernote team so I can give a 5 star review for this app again,0,0,0
4466,99,2,Pleeeease fix this app ,I have so many apps through my iPhone and this is the worst one I've ever used It deletes messages that I dont delete doesn't send messages that I send and doesn't even save my favorites when I click to save them Truly horrible I really hope you guys upgrade and soon because it's making it pointless for me to be on the site ,0,0,0
4467,99,2,Don t update,Agree with recent reviewers this update completely ruined this excellent app for the iPhone on IOS7 Doesn t work AT ALL Opens then freezes completely and can t even open any of my notes or create new ones Doesn t anyone test these apps before releasing them Please fix ASAP ,0,0,0
4468,99,2,Avoid the iOS 7 Update,It is overwriting my notes with outdated versions The complaints about syncing issues with the iOS 7 update are spot on Stay with the iOS6 version if possible ,0,0,0
4469,99,2,Cant even access to the account,I use ipad mini But I cant even access to my account because the app crashes in iphone size every time i open it Need a hotfix URGENT,0,0,0
4470,99,2,problem discovery,Love to Pin it I love pintrest Super fun ideas and the app works great most if the time Sometimes it spools but not very often,0,0,0
4471,99,2,Does not Work in iPhone 4 with iOS 7,I loved the app but ever since I installed iOS 7 and updated the app it does not start Please fix it,0,0,0
4472,99,2,New version is terrible,Used to be my most used app but now it's a pain to find hotels when searching a geographical location I now have to enter numerous towns and do numerous searches to find what I'm looking for New version is a step in wrong direction,2,2,2
4473,99,2,Please Fix ,This may sound like a broken record but I really like your app when it can download But it can't now I hate having to type this but this needs to be fixed ,0,0,0
4474,99,2,Was nice,Was nice won't open since update,0,0,0
4475,99,2,New version,The current version doesn't show all files in dropbox Please fix ,0,0,0
4476,99,2,xls file issue,I used to be able to view xls files on my iPad AND iPhone I can still view them on my iPhone but they no longer open on the iPad Sometimes the files will open for a few seconds and then a gray screen comes up Most of the time I just get the gray screen The gray screen has the file name 'Office Open XML Spreadsheet'' and the file size My spreadsheets are simple no macros and small in size I've tried creating new spreadsheets and have the same issue Web research shows others have same issue but no fixes have worked for me I'm on the latest IOS 704 and the most recent version of Dropbox 301 Chat with Apple Support says it is a DropBox issue,0,0,0
4477,99,2,Photos won't upload,Version 30 auto updated today and now my photos won't upload Luckily my SkyDrive added an upload feature,0,0,0
4478,99,2,Please,The app in iPhone needs important issue 'share via email',2,2,2
4479,99,2,Crashes in iOS 7,Constant crashes in iOS 7 8 crashes in 30 minutes Evernote not really ready for new iOS,0,0,0
4480,99,2,Html viewing not working,I generally love Dropbox but since I upgraded to iOS 7 I can no longer view html files properly I am referring to files saved on my Dropbox as html I used to view them displayed nicely as web pages but now I just see the source code instead Can you please fix that Also can you please add the option to copy and move files It would be a very useful feature Thanks ,0,0,0
4481,99,2,VERY Disappointed,The new interface is a very big disappointment Is there any way to get Version 232 back Way too much white space which is hard on the eyes Also still not able to rename files unbelievable ,2,2,2
4482,99,2,I wish I could give it zero stars,I've not been able to use the app because it keeps crashing What a PAIN ,0,0,0
4483,99,2,Still waiting,Caught in a loop forever after trying to load a video and also forever looping in the initial how to adobe file Very sad,2,2,2
4484,99,2,problem discovery,152 Update What's happened to this app The people I follow page isn't working properly the images disappear and nothing happens when it's refreshed It's been all good until now Fix it please,0,0,0
4485,99,2,Pretty good,It's an amazing app and I love it's features except for one little problem The GPS feature is a bit off I'm at home and when I want to make a quick note it gives me the wrong address It would be great if this could get fixed,0,0,0
4486,99,2,New Update crashes,Since new update 21 on Feb 15th I get a splash screen followed by a crash Otherwise 5 ,0,0,0
4487,99,2,Stop loading pics,I did not give permission to upload pics The settings say its off yet it continues to upload STOP ,0,0,0
4488,99,2,Disapointed,Love the app but i can't access my recipes that I saved online or save any It keeps saying they are working on it Wish I had not purchased it ,2,2,2
4489,99,2,Really ,Can not even select a flight date anymore Don't waste your time here Sheesh why don't ya charge more for luggage so you can hire a programmer ,2,2,2
4490,99,2,problem discovery,Better Em having Samsung galaxy s 4 ad I am facing problem when I updated what's appplz fix it,0,0,0
4491,99,2,LOUSYNOT DEPENDABLE,I had this program for 2 months had allot of very important information kept inside picturesnotesmemos etc all of a sudden while using it it CRASHED on me and when I went back in everything was gone Wiped out completely I use an IPad 2 with plenty of memory had no other programs running to even suggest a conflict DO NOT USE THIS UNLESS YOU WISH TO RISK LOSING IMPORTANT DOCUMENTSfiles information TRUST ME I am very computer literate This program is loaded with problems even if you continue to download all there 'bug fixes',0,0,0
4492,99,2,bad app LOST PRECIOUS MEMORIES,awful appI uploaded HUNDREDS of photos but app could not upload them alllost hundreds of precious memories of concerts times with friends etc I was SOLELY relying on this app I had NO back up for these photos and deleted them when it said they were done now they are gone I can NOT access them,2,2,2
4493,99,2,Needs work ,Can't login in on my iPad 3 tells me my password is incorrect ,0,0,0
4494,99,2,Last Update ios 70 is Disastrous ,I'm SO upset I've been using this app for a year have patiently endured the slow process of improvement It had really gotten quite good Then this last bungled attempt has made the app virtually useless Shame on Evernote's QC group if they even have one ,0,0,0
4495,99,2,still issue with iWork,My iPad air and iPhone 4 on iOS 7 still will not open any pages documents all they show is the document name and size,2,2,2
4496,99,2,problem discovery,Great Need more country backgrounds borders Need more country backgrounds and borders ,0,0,0
4497,99,2,Annoying functionality,When you select an attraction and click around to read reviews and view pictures and then go back to the full like it defaults back to the beginning of the list and you have to hit 'next page' a several times to find the place you left off Very annoying,2,2,2
4498,99,2,Doesn't work after the last update,I love Evernote I use it on my Mac and I use it on my iPhone I love the Evernote app but ever since the last update which was a few days ago this app has been giving me nothing but problems Sometimes it just doesn't open All I keep seeing is a blank screen Sometimes it opens up but then while going back and forth between notes or notebooks it simply gets stuck and doesn't respond to any finger taps or actions I hope the Evernote people improve this app and fix these bugs because I truly love Evernote and would like to keep using it But lately I have encountered nothing but serious quality problems with Evernote,0,0,0
4499,99,2,Terrible Doesn't let add pictures and ,And on top of that every posting requires re verification through email even to re post postings on a verified account I have on which through computer it asks for nothing When trying to add a picture to the posting the add picture links are frayed out so you can't click to upload photos Terrible all around ,0,0,0
4500,99,2,problem discovery,Where dat mini games at There should be mini games like in the iphone ipod version,0,0,0
4501,99,2,Awfull,This app isnt that great first it dont let u play flash videos n the rexomended video is horrible it always pops up that my connection is bad wen i have full bars its slow and crashes,0,0,0
4502,99,2,Hell no ,Ya they went way to far There was a bug the the game that sold your cell phone info and charge u things that you don't agree to So to hell with angry birds Don't get it it's a scam to take more money then u paid for and sign u up to pay 10 00 each month from ur phone bill to pay some other county It's a scam That is ur warning ,0,0,0
4503,99,2,Great for texting and calling ,It is an awesome app to have But it sometime shuts down when u try to open it But the calls r ok and the texting is good ,2,2,2
