Id,Subject,MainText,Text,TextTokens,TextTopics,TopicPercentages
99_4069_5,feature request, nGranted all of my pins are from other interesting boards but I don t like the idea of someone else adding something to my board ,feature request  nGranted all of my pins are from other interesting boards but I don t like the idea of someone else adding something to my board,"['feature', 'request', 'pin', 'interesting', 'board', 'idea', 'board']","[223, 234]","[0.5905816, 0.5714285714285714]"
99_4075_5,feature request,I would like to post video using the copy and paste on my iPhone ,feature request I would like to post video using the copy and paste on my iPhone,"['feature', 'request', 'video', 'copy']",[169],[0.62843627]
99_4096_5,feature request,I think it should be easier to open them and see the full content ,feature request I think it should be easier to open them and see the full content,"['feature', 'request', 'easy', 'content']",[200],[0.8386263]
99_4101_5,feature request,I use boards to pin tons of ideas as inspiration when I first start a project or begin planning a party but it would be nice to have a way to rank the pins to narrow down the ones I want to focus on first ,feature request I use boards to pin tons of ideas as inspiration when I first start a project or begin planning a party but it would be nice to have a way to rank the pins to narrow down the ones I want to focus on first,"['feature', 'request', 'board', 'ton', 'idea', 'inspiration', 'project', 'party', 'nice', 'way', 'pin', 'one']","[185, 223]","[0.5798857, 0.36155942]"
99_4109_5,feature request,It is very cool how we can touch a picture and then we get the three options on what we can to do but is there any way that y all can put another option that saves a pin to the camera roll ,feature request It is very cool how we can touch a picture and then we get the three options on what we can to do but is there any way that y all can put another option that saves a pin to the camera roll,"['feature', 'request', 'cool', 'picture', 'option', 'way', 'option', 'pin', 'camera', 'roll']","[223, 177]","[0.4662861, 0.4641947]"
99_4112_5,feature request, nYou can create an online scrapbook of your favorite photos ,feature request  nYou can create an online scrapbook of your favorite photos,"['feature', 'request', 'online', 'scrapbook', 'favorite', 'photo']",[218],[0.8850893]
99_4117_5,feature request,You can t change the board covers anymore change that please ,feature request You can t change the board covers anymore change that please,"['feature', 'request', 'board']","[223, 234]","[0.7996509, 0.3333333333333333]"
99_4126_5,feature request,I wish you could drag and drop pins between boards and delete with pins with one click ,feature request I wish you could drag and drop pins between boards and delete with pins with one click,"['feature', 'request', 'pin', 'board', 'pin', 'click']","[223, 234]","[0.7214335, 0.5]"
99_4132_5,feature request,Seems like the controls are fairly user friendly but every now and then I have to re search for something because it bumps me out to the home page ,feature request Seems like the controls are fairly user friendly but every now and then I have to re search for something because it bumps me out to the home page,"['feature', 'request', 'control', 'user', 'friendly', 'home', 'page']",[212],[0.7196961]
99_4135_5,feature request, n nThx now can you STOP asking me to rate Pinterest every third or fourth time I try to open it ,feature request  n nThx now can you STOP asking me to rate Pinterest every third or fourth time I try to open it,"['feature', 'Pinterest', 'fourth', 'time']","[185, 195]","[0.47588846, 0.3635961]"
99_4139_5,feature request,Just wish the scrolling down then back up just a little bit didn t bring the top menu bar back ,feature request Just wish the scrolling down then back up just a little bit didn t bring the top menu bar back,"['feature', 'request', 'scrolling', 'little', 'bit', 'didn', 'menu', 'bar']",[179],[0.910993]
99_4140_5,feature request,And the news ticker I don t know what to call the thing that tells me when someone has liked a pin or followed a board needs a better information hierarchy an undifferentiated list doesn t serve me needs ,feature request And the news ticker I don t know what to call the thing that tells me when someone has liked a pin or followed a board needs a better information hierarchy an undifferentiated list doesn t serve me needs,"['feature', 'request', 'news', 'ticker', 'thing', 'pin', 'board', 'well', 'hierarchy', 'undifferentiated', 'list', 'doesn', 'need']",[204],[0.6753401]
99_4144_5,feature request,One thing I would like to see the subscribers in order of appearance ,feature request One thing I would like to see the subscribers in order of appearance,"['feature', 'request', 'thing', 'subscriber', 'order', 'appearance']","[204, 163]","[0.5656854, 0.3211787]"
99_4145_5,feature request,I love Pinterest but I think it needs to be revamped ,feature request I love Pinterest but I think it needs to be revamped,"['feature', 'request', 'Pinterest']","[195, 234]","[0.7943451, 0.3333333333333333]"
99_4146_5,feature request,First you ll only have a couple boards then you ll need a couple more because you ll want to have a nPlace for your interests ,feature request First you ll only have a couple boards then you ll need a couple more because you ll want to have a nPlace for your interests,"['feature', 'request', 'couple', 'board', 'couple', 'nPlace', 'interest']","[211, 223]","[0.5145146, 0.3891349]"
99_4158_5,feature request,Something needs to be done ,feature request Something needs to be done,"['feature', 'request']",[200],[0.7230165]
99_4164_5,feature request,I wish there was a pin button on my phone where I could pin things I see like I to when I m on my laptop maybe there is one for the phone and I just haven t found it ,feature request I wish there was a pin button on my phone where I could pin things I see like I to when I m on my laptop maybe there is one for the phone and I just haven t found it,"['feature', 'request', 'pin', 'button', 'phone', 'thing', 'laptop', 'phone']","[172, 223]","[0.41545612, 0.38591468]"
99_4169_5,feature request,Great app but it badly needs two things n1 ,feature request Great app but it badly needs two things n1,"['feature', 'request', 'great', 'app', 'thing', 'n1']",[223],[0.7127723]
99_4176_5,feature request,The only thing I suggest would be to update the look more often nBut as far as the app I love it ,feature request The only thing I suggest would be to update the look more often nBut as far as the app I love it,"['feature', 'request', 'thing', 'update', 'look', 'nBut', 'app']",[167],[0.71313155]
99_4179_5,feature request,Please provide a solution for an avid user ,feature request Please provide a solution for an avid user,"['feature', 'request', 'solution', 'avid', 'user']",[167],[0.8674672]
99_4181_5,feature request,5tootle I love Pinterest please change the page back the way it was a few weeks ago ,feature request 5tootle I love Pinterest please change the page back the way it was a few weeks ago,"['feature', 'request', '5tootle', 'Pinterest', 'page', 'way', 'week']",[195],[0.89992183]
99_4182_5,feature request,Just wish it would stop crashing and adding a side bar to scroll through boards would be nice ,feature request Just wish it would stop crashing and adding a side bar to scroll through boards would be nice,"['feature', 'request', 'bar', 'board', 'nice']",[221],[0.68333024]
99_4189_5,feature request,If that option could be added I d give it 5 stars ,feature request If that option could be added I d give it 5 stars,"['feature', 'request', 'option', '5', 'star']",[173],[0.86589795]
99_4191_5,feature request,Love Pinterest I think it would be awesome to have the boards like now plus sub boards ,feature request Love Pinterest I think it would be awesome to have the boards like now plus sub boards,"['feature', 'request', 'Pinterest', 'awesome', 'board', 'sub', 'board']","[223, 234]","[0.75101215, 0.42857142857142855]"
99_4197_5,feature request,t know who you have recently hired to change your interface but I suggest going back to the previous designer ,feature request t know who you have recently hired to change your interface but I suggest going back to the previous designer,"['feature', 'request', 'interface', 'previous', 'designer']",[200],[0.86648935]
99_4200_5,feature request,Truly you are missing a iconoclastic app ,feature request Truly you are missing a iconoclastic app,"['feature', 'request', 'truly', 'iconoclastic', 'app']",[167],[0.86746836]
99_4203_5,feature request,I just wish you could the app horizontally ,feature request I just wish you could the app horizontally,"['feature', 'request', 'app']","[200, 168]","[0.46515733, 0.3339856]"
99_4206_5,feature request,Also I can t update my board covers and that should be brought back ,feature request Also I can t update my board covers and that should be brought back,"['feature', 'request', 'update', 'board']","[223, 173]","[0.540311, 0.30427736]"
99_4209_5,feature request,Do wish there was a way to move pins to different boards without having to repin them ,feature request Do wish there was a way to move pins to different boards without having to repin them,"['feature', 'request', 'way', 'pin', 'different', 'board']","[223, 234]","[0.6562082, 0.3333333333333333]"
99_4221_5,feature request,The bugs in the app have been fixed over time I have no complaints except for adding more than 3 secret boards ,feature request The bugs in the app have been fixed over time I have no complaints except for adding more than 3 secret boards,"['feature', 'request', 'bug', 'app', 'time', 'complaint', 'secret', 'board']","[178, 205]","[0.59885347, 0.3139575]"
99_4224_5,feature request,We just need a list of categories and we don t need a picture of what the category is ,feature request We just need a list of categories and we don t need a picture of what the category is,"['feature', 'request', 'list', 'category', 'picture', 'category']",[226],[0.7351233]
99_4226_5,feature request,For the recipes or different DIY things it would be nice to be able to see at rating on how others felt about them or telling if they would try it again or not ,feature request For the recipes or different DIY things it would be nice to be able to see at rating on how others felt about them or telling if they would try it again or not,"['feature', 'request', 'recipe', 'different', 'diy', 'thing', 'nice', 'able']",[221],[0.5398556]
99_4234_5,feature request,I just wish you could send multiple pins to one person at a time and the same pin to multiple people at once ,feature request I just wish you could send multiple pins to one person at a time and the same pin to multiple people at once,"['feature', 'request', 'multiple', 'pin', 'person', 'time', 'pin', 'multiple', 'people']","[172, 223]","[0.47289935, 0.45088294]"
99_4248_5,feature request,It would be nice to turn that off ,feature request It would be nice to turn that off,"['feature', 'request', 'nice']",[221],[0.7946869]
99_4249_5,feature request,But the app still needs a lot of work ,feature request But the app still needs a lot of work,"['feature', 'request', 'app', 'work']",[203],[0.83699226]
99_4254_5,feature request,I just don t like all the notifications for everything but other than that it s awesome ,feature request I just don t like all the notifications for everything but other than that it s awesome,"['feature', 'request', 'notification', 'awesome']",[171],[0.8371139]
99_4257_5,feature request,I would like to see more categories for browsing it seems all of the DIY Crafts that are lumped together could be better sub divided ,feature request I would like to see more categories for browsing it seems all of the DIY Crafts that are lumped together could be better sub divided,"['feature', 'request', 'category', 'DIY', 'Crafts', 'well']",[226],[0.8856133]
99_4258_5,feature request,Quilts for instance should have their own category ,feature request Quilts for instance should have their own category,"['feature', 'request', 'Quilts', 'instance', 'category']","[198, 226]","[0.54150796, 0.3269897]"
99_4260_5,feature request,Instead of just turning the screen orientation the app closes my whole iPad ,feature request Instead of just turning the screen orientation the app closes my whole iPad,"['feature', 'request', 'screen', 'orientation']",[171],[0.57856613]
99_4265_5,feature request,The only adjustment I would suggest would be to fix load time as the images sometimes take awhile to upload ,feature request The only adjustment I would suggest would be to fix load time as the images sometimes take awhile to upload,"['feature', 'request', 'adjustment', 'load', 'time', 'image']",[167],[0.7243254]
99_4267_5,feature request,If I could turn that option off on this app and the site it would be nice ,feature request If I could turn that option off on this app and the site it would be nice,"['feature', 'request', 'option', 'app', 'site', 'nice']",[221],[0.4036616]
99_4279_5,feature request,Please bring back the A Z tabs when looking for categorized pin boards ,feature request Please bring back the A Z tabs when looking for categorized pin boards,"['feature', 'request', 'tab', 'pin', 'board']","[223, 234]","[0.6961753, 0.4]"
99_4294_5,feature request,While Pinterest is still a great idea the fact that the home feed is now more than 50 related pins is very annoying ,feature request While Pinterest is still a great idea the fact that the home feed is now more than 50 related pins is very annoying,"['feature', 'request', 'Pinterest', 'great', 'idea', 'fact', 'home', 'feed', 'related', 'pin', 'annoying']",[195],[0.9338705]
99_4301_5,feature request,Wish there were more secret boards available ,feature request Wish there were more secret boards available,"['feature', 'request', 'secret', 'board', 'available']",[205],[0.8649595]
99_4303_5,feature request,So I d like more privacy settings that are already available on other social networking sites and Pinterest would be perfect ,feature request So I d like more privacy settings that are already available on other social networking sites and Pinterest would be perfect,"['feature', 'request', 'privacy', 'setting', 'available', 'social', 'networking', 'site', 'Pinterest', 'perfect']",[186],[0.92749834]
99_4312_5,feature request,But you should add chatting ,feature request But you should add chatting,"['feature', 'request']",[200],[0.7230165]
99_4313_5,feature request,Wish I could select multiple pins when I need to edit my boards ,feature request Wish I could select multiple pins when I need to edit my boards,"['feature', 'request', 'multiple', 'pin', 'board']","[223, 234]","[0.665261, 0.4]"
99_4327_5,feature request,Please bring back this feature ,feature request Please bring back this feature,"['feature', 'request', 'feature']",[200],[0.79606754]
99_4328_5,feature request,I only wish that you could remove previous pins from a board or move them to a different board just so you can correct a finger slip or get rid of things that you didn t end up liking ,feature request I only wish that you could remove previous pins from a board or move them to a different board just so you can correct a finger slip or get rid of things that you didn t end up liking,"['feature', 'request', 'previous', 'pin', 'board', 'different', 'board', 'finger', 'slip', 'thing']","[221, 234]","[0.92786294, 0.3]"
99_4333_5,feature request,getting lower and we still pay for it Please make the picture view adjustable since lage device took roll ,feature request getting lower and we still pay for it Please make the picture view adjustable since lage device took roll,"['feature', 'request', 'low', 'picture', 'view', 'adjustable', 'lage', 'device', 'roll']",[186],[0.9200939]
99_4337_5,feature request,Need to see contacts profile pictures Need to fix the problem where people can see their contacts pictures,feature request Need to see contacts profile pictures Need to fix the problem where people can see their contacts pictures,"['feature', 'request', 'contact', 'profile', 'picture', 'problem', 'people', 'contact', 'picture']",[174],[0.92021596]
99_4339_5,feature request,Good app but wont let me get wifi please make it on a tablet ,feature request Good app but wont let me get wifi please make it on a tablet,"['feature', 'request', 'good', 'app', 'wifi', 'tablet']",[168],[0.6262019]
99_4341_5,feature request,But why not a new design ,feature request But why not a new design,"['feature', 'request', 'new', 'design']",[173],[0.8379117]
99_4343_5,feature request,Just remove the last seen record ,feature request Just remove the last seen record,"['feature', 'request', 'record']",[200],[0.5323325]
99_4346_5,feature request,Really appreciate What is a very wonderful chattin network indeed it might help to chat with friends wherever u want but beware thre is a drawback that you must connect to a wifi network,feature request Really appreciate What is a very wonderful chattin network indeed it might help to chat with friends wherever u want but beware thre is a drawback that you must connect to a wifi network,"['feature', 'request', 'wonderful', 'chattin', 'network', 'friend', 'drawback', 'wifi', 'network']",[168],[0.9203415]
99_4348_5,feature request,Bhknb Y this application is not working properly on my phone,feature request Bhknb Y this application is not working properly on my phone,"['feature', 'request', 'application', 'phone']","[198, 172]","[0.4725698, 0.368191]"
99_4350_5,feature request,please increase data limit more than 12 m b kuldeep ,feature request please increase data limit more than 12 m b kuldeep,"['feature', 'request', 'datum', 'b', 'kuldeep']",[175],[0.8652514]
99_4351_5,feature request,Please The Profile pic I don t want To anyone to see it Anyone i don t know but have my number ,feature request Please The Profile pic I don t want To anyone to see it Anyone i don t know but have my number,"['feature', 'request', 'pic', 'number']",[215],[0.62836784]
99_4354_5,feature request,Bug should be fixed I like this app but Its continuously giving error and stopped crashing please fix this bug ,feature request Bug should be fixed I like this app but Its continuously giving error and stopped crashing please fix this bug,"['feature', 'request', 'Bug', 'app', 'error', 'bug']",[178],[0.8857311]
99_4355_5,feature request,needs to be made free need to be made free for 5 stars,feature request needs to be made free need to be made free for 5 stars,"['feature', 'request', 'free', 'need', 'free', '5', 'star']","[216, 173]","[0.4886911, 0.41298926]"
99_4356_5,feature request,Keeps crashing Not only did it crash it also wiped my whole phone ,feature request Keeps crashing Not only did it crash it also wiped my whole phone,"['feature', 'request', 'keep', 'phone']",[172],[0.8375746]
99_4357_5,feature request,new update is worse I am using it on note3 and ever since I updated the new version I am unable to send songs to my contacts ,feature request new update is worse I am using it on note3 and ever since I updated the new version I am unable to send songs to my contacts,"['feature', 'request', 'new', 'update', 'bad', 'note3', 'new', 'version', 'unable', 'song', 'contact']",[167],[0.72227484]
99_4358_5,feature request,privacy is another issue ,feature request privacy is another issue,"['feature', 'request', 'privacy', 'issue']",[215],[0.5566457]
99_4359_5,feature request,Crashing It crashed 2 times in 10 minutes ,feature request Crashing It crashed 2 times in 10 minutes,"['feature', 'request', '2', 'time', 'minute']",[167],[0.86746925]
99_4365_5,feature request,But I d suggest two important features which are available in many other messengers ,feature request But I d suggest two important features which are available in many other messengers,"['feature', 'request', 'important', 'feature', 'available', 'messenger']",[231],[0.8851058]
99_4367_5,feature request,This must be added common ,feature request This must be added common,"['feature', 'request', 'common']",[200],[0.7230165]
99_7034_5,feature request,Can't read exel file correctly After updated yesterday I can't read the exel file correct as original Please help ,feature request Can't read exel file correctly After updated yesterday I can't read the exel file correct as original Please help,"['feature', 'request', 'exel', 'file', 'yesterday', 'exel', 'file', 'correct', 'original']",[181],[0.71626955]
99_7035_5,feature request,Can't get a response from Developers The game itself isn't bad If anything a bit monotonous However the manual is less than desirable specifically when speaking about how to feed cows I figured out meadows on my own but cant make straw bales for the life of me And this is apparently hkw to create manure flr fertilizer I have emailed the developers amd received no response VERY FRUSTRATING You spend money in the game for equipment that you can't use ,feature request Can't get a response from Developers The game itself isn't bad If anything a bit monotonous However the manual is less than desirable specifically when speaking about how to feed cows I figured out meadows on my own but cant make straw bales for the life of me And this is apparently hkw to create manure flr fertilizer I have emailed the developers amd received no response VERY FRUSTRATING You spend money in the game for equipment that you can't use,"['feature', 'request', 'response', 'Developers', 'game', 'bad', 'bit', 'monotonous', 'manual', 'desirable', 'cow', 'meadow', 'straw', 'bale', 'life', 'hkw', 'manure', 'fertilizer', 'developer', 'response', 'frustrating', 'money', 'game', 'equipment']",[214],[0.9685733]
99_7036_5,feature request,Not working properly wont download emails to inbox,feature request Not working properly wont download emails to inbox,"['feature', 'request', 'email']",[180],[0.7940208]
99_7037_5,feature request, The app closes everytime i take a picture ,feature request  The app closes everytime i take a picture,"['feature', 'request', 'app', 'picture']",[201],[0.8368364]
99_7038_5,feature request,less then 1 star Downloaded and not been able to play yet as keeps crashing and closing,feature request less then 1 star Downloaded and not been able to play yet as keeps crashing and closing,"['feature', 'request', '1', 'star', 'able', 'closing']",[168],[0.7379147]
99_7039_5,feature request,Nexus 4 The game do not have any audio please fix it ,feature request Nexus 4 The game do not have any audio please fix it,"['feature', 'request', 'game', 'audio']",[176],[0.6294444]
99_7040_5,feature request,It sucks When I press nothing happens plus I can't even share the videos I make,feature request It sucks When I press nothing happens plus I can't even share the videos I make,"['feature', 'request', 'video']",[169],[0.79417664]
99_7041_5,feature request,Buggy app broke by update Another paid app fail Edit back to 1 star again Now crashes everytime a battles won ,feature request Buggy app broke by update Another paid app fail Edit back to 1 star again Now crashes everytime a battles won,"['feature', 'request', 'Buggy', 'app', 'update', 'app', 'fail', 'Edit', '1', 'star', 'battle']","[168, 178]","[0.4710785, 0.3645781]"
99_7042_5,feature request,Pretty wired Sometimes on 1st opening it flashes green colour and i need to close it and open again 5 stars if yuo fix this ,feature request Pretty wired Sometimes on 1st opening it flashes green colour and i need to close it and open again 5 stars if yuo fix this,"['feature', 'request', '1st', 'opening', 'green', 'colour', 'open', '5', 'star', 'yuo']",[194],[0.7074767]
99_7043_5,feature request,Ruined by DRM I tried to play it but all I get is 'Can't Access License Server really DRM is destroying games on my mobile devices too ,feature request Ruined by DRM I tried to play it but all I get is 'Can't Access License Server really DRM is destroying games on my mobile devices too,"['feature', 'request', 'ruin', 'DRM', 'DRM', 'game', 'mobile', 'device']",[214],[0.91138]
99_7044_5,feature request,Why doesn't the music work Upsetting to have a clip made but NO music Tried it for my business and this Is actually very disappointing ,feature request Why doesn't the music work Upsetting to have a clip made but NO music Tried it for my business and this Is actually very disappointing,"['feature', 'request', 'music', 'work', 'clip', 'music', 'business', 'disappointing']",[198],[0.91169024]
99_7045_5,feature request,Won't install Got a Nexus 4 with loads of free space but installer says it has 0 MB available ,feature request Won't install Got a Nexus 4 with loads of free space but installer says it has 0 MB available,"['feature', 'request', 'load', 'free', 'space', 'installer', '0', 'mb', 'available']",[167],[0.9216083]
99_7046_5,feature request,Could be good Doesn't load Moto electrify m Fix and I will give a better review,feature request Could be good Doesn't load Moto electrify m Fix and I will give a better review,"['feature', 'request', 'good', 'electrify', 'well', 'review']",[231],[0.88510543]
99_7047_5,feature request,Keeps Crashing Installed on the loading page and it crashes Tried re installing shutting down my phone still the same Please fix this and I'll give a 5 star rating ,feature request Keeps Crashing Installed on the loading page and it crashes Tried re installing shutting down my phone still the same Please fix this and I'll give a 5 star rating,"['feature', 'request', 'loading', 'page', 'phone', '5', 'star']",[173],[0.39865136]
99_7048_5,feature request,Slow Buggy It takes more than a minute to open a file which is opened within 10 seconds in polaris office Tab 2 3100 Needs speed improvement Edit It shows only a blank white screen when we try to open some doc files OMG Developers I hope you have tested the file which I have sent to you ,feature request Slow Buggy It takes more than a minute to open a file which is opened within 10 seconds in polaris office Tab 2 3100 Needs speed improvement Edit It shows only a blank white screen when we try to open some doc files OMG Developers I hope you have tested the file which I have sent to you,"['feature', 'request', 'minute', 'file', 'second', 'office', 'speed', 'improvement', 'Edit', 'blank', 'white', 'screen', 'doc', 'file', 'OMG', 'file']",[178],[0.95378184]
99_7049_5,feature request,Bad When i want take a picture the picture from my camera phone is not shown just blank plis fix it My phone is samsung galaxy young s5360,feature request Bad When i want take a picture the picture from my camera phone is not shown just blank plis fix it My phone is samsung galaxy young s5360,"['feature', 'request', 'picture', 'picture', 'camera', 'phone', 'blank', 'phone', 'young', 's5360']",[226],[0.9280114]
99_7050_5,feature request,Update The app refused to update but others would Had to uninstall ,feature request Update The app refused to update but others would Had to uninstall,"['feature', 'request', 'Update', 'app', 'update', 'uninstall']","[216, 194]","[0.44478974, 0.44233492]"
99_7051_5,feature request,Sucks Forces close when trying to post on instagram,feature request Sucks Forces close when trying to post on instagram,"['feature', 'request', 'close', 'instagram']",[210],[0.83694017]
99_7052_5,feature request,Does not property work on the 2013 Nexus 7,feature request Does not property work on the 2013 Nexus 7,"['feature', 'request', 'work', '2013']","[181, 203]","[0.4805602, 0.35924497]"
99_7053_5,feature request,Not working I have a wifi printer and when I try to print from my droid RAZR Max HD it says need to download update then when I try to download update it says Update cannont be completed Error Fix and I'll change my rating Or advise me what to do ,feature request Not working I have a wifi printer and when I try to print from my droid RAZR Max HD it says need to download update then when I try to download update it says Update cannont be completed Error Fix and I'll change my rating Or advise me what to do,"['feature', 'request', 'printer', 'droid', 'Max', 'need', 'update', 'update', 'Update', 'cannont']",[194],[0.92797977]
99_7054_5,feature request,Won't launch on my Galaxy S4 All I get is a black screen ,feature request Won't launch on my Galaxy S4 All I get is a black screen,"['feature', 'request', 'black', 'screen']",[171],[0.8371144]
99_7055_5,feature request,Sony xperia sp Sony xperia sp native resolution not supported,feature request Sony xperia sp Sony xperia sp native resolution not supported,"['feature', 'request', 'Sony', 'xperia', 'Sony', 'xperia', 'native', 'resolution']",[170],[0.9113917]
99_7056_5,feature request,Problem while activating Iv been using viber since a long tym nd it has never dissapointed me but I just deactivated my account for a day nd den I try to activate I dont get my code by txt nd neither do I get a call im trying again n again please fix the problem,feature request Problem while activating Iv been using viber since a long tym nd it has never dissapointed me but I just deactivated my account for a day nd den I try to activate I dont get my code by txt nd neither do I get a call im trying again n again please fix the problem,"['feature', 'request', 'Problem', 'iv', 'long', 'tym', 'account', 'day', 'code', 'problem']",[199],[0.92744297]
99_7057_5,feature request,Pay version still spamming I bought the paid version and I can still see promotions in the dashboard Remove it Edit Developers asked me to disable promotions I did so there seems to be an option to autocheck new promotions However this only disables the updating The annoying ad bar is still visible on the dashboard displaying a generic promotion of their products ,feature request Pay version still spamming I bought the paid version and I can still see promotions in the dashboard Remove it Edit Developers asked me to disable promotions I did so there seems to be an option to autocheck new promotions However this only disables the updating The annoying ad bar is still visible on the dashboard displaying a generic promotion of their products,"['feature', 'request', 'version', 'version', 'promotion', 'dashboard', 'promotion', 'option', 'new', 'promotion', 'annoying', 'ad', 'bar', 'visible', 'dashboard', 'generic', 'promotion', 'product']",[209],[0.9583983]
99_7058_5,feature request,Doesn't work A poor app unfortunately It started loading pictures then took me back to homescreen with no video or upload ,feature request Doesn't work A poor app unfortunately It started loading pictures then took me back to homescreen with no video or upload,"['feature', 'request', 'poor', 'app', 'picture', 'video', 'upload']","[175, 169]","[0.56234235, 0.33893874]"
99_7059_5,feature request,Not happy I downloaded this app because I have the first one and I loved it but this one will not even load on my phone all I get is a black screen and music plz fix,feature request Not happy I downloaded this app because I have the first one and I loved it but this one will not even load on my phone all I get is a black screen and music plz fix,"['feature', 'request', 'happy', 'app', 'phone', 'black', 'screen', 'music']",[178],[0.62264997]
99_7060_5,feature request,Game keeps crahing on me please fix ,feature request Game keeps crahing on me please fix,"['feature', 'request', 'Game']",[203],[0.794001]
99_7061_5,feature request,Can I go back to older version Loved the app was quick and always connected until the last update Have tried every suggestion When I first open it nothing happens it just sits at an empty screen Have to close and reopen several times and it is so slow to connect now Hope it improves To be fair I am having same is with lastest tappatalk upgrade also Galaxy Note,feature request Can I go back to older version Loved the app was quick and always connected until the last update Have tried every suggestion When I first open it nothing happens it just sits at an empty screen Have to close and reopen several times and it is so slow to connect now Hope it improves To be fair I am having same is with lastest tappatalk upgrade also Galaxy Note,"['feature', 'request', 'old', 'version', 'app', 'quick', 'update', 'suggestion', 'screen', 'time', 'slow', 'fair', 'last', 'tappatalk', 'upgrade', 'Galaxy']",[167],[0.95428807]
99_7062_5,feature request,bugs bugs bugs lots of bug i cannot login anymore my device lag when trying to open the app fix this sucks ,feature request bugs bugs bugs lots of bug i cannot login anymore my device lag when trying to open the app fix this sucks,"['feature', 'request', 'lot', 'bug', 'device', 'app', 'fix']",[198],[0.90035635]
99_7063_5,feature request,LG Spirit many bugs sometimes it wont shoot a picture and i have to reopen app orientation when I rotate phone works about 20 of the time touch to focus is terrible focus in general is terrible no matter what setting and other things as well HD CAMERA PRO takes MUCH better pictures and its free Quit adding so many features who cares what frame i put on a blurry picture ,feature request LG Spirit many bugs sometimes it wont shoot a picture and i have to reopen app orientation when I rotate phone works about 20 of the time touch to focus is terrible focus in general is terrible no matter what setting and other things as well HD CAMERA PRO takes MUCH better pictures and its free Quit adding so many features who cares what frame i put on a blurry picture,"['feature', 'request', 'bug', 'picture', 'app', 'orientation', 'phone', 'time', 'touch', 'terrible', 'focus', 'general', 'terrible', 'setting', 'thing', 'hd', 'CAMERA', 'pro', 'well', 'picture', 'free', 'quit', 'feature', 'frame', 'blurry', 'picture']",[201],[0.97081834]
99_7064_5,feature request,Crashes since update Crashes whenever I go to the purchase coins section Purchased coins but they dont show ,feature request Crashes since update Crashes whenever I go to the purchase coins section Purchased coins but they dont show,"['feature', 'request', 'crash', 'update', 'crash', 'purchase', 'coin', 'section', 'coin']",[198],[0.92070943]
99_7065_5,feature request,Unclassified Always I don't get connected even though I have enough net band width unable to to line call,feature request Unclassified Always I don't get connected even though I have enough net band width unable to to line call,"['feature', 'request', 'net', 'band', 'width', 'unable', 'line']",[214],[0.900006]
99_7066_5,feature request,Camera DOOM FX Pictures will not save to external SD card In fact they are saving to a temporary folder and are not even showing up in the gallery Emailed Dev replied dealing with it have heard nothing since ,feature request Camera DOOM FX Pictures will not save to external SD card In fact they are saving to a temporary folder and are not even showing up in the gallery Emailed Dev replied dealing with it have heard nothing since,"['feature', 'request', 'external', 'sd', 'card', 'fact', 'temporary', 'folder', 'gallery']",[212],[0.9204438]
99_7067_5,feature request,Unusable Unusable Whem trying to find the right forum it takes forever to scroll down ,feature request Unusable Unusable Whem trying to find the right forum it takes forever to scroll down,"['feature', 'request', 'right', 'forum']",[180],[0.83700705]
99_7068_5,feature request,In game purchase not working Games shuts down when I first tried buying or when tying to restore the purchase I will change my rating when you fix this I gave you my money the last you can do is have a fully functioning app ,feature request In game purchase not working Games shuts down when I first tried buying or when tying to restore the purchase I will change my rating when you fix this I gave you my money the last you can do is have a fully functioning app,"['feature', 'request', 'game', 'purchase', 'shut', 'purchase', 'money', 'app']",[214],[0.9113804]
99_7069_5,feature request,Multiplayer cant join Cant join games just keeps searching I tried custom join and says error can't join,feature request Multiplayer cant join Cant join games just keeps searching I tried custom join and says error can't join,"['feature', 'request', 'Multiplayer', 'game', 'custom', 'join', 'error']",[226],[0.7464152]
99_7070_5,feature request,Bummer Seen a friend post a video on Facebook then I downloaded the ap all I can do is select photos and it won't let me continue after I have chosen which ones I'd like to use it keeps telling me there's an error,feature request Bummer Seen a friend post a video on Facebook then I downloaded the ap all I can do is select photos and it won't let me continue after I have chosen which ones I'd like to use it keeps telling me there's an error,"['feature', 'request', 'friend', 'video', 'Facebook', 'photo', 'one', 'error']",[190],[0.9109671]
99_7071_5,feature request,Server error In Belgium I bought on PlayStore and says need extra 160 MB to download but always get server error 5002 Thanks for taking my money ,feature request Server error In Belgium I bought on PlayStore and says need extra 160 MB to download but always get server error 5002 Thanks for taking my money,"['feature', 'request', 'error', 'Belgium', 'PlayStore', 'extra', '160', 'MB', 'server', 'error', '5002', 'thank', 'money']",[163],[0.9433929]
99_7072_5,feature request,Lame Screen goes black when focusing Lag Long initialization Please fix some ,feature request Lame Screen goes black when focusing Lag Long initialization Please fix some,"['feature', 'request', 'black', 'initialization']","[171, 172]","[0.53073776, 0.30916366]"
99_7073_5,feature request,Galax s4 Can't search for friends online,feature request Galax s4 Can't search for friends online,"['feature', 'request', 'friend']",[190],[0.79356086]
99_7074_5,feature request,SO DUMB I paid for this game Tried to download it and it won't let me I also can't get a refund FIX THIS ,feature request SO DUMB I paid for this game Tried to download it and it won't let me I also can't get a refund FIX THIS,"['feature', 'request', 'game', 'refund', 'fix']",[200],[0.67102796]
